[1320, 1176]
[folio, [76.0, 51.0, 986.0, 18.0], Qww5mlhjK-, 5694207]
[paragraph, [766.0, 593.0, 314.0, 18.0], zMZn5LJH0o, 5694207]
[paragraph, [766.0, 611.0, 314.0, 18.0], zMZn5LJH0o, 5694207]
[paragraph, [766.0, 629.0, 314.0, 18.0], zMZn5LJH0o, 5694207]
[paragraph, [766.0, 647.0, 314.0, 18.0], zMZn5LJH0o, 5694207]
[paragraph, [766.0, 665.0, 314.0, 18.0], zMZn5LJH0o, 5694207]
[paragraph, [766.0, 683.0, 314.0, 18.0], zMZn5LJH0o, 5694207]
[paragraph, [766.0, 701.0, 314.0, 18.0], zMZn5LJH0o, 5694207]
[paragraph, [766.0, 719.0, 314.0, 18.0], zMZn5LJH0o, 5694207]
[paragraph, [766.0, 737.0, 314.0, 18.0], zMZn5LJH0o, 5694207]
[paragraph, [766.0, 755.0, 314.0, 18.0], zMZn5LJH0o, 5694207]
[paragraph, [766.0, 773.0, 314.0, 18.0], zMZn5LJH0o, 5694207]
[paragraph, [766.0, 791.0, 314.0, 18.0], zMZn5LJH0o, 5694207]
[paragraph, [766.0, 809.0, 314.0, 18.0], zMZn5LJH0o, 5694207]
[paragraph, [766.0, 827.0, 314.0, 18.0], zMZn5LJH0o, 5694207]
[paragraph, [766.0, 845.0, 314.0, 18.0], zMZn5LJH0o, 5694207]
[paragraph, [766.0, 863.0, 314.0, 18.0], zMZn5LJH0o, 5694207]
[paragraph, [766.0, 881.0, 314.0, 18.0], zMZn5LJH0o, 5694207]
[paragraph, [766.0, 899.0, 314.0, 18.0], zMZn5LJH0o, 5694207]
[paragraph, [766.0, 917.0, 314.0, 18.0], zMZn5LJH0o, 5694207]
[paragraph, [766.0, 935.0, 314.0, 18.0], zMZn5LJH0o, 5694207]
[paragraph, [766.0, 953.0, 314.0, 18.0], zMZn5LJH0o, 5694207]
[paragraph, [82.0, 613.0, 315.0, 18.0], z5VHlWRASU, 5694207]
[paragraph, [82.0, 631.0, 315.0, 18.0], z5VHlWRASU, 5694207]
[paragraph, [80.0, 669.0, 318.0, 18.0], 3oyz5_Z2Kr, 5694207]
[paragraph, [80.0, 687.0, 318.0, 18.0], 3oyz5_Z2Kr, 5694207]
[paragraph, [80.0, 705.0, 318.0, 18.0], 3oyz5_Z2Kr, 5694207]
[paragraph, [80.0, 723.0, 318.0, 18.0], 3oyz5_Z2Kr, 5694207]
[paragraph, [80.0, 741.0, 318.0, 18.0], 3oyz5_Z2Kr, 5694207]
[paragraph, [80.0, 759.0, 318.0, 18.0], 3oyz5_Z2Kr, 5694207]
[paragraph, [421.0, 745.0, 321.0, 18.0], u27N2ER8UC, 5694207]
[paragraph, [421.0, 763.0, 321.0, 18.0], u27N2ER8UC, 5694207]
[paragraph, [421.0, 781.0, 321.0, 18.0], u27N2ER8UC, 5694207]
[paragraph, [421.0, 799.0, 321.0, 18.0], u27N2ER8UC, 5694207]
[paragraph, [79.0, 806.0, 320.0, 18.0], U7HXNPL-qe, 5694207]
[paragraph, [79.0, 824.0, 320.0, 18.0], U7HXNPL-qe, 5694207]
[paragraph, [79.0, 842.0, 320.0, 18.0], U7HXNPL-qe, 5694207]
[paragraph, [79.0, 860.0, 320.0, 18.0], U7HXNPL-qe, 5694207]
[paragraph, [79.0, 878.0, 320.0, 18.0], U7HXNPL-qe, 5694207]
[paragraph, [79.0, 896.0, 320.0, 18.0], U7HXNPL-qe, 5694207]
[paragraph, [79.0, 914.0, 320.0, 18.0], U7HXNPL-qe, 5694207]
[paragraph, [79.0, 932.0, 320.0, 18.0], U7HXNPL-qe, 5694207]
[paragraph, [79.0, 950.0, 320.0, 18.0], U7HXNPL-qe, 5694207]
[paragraph, [79.0, 968.0, 320.0, 18.0], U7HXNPL-qe, 5694207]
[paragraph, [79.0, 986.0, 320.0, 18.0], U7HXNPL-qe, 5694207]
[paragraph, [79.0, 1004.0, 320.0, 18.0], U7HXNPL-qe, 5694207]
[paragraph, [79.0, 1022.0, 320.0, 18.0], U7HXNPL-qe, 5694207]
[paragraph, [79.0, 1040.0, 320.0, 18.0], U7HXNPL-qe, 5694207]
[paragraph, [79.0, 1058.0, 320.0, 18.0], U7HXNPL-qe, 5694207]
[paragraph, [79.0, 1076.0, 320.0, 18.0], U7HXNPL-qe, 5694207]
[paragraph, [79.0, 1094.0, 320.0, 18.0], U7HXNPL-qe, 5694207]
[paragraph, [422.0, 838.0, 324.0, 18.0], RMOHgvfiJu, 5694207]
[paragraph, [422.0, 856.0, 324.0, 18.0], RMOHgvfiJu, 5694207]
[paragraph, [422.0, 874.0, 324.0, 18.0], RMOHgvfiJu, 5694207]
[paragraph, [422.0, 892.0, 324.0, 18.0], RMOHgvfiJu, 5694207]
[paragraph, [422.0, 910.0, 324.0, 18.0], RMOHgvfiJu, 5694207]
[paragraph, [422.0, 928.0, 324.0, 18.0], RMOHgvfiJu, 5694207]
[paragraph, [422.0, 946.0, 324.0, 18.0], RMOHgvfiJu, 5694207]
[paragraph, [419.0, 979.0, 321.0, 18.0], z_05w8-9E-, 5694207]
[paragraph, [419.0, 997.0, 321.0, 18.0], z_05w8-9E-, 5694207]
[paragraph, [419.0, 1015.0, 321.0, 18.0], z_05w8-9E-, 5694207]
[paragraph, [419.0, 1033.0, 321.0, 18.0], z_05w8-9E-, 5694207]
[paragraph, [419.0, 1051.0, 321.0, 18.0], z_05w8-9E-, 5694207]
[paragraph, [419.0, 1069.0, 321.0, 18.0], z_05w8-9E-, 5694207]
[paragraph, [419.0, 1087.0, 321.0, 18.0], z_05w8-9E-, 5694207]
[paragraph, [763.0, 982.0, 322.0, 18.0], khFbNlA22u, 5694207]
[paragraph, [763.0, 1000.0, 322.0, 18.0], khFbNlA22u, 5694207]
[paragraph, [763.0, 1018.0, 322.0, 18.0], khFbNlA22u, 5694207]
[paragraph, [763.0, 1036.0, 322.0, 18.0], khFbNlA22u, 5694207]
[paragraph, [763.0, 1054.0, 322.0, 18.0], khFbNlA22u, 5694207]
[paragraph, [763.0, 1072.0, 322.0, 18.0], khFbNlA22u, 5694207]
[paragraph, [763.0, 1090.0, 322.0, 18.0], khFbNlA22u, 5694207]
[paragraph, [763.0, 1108.0, 322.0, 18.0], khFbNlA22u, 5694207]
[paragraph, [763.0, 1126.0, 322.0, 18.0], khFbNlA22u, 5694207]
[paragraph, [763.0, 1144.0, 322.0, 18.0], khFbNlA22u, 5694207]
[paragraph, [763.0, 1162.0, 322.0, 18.0], khFbNlA22u, 5694207]
[paragraph, [763.0, 1180.0, 322.0, 18.0], khFbNlA22u, 5694207]
[paragraph, [763.0, 1198.0, 322.0, 18.0], khFbNlA22u, 5694207]
[paragraph, [763.0, 1216.0, 322.0, 18.0], khFbNlA22u, 5694207]
[paragraph, [763.0, 1234.0, 322.0, 18.0], khFbNlA22u, 5694207]
[paragraph, [416.0, 1120.0, 322.0, 18.0], lf-bwwvHY0, 5694207]
[paragraph, [416.0, 1138.0, 322.0, 18.0], lf-bwwvHY0, 5694207]
[paragraph, [416.0, 1156.0, 322.0, 18.0], lf-bwwvHY0, 5694207]
[paragraph, [416.0, 1174.0, 322.0, 18.0], lf-bwwvHY0, 5694207]
[paragraph, [416.0, 1192.0, 322.0, 18.0], lf-bwwvHY0, 5694207]
[paragraph, [79.0, 1142.0, 320.0, 18.0], ETkfFTtVeQ, 5694207]
[paragraph, [79.0, 1160.0, 320.0, 18.0], ETkfFTtVeQ, 5694207]
[paragraph, [79.0, 1178.0, 320.0, 18.0], ETkfFTtVeQ, 5694207]
[paragraph, [79.0, 1196.0, 320.0, 18.0], ETkfFTtVeQ, 5694207]
[paragraph, [79.0, 1214.0, 320.0, 18.0], ETkfFTtVeQ, 5694207]
[paragraph, [79.0, 1232.0, 320.0, 18.0], ETkfFTtVeQ, 5694207]
