[792, 612]
[folio, [79.0, 41.0, 116.0, 18.0], shoonya_0s6I6DQ5UYY7HX, 6491047]
[paragraph, [33.0, 419.0, 269.0, 18.0], 3Y4JfmFZau, 6491047]
[paragraph, [33.0, 437.0, 269.0, 18.0], 3Y4JfmFZau, 6491047]
[paragraph, [33.0, 455.0, 269.0, 18.0], 3Y4JfmFZau, 6491047]
[paragraph, [33.0, 473.0, 269.0, 18.0], 3Y4JfmFZau, 6491047]
[paragraph, [33.0, 491.0, 269.0, 18.0], 3Y4JfmFZau, 6491047]
[paragraph, [33.0, 519.0, 268.0, 18.0], _Mck0Uppk1, 6491047]
[paragraph, [33.0, 537.0, 268.0, 18.0], _Mck0Uppk1, 6491047]
[paragraph, [33.0, 555.0, 268.0, 18.0], _Mck0Uppk1, 6491047]
[paragraph, [33.0, 573.0, 268.0, 18.0], _Mck0Uppk1, 6491047]
[paragraph, [33.0, 591.0, 268.0, 18.0], _Mck0Uppk1, 6491047]
[paragraph, [33.0, 609.0, 268.0, 18.0], _Mck0Uppk1, 6491047]
[paragraph, [33.0, 627.0, 268.0, 18.0], _Mck0Uppk1, 6491047]
[paragraph, [33.0, 645.0, 268.0, 18.0], _Mck0Uppk1, 6491047]
[paragraph, [33.0, 663.0, 268.0, 18.0], _Mck0Uppk1, 6491047]
[paragraph, [33.0, 681.0, 268.0, 18.0], _Mck0Uppk1, 6491047]
[paragraph, [303.0, 579.0, 262.0, 18.0], qKcnBdLGcc, 6491047]
[paragraph, [303.0, 597.0, 262.0, 18.0], qKcnBdLGcc, 6491047]
[paragraph, [303.0, 615.0, 262.0, 18.0], qKcnBdLGcc, 6491047]
[paragraph, [303.0, 633.0, 262.0, 18.0], qKcnBdLGcc, 6491047]
[paragraph, [303.0, 651.0, 262.0, 18.0], qKcnBdLGcc, 6491047]
[paragraph, [303.0, 669.0, 262.0, 18.0], qKcnBdLGcc, 6491047]
[paragraph, [303.0, 687.0, 262.0, 18.0], qKcnBdLGcc, 6491047]
[paragraph, [303.0, 705.0, 262.0, 18.0], qKcnBdLGcc, 6491047]
[paragraph, [58.0, 711.0, 243.0, 18.0], TnhWggmsfQ, 6491047]
