[2200, 1700]
[section-title, [392.0, 259.0, 671.0, 52.5], bd2RWiy07k, 5689015]
[sub-unordered-list, [385.0, 1595.0, 772.0, 18.0], ywDjxjhEpC, 5689015]
[sub-unordered-list, [385.0, 1613.0, 772.0, 18.0], ywDjxjhEpC, 5689015]
[reference, [882.0, 1715.0, 625.0, 36.0], J5EQDuoIKi, 5689015]
[reference, [882.0, 1751.0, 625.0, 36.0], J5EQDuoIKi, 5689015]
[reference, [882.0, 1787.0, 625.0, 36.0], J5EQDuoIKi, 5689015]
[reference, [882.0, 1823.0, 625.0, 36.0], J5EQDuoIKi, 5689015]
[reference, [882.0, 1859.0, 625.0, 36.0], J5EQDuoIKi, 5689015]
[reference, [882.0, 1895.0, 625.0, 36.0], J5EQDuoIKi, 5689015]
[reference, [185.0, 1725.0, 640.0, 36.0], R0-HFGc5h-, 5689015]
[reference, [185.0, 1761.0, 640.0, 36.0], R0-HFGc5h-, 5689015]
[reference, [185.0, 1797.0, 640.0, 36.0], R0-HFGc5h-, 5689015]
[reference, [185.0, 1833.0, 640.0, 36.0], R0-HFGc5h-, 5689015]
[reference, [185.0, 1869.0, 640.0, 36.0], R0-HFGc5h-, 5689015]
[reference, [185.0, 1905.0, 640.0, 36.0], R0-HFGc5h-, 5689015]
