[1447, 1063]
[folio, [418.0, 55.0, 195.0, 18.0], rmrDkmDNWk, 5762722]
[paragraph, [536.0, 574.0, 427.0, 18.0], WrUrNor2XC, 5762722]
[paragraph, [536.0, 592.0, 427.0, 18.0], WrUrNor2XC, 5762722]
[paragraph, [536.0, 610.0, 427.0, 18.0], WrUrNor2XC, 5762722]
[paragraph, [536.0, 628.0, 427.0, 18.0], WrUrNor2XC, 5762722]
[paragraph, [536.0, 646.0, 427.0, 18.0], WrUrNor2XC, 5762722]
[paragraph, [536.0, 664.0, 427.0, 18.0], WrUrNor2XC, 5762722]
[paragraph, [536.0, 682.0, 427.0, 18.0], WrUrNor2XC, 5762722]
[paragraph, [536.0, 700.0, 427.0, 18.0], WrUrNor2XC, 5762722]
[paragraph, [536.0, 718.0, 427.0, 18.0], WrUrNor2XC, 5762722]
[paragraph, [93.0, 434.0, 430.0, 18.0], NBTH_k3P8O, 5762722]
[paragraph, [93.0, 452.0, 430.0, 18.0], NBTH_k3P8O, 5762722]
[paragraph, [93.0, 470.0, 430.0, 18.0], NBTH_k3P8O, 5762722]
[paragraph, [93.0, 488.0, 430.0, 18.0], NBTH_k3P8O, 5762722]
[paragraph, [93.0, 506.0, 430.0, 18.0], NBTH_k3P8O, 5762722]
[paragraph, [93.0, 524.0, 430.0, 18.0], NBTH_k3P8O, 5762722]
[paragraph, [93.0, 542.0, 430.0, 18.0], NBTH_k3P8O, 5762722]
[paragraph, [93.0, 560.0, 430.0, 18.0], NBTH_k3P8O, 5762722]
[paragraph, [93.0, 578.0, 430.0, 18.0], NBTH_k3P8O, 5762722]
[paragraph, [90.0, 616.0, 438.0, 18.0], sPJIKh8quv, 5762722]
[paragraph, [90.0, 634.0, 438.0, 18.0], sPJIKh8quv, 5762722]
[paragraph, [90.0, 652.0, 438.0, 18.0], sPJIKh8quv, 5762722]
[paragraph, [90.0, 670.0, 438.0, 18.0], sPJIKh8quv, 5762722]
[paragraph, [90.0, 688.0, 438.0, 18.0], sPJIKh8quv, 5762722]
[paragraph, [90.0, 706.0, 438.0, 18.0], sPJIKh8quv, 5762722]
[paragraph, [90.0, 724.0, 438.0, 18.0], sPJIKh8quv, 5762722]
[paragraph, [90.0, 742.0, 438.0, 18.0], sPJIKh8quv, 5762722]
[paragraph, [90.0, 760.0, 438.0, 18.0], sPJIKh8quv, 5762722]
[paragraph, [90.0, 778.0, 438.0, 18.0], sPJIKh8quv, 5762722]
[paragraph, [90.0, 796.0, 438.0, 18.0], sPJIKh8quv, 5762722]
[paragraph, [90.0, 814.0, 438.0, 18.0], sPJIKh8quv, 5762722]
[paragraph, [90.0, 832.0, 438.0, 18.0], sPJIKh8quv, 5762722]
[paragraph, [90.0, 850.0, 438.0, 18.0], sPJIKh8quv, 5762722]
[paragraph, [537.0, 758.0, 429.0, 18.0], HP64T-hgHK, 5762722]
[paragraph, [537.0, 776.0, 429.0, 18.0], HP64T-hgHK, 5762722]
[paragraph, [537.0, 794.0, 429.0, 18.0], HP64T-hgHK, 5762722]
[paragraph, [537.0, 812.0, 429.0, 18.0], HP64T-hgHK, 5762722]
[paragraph, [537.0, 830.0, 429.0, 18.0], HP64T-hgHK, 5762722]
[paragraph, [537.0, 848.0, 429.0, 18.0], HP64T-hgHK, 5762722]
