[1246, 919]
[chapter-title, [308.0, 49.0, 158.0, 30.0], shoonya_5sSUH961NP7PKO, 5776548]
[paragraph, [85.0, 603.0, 618.0, 18.0], shoonya_1sSW0LEZX71COJ, 5776548]
[paragraph, [85.0, 621.0, 618.0, 18.0], shoonya_1sSW0LEZX71COJ, 5776548]
[paragraph, [85.0, 639.0, 618.0, 18.0], shoonya_1sSW0LEZX71COJ, 5776548]
[paragraph, [85.0, 657.0, 618.0, 18.0], shoonya_1sSW0LEZX71COJ, 5776548]
[paragraph, [85.0, 675.0, 618.0, 18.0], shoonya_1sSW0LEZX71COJ, 5776548]
[paragraph, [85.0, 693.0, 618.0, 18.0], shoonya_1sSW0LEZX71COJ, 5776548]
[paragraph, [85.0, 711.0, 618.0, 18.0], shoonya_1sSW0LEZX71COJ, 5776548]
[paragraph, [85.0, 729.0, 618.0, 18.0], shoonya_1sSW0LEZX71COJ, 5776548]
[paragraph, [85.0, 747.0, 618.0, 18.0], shoonya_1sSW0LEZX71COJ, 5776548]
[paragraph, [85.0, 765.0, 618.0, 18.0], shoonya_1sSW0LEZX71COJ, 5776548]
[paragraph, [85.0, 783.0, 618.0, 18.0], shoonya_1sSW0LEZX71COJ, 5776548]
[paragraph, [85.0, 801.0, 618.0, 18.0], shoonya_1sSW0LEZX71COJ, 5776548]
[paragraph, [85.0, 819.0, 618.0, 18.0], shoonya_1sSW0LEZX71COJ, 5776548]
[paragraph, [85.0, 837.0, 618.0, 18.0], shoonya_1sSW0LEZX71COJ, 5776548]
[paragraph, [85.0, 855.0, 618.0, 18.0], shoonya_1sSW0LEZX71COJ, 5776548]
[paragraph, [85.0, 873.0, 618.0, 18.0], shoonya_1sSW0LEZX71COJ, 5776548]
[paragraph, [85.0, 891.0, 618.0, 18.0], shoonya_1sSW0LEZX71COJ, 5776548]
[paragraph, [85.0, 909.0, 618.0, 18.0], shoonya_1sSW0LEZX71COJ, 5776548]
[paragraph, [85.0, 927.0, 618.0, 18.0], shoonya_1sSW0LEZX71COJ, 5776548]
[paragraph, [85.0, 945.0, 618.0, 18.0], shoonya_1sSW0LEZX71COJ, 5776548]
[paragraph, [85.0, 963.0, 618.0, 18.0], shoonya_1sSW0LEZX71COJ, 5776548]
[paragraph, [85.0, 981.0, 618.0, 18.0], shoonya_1sSW0LEZX71COJ, 5776548]
[paragraph, [87.0, 1004.0, 623.0, 18.0], shoonya_4s07YB4IP8PS5O, 5776548]
[paragraph, [87.0, 1022.0, 623.0, 18.0], shoonya_4s07YB4IP8PS5O, 5776548]
[paragraph, [87.0, 1040.0, 623.0, 18.0], shoonya_4s07YB4IP8PS5O, 5776548]
[paragraph, [87.0, 1058.0, 623.0, 18.0], shoonya_4s07YB4IP8PS5O, 5776548]
