[1320, 1176]
[folio, [78.0, 45.0, 189.0, 18.0], TdM6PG_AWB, 5694237]
[paragraph, [84.0, 829.0, 472.0, 18.0], shoonya_5sMNLYW5AA34H4, 5694237]
[paragraph, [84.0, 847.0, 472.0, 18.0], shoonya_5sMNLYW5AA34H4, 5694237]
[paragraph, [84.0, 865.0, 472.0, 18.0], shoonya_5sMNLYW5AA34H4, 5694237]
[paragraph, [84.0, 883.0, 472.0, 18.0], shoonya_5sMNLYW5AA34H4, 5694237]
[paragraph, [608.0, 713.0, 474.0, 18.0], shoonya_3sOZCF11VHGB0F, 5694237]
[paragraph, [608.0, 731.0, 474.0, 18.0], shoonya_3sOZCF11VHGB0F, 5694237]
[paragraph, [608.0, 749.0, 474.0, 18.0], shoonya_3sOZCF11VHGB0F, 5694237]
[paragraph, [608.0, 767.0, 474.0, 18.0], shoonya_3sOZCF11VHGB0F, 5694237]
[paragraph, [608.0, 785.0, 474.0, 18.0], shoonya_3sOZCF11VHGB0F, 5694237]
[paragraph, [608.0, 803.0, 474.0, 18.0], shoonya_3sOZCF11VHGB0F, 5694237]
[paragraph, [608.0, 821.0, 474.0, 18.0], shoonya_3sOZCF11VHGB0F, 5694237]
[paragraph, [608.0, 839.0, 474.0, 18.0], shoonya_3sOZCF11VHGB0F, 5694237]
[paragraph, [608.0, 857.0, 474.0, 18.0], shoonya_3sOZCF11VHGB0F, 5694237]
[paragraph, [608.0, 875.0, 474.0, 18.0], shoonya_3sOZCF11VHGB0F, 5694237]
[paragraph, [608.0, 893.0, 474.0, 18.0], shoonya_3sOZCF11VHGB0F, 5694237]
[paragraph, [608.0, 911.0, 474.0, 18.0], shoonya_3sOZCF11VHGB0F, 5694237]
[paragraph, [608.0, 929.0, 474.0, 18.0], shoonya_3sOZCF11VHGB0F, 5694237]
[paragraph, [608.0, 947.0, 474.0, 18.0], shoonya_3sOZCF11VHGB0F, 5694237]
[paragraph, [608.0, 965.0, 474.0, 18.0], shoonya_3sOZCF11VHGB0F, 5694237]
[paragraph, [82.0, 911.0, 475.0, 18.0], shoonya_0sL7A3QBTAWTK1, 5694237]
[paragraph, [82.0, 929.0, 475.0, 18.0], shoonya_0sL7A3QBTAWTK1, 5694237]
[paragraph, [82.0, 947.0, 475.0, 18.0], shoonya_0sL7A3QBTAWTK1, 5694237]
[paragraph, [82.0, 965.0, 475.0, 18.0], shoonya_0sL7A3QBTAWTK1, 5694237]
[paragraph, [82.0, 983.0, 475.0, 18.0], shoonya_0sL7A3QBTAWTK1, 5694237]
[paragraph, [82.0, 1001.0, 475.0, 18.0], shoonya_0sL7A3QBTAWTK1, 5694237]
[paragraph, [82.0, 1019.0, 475.0, 18.0], shoonya_0sL7A3QBTAWTK1, 5694237]
[paragraph, [82.0, 1037.0, 475.0, 18.0], shoonya_0sL7A3QBTAWTK1, 5694237]
[paragraph, [82.0, 1055.0, 475.0, 18.0], shoonya_0sL7A3QBTAWTK1, 5694237]
[paragraph, [82.0, 1073.0, 475.0, 18.0], shoonya_0sL7A3QBTAWTK1, 5694237]
[paragraph, [82.0, 1091.0, 475.0, 18.0], shoonya_0sL7A3QBTAWTK1, 5694237]
[paragraph, [82.0, 1109.0, 475.0, 18.0], shoonya_0sL7A3QBTAWTK1, 5694237]
[paragraph, [82.0, 1127.0, 475.0, 18.0], shoonya_0sL7A3QBTAWTK1, 5694237]
[paragraph, [82.0, 1145.0, 475.0, 18.0], shoonya_0sL7A3QBTAWTK1, 5694237]
[paragraph, [82.0, 1163.0, 475.0, 18.0], shoonya_0sL7A3QBTAWTK1, 5694237]
[paragraph, [82.0, 1181.0, 475.0, 18.0], shoonya_0sL7A3QBTAWTK1, 5694237]
[paragraph, [82.0, 1199.0, 475.0, 18.0], shoonya_0sL7A3QBTAWTK1, 5694237]
[paragraph, [82.0, 1217.0, 475.0, 18.0], shoonya_0sL7A3QBTAWTK1, 5694237]
[paragraph, [82.0, 1235.0, 475.0, 18.0], shoonya_0sL7A3QBTAWTK1, 5694237]
[paragraph, [719.0, 989.0, 305.0, 18.0], FuOmI5a_RQ, 5694237]
[paragraph, [719.0, 1007.0, 305.0, 18.0], FuOmI5a_RQ, 5694237]
[paragraph, [719.0, 1025.0, 305.0, 18.0], FuOmI5a_RQ, 5694237]
[paragraph, [616.0, 1060.0, 467.0, 18.0], mwwm_p0eGW, 5694237]
[paragraph, [616.0, 1078.0, 467.0, 18.0], mwwm_p0eGW, 5694237]
[paragraph, [802.0, 1107.0, 136.0, 18.0], w2MA2mN-Nh, 5694237]
[author, [783.0, 1136.0, 269.0, 18.0], _bci2pZm30, 5694237]
[author, [783.0, 1154.0, 269.0, 18.0], _bci2pZm30, 5694237]
[author, [783.0, 1172.0, 269.0, 18.0], _bci2pZm30, 5694237]
[author, [783.0, 1190.0, 269.0, 18.0], _bci2pZm30, 5694237]
[author, [783.0, 1208.0, 269.0, 18.0], _bci2pZm30, 5694237]
