[1806, 1262]
[folio, [914.0, 91.0, 171.0, 36.0], STYZvr7yOW, 5680302]
[paragraph, [97.0, 1250.0, 502.0, 36.0], shoonya_1sQ5ISU7KLJ0L6, 5680302]
[paragraph, [97.0, 1286.0, 502.0, 36.0], shoonya_1sQ5ISU7KLJ0L6, 5680302]
[paragraph, [97.0, 1322.0, 502.0, 36.0], shoonya_1sQ5ISU7KLJ0L6, 5680302]
[paragraph, [97.0, 1358.0, 502.0, 36.0], shoonya_1sQ5ISU7KLJ0L6, 5680302]
[paragraph, [97.0, 1394.0, 502.0, 36.0], shoonya_1sQ5ISU7KLJ0L6, 5680302]
[quote, [660.0, 1299.0, 242.0, 36.0], hMxJyzd4gu, 5680302]
[quote, [660.0, 1335.0, 242.0, 36.0], hMxJyzd4gu, 5680302]
[quote, [660.0, 1371.0, 242.0, 36.0], hMxJyzd4gu, 5680302]
[quote, [660.0, 1407.0, 242.0, 36.0], hMxJyzd4gu, 5680302]
[quote, [660.0, 1443.0, 242.0, 36.0], hMxJyzd4gu, 5680302]
[quote, [660.0, 1479.0, 242.0, 36.0], hMxJyzd4gu, 5680302]
[quote, [106.0, 1452.0, 495.0, 36.0], shoonya_3sS8XVQSK3EOMH, 5680302]
[quote, [668.0, 1553.0, 220.0, 36.0], JoYtBiHQqe, 5680302]
[quote, [116.0, 1558.0, 365.0, 36.0], euZE2Ldfwz, 5680302]
[paragraph, [664.0, 1593.0, 498.0, 36.0], U9TGpaj5Rd, 5680302]
[paragraph, [664.0, 1629.0, 498.0, 36.0], U9TGpaj5Rd, 5680302]
[paragraph, [664.0, 1665.0, 498.0, 36.0], U9TGpaj5Rd, 5680302]
[paragraph, [107.0, 1632.0, 496.0, 36.0], Ooifcv6mO6, 5680302]
[paragraph, [107.0, 1668.0, 496.0, 36.0], Ooifcv6mO6, 5680302]
