[1447, 1063]
[folio, [408.0, 45.0, 239.0, 18.0], nqAeFk1XhW, 5762942]
[unordered-list, [533.0, 722.0, 434.0, 18.0], wZgYSKs_Ft, 5762942]
[unordered-list, [533.0, 740.0, 434.0, 18.0], wZgYSKs_Ft, 5762942]
[unordered-list, [533.0, 758.0, 434.0, 18.0], wZgYSKs_Ft, 5762942]
[unordered-list, [533.0, 776.0, 434.0, 18.0], wZgYSKs_Ft, 5762942]
[unordered-list, [533.0, 794.0, 434.0, 18.0], wZgYSKs_Ft, 5762942]
[unordered-list, [533.0, 812.0, 434.0, 18.0], wZgYSKs_Ft, 5762942]
[unordered-list, [533.0, 830.0, 434.0, 18.0], wZgYSKs_Ft, 5762942]
[unordered-list, [533.0, 848.0, 434.0, 18.0], wZgYSKs_Ft, 5762942]
[unordered-list, [533.0, 866.0, 434.0, 18.0], wZgYSKs_Ft, 5762942]
[unordered-list, [533.0, 884.0, 434.0, 18.0], wZgYSKs_Ft, 5762942]
[unordered-list, [533.0, 902.0, 434.0, 18.0], wZgYSKs_Ft, 5762942]
[unordered-list, [533.0, 920.0, 434.0, 18.0], wZgYSKs_Ft, 5762942]
[unordered-list, [533.0, 938.0, 434.0, 18.0], wZgYSKs_Ft, 5762942]
[unordered-list, [533.0, 956.0, 434.0, 18.0], wZgYSKs_Ft, 5762942]
[unordered-list, [533.0, 974.0, 434.0, 18.0], wZgYSKs_Ft, 5762942]
[unordered-list, [533.0, 992.0, 434.0, 18.0], wZgYSKs_Ft, 5762942]
[unordered-list, [533.0, 1010.0, 434.0, 18.0], wZgYSKs_Ft, 5762942]
[unordered-list, [533.0, 1028.0, 434.0, 18.0], wZgYSKs_Ft, 5762942]
[unordered-list, [533.0, 1046.0, 434.0, 18.0], wZgYSKs_Ft, 5762942]
[unordered-list, [533.0, 1064.0, 434.0, 18.0], wZgYSKs_Ft, 5762942]
[unordered-list, [533.0, 1082.0, 434.0, 18.0], wZgYSKs_Ft, 5762942]
[unordered-list, [533.0, 1100.0, 434.0, 18.0], wZgYSKs_Ft, 5762942]
[unordered-list, [533.0, 1118.0, 434.0, 18.0], wZgYSKs_Ft, 5762942]
[unordered-list, [533.0, 1136.0, 434.0, 18.0], wZgYSKs_Ft, 5762942]
[paragraph, [85.0, 165.0, 446.0, 18.0], shoonya_4sZX2DHLQSKVL4, 5762942]
[paragraph, [85.0, 183.0, 446.0, 18.0], shoonya_4sZX2DHLQSKVL4, 5762942]
[paragraph, [85.0, 201.0, 446.0, 18.0], shoonya_4sZX2DHLQSKVL4, 5762942]
[paragraph, [85.0, 219.0, 446.0, 18.0], shoonya_4sZX2DHLQSKVL4, 5762942]
[paragraph, [85.0, 237.0, 446.0, 18.0], shoonya_4sZX2DHLQSKVL4, 5762942]
[paragraph, [85.0, 255.0, 446.0, 18.0], shoonya_4sZX2DHLQSKVL4, 5762942]
[paragraph, [85.0, 273.0, 446.0, 18.0], shoonya_4sZX2DHLQSKVL4, 5762942]
[paragraph, [85.0, 291.0, 446.0, 18.0], shoonya_4sZX2DHLQSKVL4, 5762942]
[paragraph, [85.0, 309.0, 446.0, 18.0], shoonya_4sZX2DHLQSKVL4, 5762942]
[paragraph, [85.0, 327.0, 446.0, 18.0], shoonya_4sZX2DHLQSKVL4, 5762942]
[unordered-list, [82.0, 356.0, 451.0, 18.0], shoonya_0sA25W3OFTK33I, 5762942]
[unordered-list, [82.0, 374.0, 451.0, 18.0], shoonya_0sA25W3OFTK33I, 5762942]
[unordered-list, [82.0, 392.0, 451.0, 18.0], shoonya_0sA25W3OFTK33I, 5762942]
[unordered-list, [82.0, 410.0, 451.0, 18.0], shoonya_0sA25W3OFTK33I, 5762942]
[unordered-list, [82.0, 428.0, 451.0, 18.0], shoonya_0sA25W3OFTK33I, 5762942]
[unordered-list, [82.0, 446.0, 451.0, 18.0], shoonya_0sA25W3OFTK33I, 5762942]
[unordered-list, [82.0, 464.0, 451.0, 18.0], shoonya_0sA25W3OFTK33I, 5762942]
[unordered-list, [82.0, 482.0, 451.0, 18.0], shoonya_0sA25W3OFTK33I, 5762942]
[unordered-list, [82.0, 500.0, 451.0, 18.0], shoonya_0sA25W3OFTK33I, 5762942]
[unordered-list, [82.0, 518.0, 451.0, 18.0], shoonya_0sA25W3OFTK33I, 5762942]
[unordered-list, [82.0, 536.0, 451.0, 18.0], shoonya_0sA25W3OFTK33I, 5762942]
[unordered-list, [82.0, 554.0, 451.0, 18.0], shoonya_0sA25W3OFTK33I, 5762942]
[unordered-list, [82.0, 572.0, 451.0, 18.0], shoonya_0sA25W3OFTK33I, 5762942]
[unordered-list, [82.0, 590.0, 451.0, 18.0], shoonya_0sA25W3OFTK33I, 5762942]
[unordered-list, [82.0, 608.0, 451.0, 18.0], shoonya_0sA25W3OFTK33I, 5762942]
[unordered-list, [82.0, 626.0, 451.0, 18.0], shoonya_0sA25W3OFTK33I, 5762942]
[unordered-list, [82.0, 644.0, 451.0, 18.0], shoonya_0sA25W3OFTK33I, 5762942]
[unordered-list, [82.0, 662.0, 451.0, 18.0], shoonya_0sA25W3OFTK33I, 5762942]
[unordered-list, [82.0, 680.0, 451.0, 18.0], shoonya_0sA25W3OFTK33I, 5762942]
[unordered-list, [82.0, 698.0, 451.0, 18.0], shoonya_0sA25W3OFTK33I, 5762942]
[unordered-list, [82.0, 716.0, 451.0, 18.0], shoonya_0sA25W3OFTK33I, 5762942]
[unordered-list, [82.0, 734.0, 451.0, 18.0], shoonya_0sA25W3OFTK33I, 5762942]
[unordered-list, [82.0, 752.0, 451.0, 18.0], shoonya_0sA25W3OFTK33I, 5762942]
[unordered-list, [82.0, 770.0, 451.0, 18.0], shoonya_0sA25W3OFTK33I, 5762942]
[unordered-list, [82.0, 788.0, 451.0, 18.0], shoonya_0sA25W3OFTK33I, 5762942]
[unordered-list, [82.0, 806.0, 451.0, 18.0], shoonya_0sA25W3OFTK33I, 5762942]
[unordered-list, [82.0, 824.0, 451.0, 18.0], shoonya_0sA25W3OFTK33I, 5762942]
[unordered-list, [82.0, 842.0, 451.0, 18.0], shoonya_0sA25W3OFTK33I, 5762942]
[unordered-list, [82.0, 860.0, 451.0, 18.0], shoonya_0sA25W3OFTK33I, 5762942]
[unordered-list, [82.0, 878.0, 451.0, 18.0], shoonya_0sA25W3OFTK33I, 5762942]
[unordered-list, [82.0, 896.0, 451.0, 18.0], shoonya_0sA25W3OFTK33I, 5762942]
[unordered-list, [82.0, 914.0, 451.0, 18.0], shoonya_0sA25W3OFTK33I, 5762942]
[unordered-list, [82.0, 932.0, 451.0, 18.0], shoonya_0sA25W3OFTK33I, 5762942]
[unordered-list, [82.0, 950.0, 451.0, 18.0], shoonya_0sA25W3OFTK33I, 5762942]
[unordered-list, [82.0, 968.0, 451.0, 18.0], shoonya_0sA25W3OFTK33I, 5762942]
[unordered-list, [82.0, 986.0, 451.0, 18.0], shoonya_0sA25W3OFTK33I, 5762942]
[unordered-list, [82.0, 1004.0, 451.0, 18.0], shoonya_0sA25W3OFTK33I, 5762942]
[unordered-list, [82.0, 1022.0, 451.0, 18.0], shoonya_0sA25W3OFTK33I, 5762942]
[unordered-list, [82.0, 1040.0, 451.0, 18.0], shoonya_0sA25W3OFTK33I, 5762942]
[unordered-list, [82.0, 1058.0, 451.0, 18.0], shoonya_0sA25W3OFTK33I, 5762942]
[unordered-list, [82.0, 1076.0, 451.0, 18.0], shoonya_0sA25W3OFTK33I, 5762942]
[unordered-list, [82.0, 1094.0, 451.0, 18.0], shoonya_0sA25W3OFTK33I, 5762942]
[unordered-list, [82.0, 1112.0, 451.0, 18.0], shoonya_0sA25W3OFTK33I, 5762942]
[unordered-list, [82.0, 1130.0, 451.0, 18.0], shoonya_0sA25W3OFTK33I, 5762942]
[unordered-list, [82.0, 1148.0, 451.0, 18.0], shoonya_0sA25W3OFTK33I, 5762942]
[unordered-list, [82.0, 1166.0, 451.0, 18.0], shoonya_0sA25W3OFTK33I, 5762942]
[unordered-list, [82.0, 1184.0, 451.0, 18.0], shoonya_0sA25W3OFTK33I, 5762942]
[unordered-list, [82.0, 1202.0, 451.0, 18.0], shoonya_0sA25W3OFTK33I, 5762942]
[unordered-list, [82.0, 1220.0, 451.0, 18.0], shoonya_0sA25W3OFTK33I, 5762942]
[unordered-list, [82.0, 1238.0, 451.0, 18.0], shoonya_0sA25W3OFTK33I, 5762942]
[unordered-list, [82.0, 1256.0, 451.0, 18.0], shoonya_0sA25W3OFTK33I, 5762942]
[unordered-list, [82.0, 1274.0, 451.0, 18.0], shoonya_0sA25W3OFTK33I, 5762942]
[unordered-list, [82.0, 1292.0, 451.0, 18.0], shoonya_0sA25W3OFTK33I, 5762942]
[paragraph, [533.0, 1158.0, 432.0, 18.0], wisjOt79II, 5762942]
[paragraph, [533.0, 1176.0, 432.0, 18.0], wisjOt79II, 5762942]
[paragraph, [533.0, 1194.0, 432.0, 18.0], wisjOt79II, 5762942]
[paragraph, [533.0, 1212.0, 432.0, 18.0], wisjOt79II, 5762942]
[paragraph, [533.0, 1230.0, 432.0, 18.0], wisjOt79II, 5762942]
[paragraph, [536.0, 1264.0, 430.0, 18.0], AZk97GBE2l, 5762942]
[paragraph, [536.0, 1282.0, 430.0, 18.0], AZk97GBE2l, 5762942]
[paragraph, [536.0, 1300.0, 430.0, 18.0], AZk97GBE2l, 5762942]
[paragraph, [536.0, 1318.0, 430.0, 18.0], AZk97GBE2l, 5762942]
