[842, 596]
[paragraph, [87.0, 61.0, 462.0, 18.0], JnUFz0pf16, 5706758]
[sub-ordered-list, [92.0, 313.0, 455.0, 18.0], 0Gc307pro2, 5706758]
[sub-ordered-list, [92.0, 331.0, 455.0, 18.0], 0Gc307pro2, 5706758]
[sub-ordered-list, [92.0, 349.0, 455.0, 18.0], 0Gc307pro2, 5706758]
[sub-ordered-list, [92.0, 367.0, 455.0, 18.0], 0Gc307pro2, 5706758]
[sub-ordered-list, [92.0, 385.0, 455.0, 18.0], 0Gc307pro2, 5706758]
[sub-ordered-list, [92.0, 403.0, 455.0, 18.0], 0Gc307pro2, 5706758]
[sub-ordered-list, [92.0, 421.0, 455.0, 18.0], 0Gc307pro2, 5706758]
[sub-ordered-list, [92.0, 439.0, 455.0, 18.0], 0Gc307pro2, 5706758]
[sub-ordered-list, [92.0, 457.0, 455.0, 18.0], 0Gc307pro2, 5706758]
[sub-ordered-list, [92.0, 475.0, 455.0, 18.0], 0Gc307pro2, 5706758]
[sub-ordered-list, [80.0, 509.0, 462.0, 18.0], sY_qIXxYRW, 5706758]
[sub-ordered-list, [80.0, 527.0, 462.0, 18.0], sY_qIXxYRW, 5706758]
[sub-ordered-list, [80.0, 545.0, 462.0, 18.0], sY_qIXxYRW, 5706758]
[sub-ordered-list, [80.0, 563.0, 462.0, 18.0], sY_qIXxYRW, 5706758]
[sub-ordered-list, [80.0, 581.0, 462.0, 18.0], sY_qIXxYRW, 5706758]
[sub-ordered-list, [80.0, 599.0, 462.0, 18.0], sY_qIXxYRW, 5706758]
