[1818, 1374]
[folio, [458.0, 105.0, 450.0, 36.0], shoonya_0s5VBKEX5H21YG, 5682053]
[paragraph, [101.0, 822.0, 580.0, 36.0], shoonya_2sD9Y2N7322W66, 5682053]
[paragraph, [101.0, 858.0, 580.0, 36.0], shoonya_2sD9Y2N7322W66, 5682053]
[paragraph, [101.0, 894.0, 580.0, 36.0], shoonya_2sD9Y2N7322W66, 5682053]
[paragraph, [101.0, 930.0, 580.0, 36.0], shoonya_2sD9Y2N7322W66, 5682053]
[paragraph, [101.0, 966.0, 580.0, 36.0], shoonya_2sD9Y2N7322W66, 5682053]
[paragraph, [101.0, 1002.0, 580.0, 36.0], shoonya_2sD9Y2N7322W66, 5682053]
[paragraph, [101.0, 1038.0, 580.0, 36.0], shoonya_2sD9Y2N7322W66, 5682053]
[paragraph, [101.0, 1074.0, 580.0, 36.0], shoonya_2sD9Y2N7322W66, 5682053]
[paragraph, [101.0, 1110.0, 580.0, 36.0], shoonya_2sD9Y2N7322W66, 5682053]
[paragraph, [101.0, 1146.0, 580.0, 36.0], shoonya_2sD9Y2N7322W66, 5682053]
[paragraph, [101.0, 1182.0, 580.0, 36.0], shoonya_2sD9Y2N7322W66, 5682053]
[paragraph, [101.0, 1218.0, 580.0, 36.0], shoonya_2sD9Y2N7322W66, 5682053]
[paragraph, [101.0, 1254.0, 580.0, 36.0], shoonya_2sD9Y2N7322W66, 5682053]
[paragraph, [101.0, 1290.0, 580.0, 36.0], shoonya_2sD9Y2N7322W66, 5682053]
[paragraph, [101.0, 1326.0, 580.0, 36.0], shoonya_2sD9Y2N7322W66, 5682053]
[paragraph, [101.0, 1362.0, 580.0, 36.0], shoonya_2sD9Y2N7322W66, 5682053]
[paragraph, [101.0, 1398.0, 580.0, 36.0], shoonya_2sD9Y2N7322W66, 5682053]
[paragraph, [101.0, 1434.0, 580.0, 36.0], shoonya_2sD9Y2N7322W66, 5682053]
[paragraph, [101.0, 1470.0, 580.0, 36.0], shoonya_2sD9Y2N7322W66, 5682053]
[paragraph, [101.0, 1506.0, 580.0, 36.0], shoonya_2sD9Y2N7322W66, 5682053]
[paragraph, [101.0, 1542.0, 580.0, 36.0], shoonya_2sD9Y2N7322W66, 5682053]
[paragraph, [101.0, 1578.0, 580.0, 36.0], shoonya_2sD9Y2N7322W66, 5682053]
[paragraph, [101.0, 1614.0, 580.0, 36.0], shoonya_2sD9Y2N7322W66, 5682053]
[paragraph, [101.0, 1650.0, 580.0, 36.0], shoonya_2sD9Y2N7322W66, 5682053]
[paragraph, [706.0, 1368.0, 560.0, 36.0], shoonya_3s0YRKAM65E4A8, 5682053]
[paragraph, [706.0, 1404.0, 560.0, 36.0], shoonya_3s0YRKAM65E4A8, 5682053]
[paragraph, [706.0, 1440.0, 560.0, 36.0], shoonya_3s0YRKAM65E4A8, 5682053]
[paragraph, [706.0, 1476.0, 560.0, 36.0], shoonya_3s0YRKAM65E4A8, 5682053]
[paragraph, [706.0, 1512.0, 560.0, 36.0], shoonya_3s0YRKAM65E4A8, 5682053]
[paragraph, [706.0, 1548.0, 560.0, 36.0], shoonya_3s0YRKAM65E4A8, 5682053]
[paragraph, [706.0, 1584.0, 560.0, 36.0], shoonya_3s0YRKAM65E4A8, 5682053]
[paragraph, [706.0, 1620.0, 560.0, 36.0], shoonya_3s0YRKAM65E4A8, 5682053]
[paragraph, [706.0, 1656.0, 560.0, 36.0], shoonya_3s0YRKAM65E4A8, 5682053]
