[1650, 1275]
[folio, [167.0, 79.0, 135.0, 36.0], bMDAHtsAvc, 6472709]
[paragraph, [802.0, 1249.0, 259.0, 36.0], FuotZjtZBm, 6472709]
[paragraph, [802.0, 1285.0, 259.0, 36.0], FuotZjtZBm, 6472709]
[paragraph, [802.0, 1321.0, 259.0, 36.0], FuotZjtZBm, 6472709]
[paragraph, [802.0, 1357.0, 259.0, 36.0], FuotZjtZBm, 6472709]
[paragraph, [802.0, 1393.0, 259.0, 36.0], FuotZjtZBm, 6472709]
[paragraph, [479.0, 1101.0, 272.0, 36.0], 4lEQKvxI0I, 6472709]
[paragraph, [479.0, 1137.0, 272.0, 36.0], 4lEQKvxI0I, 6472709]
[paragraph, [479.0, 1173.0, 272.0, 36.0], 4lEQKvxI0I, 6472709]
[paragraph, [479.0, 1209.0, 272.0, 36.0], 4lEQKvxI0I, 6472709]
[paragraph, [479.0, 1245.0, 272.0, 36.0], 4lEQKvxI0I, 6472709]
[paragraph, [479.0, 1281.0, 272.0, 36.0], 4lEQKvxI0I, 6472709]
[paragraph, [479.0, 1317.0, 272.0, 36.0], 4lEQKvxI0I, 6472709]
[paragraph, [479.0, 1353.0, 272.0, 36.0], 4lEQKvxI0I, 6472709]
[paragraph, [479.0, 1389.0, 272.0, 36.0], 4lEQKvxI0I, 6472709]
[paragraph, [188.0, 1252.0, 273.0, 36.0], X5CWTDP76f, 6472709]
[paragraph, [188.0, 1288.0, 273.0, 36.0], X5CWTDP76f, 6472709]
[paragraph, [188.0, 1324.0, 273.0, 36.0], X5CWTDP76f, 6472709]
[paragraph, [188.0, 1360.0, 273.0, 36.0], X5CWTDP76f, 6472709]
