[2200, 1656]
[folio, [1428.0, 147.0, 108.0, 36.0], shoonya_17sYEXWWPJ6TV3, 5654466]
[paragraph, [1214.0, 1710.0, 315.0, 36.0], shoonya_28s33DE46XH4BL, 5654466]
[paragraph, [1214.0, 1746.0, 315.0, 36.0], shoonya_28s33DE46XH4BL, 5654466]
[paragraph, [1214.0, 1782.0, 315.0, 36.0], shoonya_28s33DE46XH4BL, 5654466]
[paragraph, [427.0, 1735.0, 352.0, 36.0], shoonya_14s5D12JQL6LZB, 5654466]
[paragraph, [427.0, 1771.0, 352.0, 36.0], shoonya_14s5D12JQL6LZB, 5654466]
[paragraph, [427.0, 1807.0, 352.0, 36.0], shoonya_14s5D12JQL6LZB, 5654466]
[paragraph, [427.0, 1843.0, 352.0, 36.0], shoonya_14s5D12JQL6LZB, 5654466]
[paragraph, [813.0, 1779.0, 330.0, 36.0], G0y1mhZrn_, 5654466]
[paragraph, [813.0, 1815.0, 330.0, 36.0], G0y1mhZrn_, 5654466]
[paragraph, [813.0, 1851.0, 330.0, 36.0], G0y1mhZrn_, 5654466]
[paragraph, [813.0, 1887.0, 330.0, 36.0], G0y1mhZrn_, 5654466]
[paragraph, [39.0, 1791.0, 329.0, 36.0], r99Eh_N2-t, 5654466]
[paragraph, [39.0, 1827.0, 329.0, 36.0], r99Eh_N2-t, 5654466]
[paragraph, [39.0, 1863.0, 329.0, 36.0], r99Eh_N2-t, 5654466]
[paragraph, [39.0, 1899.0, 329.0, 36.0], r99Eh_N2-t, 5654466]
[paragraph, [39.0, 1935.0, 329.0, 36.0], r99Eh_N2-t, 5654466]
[paragraph, [1209.0, 1862.0, 316.0, 36.0], RpBiJKXQqc, 5654466]
[paragraph, [1209.0, 1898.0, 316.0, 36.0], RpBiJKXQqc, 5654466]
[paragraph, [1209.0, 1934.0, 316.0, 36.0], RpBiJKXQqc, 5654466]
[paragraph, [1209.0, 1970.0, 316.0, 36.0], RpBiJKXQqc, 5654466]
[paragraph, [1209.0, 2006.0, 316.0, 36.0], RpBiJKXQqc, 5654466]
[paragraph, [431.0, 1931.0, 319.0, 36.0], shoonya_16sDUH0W9YV7PA, 5654466]
[paragraph, [431.0, 1967.0, 319.0, 36.0], shoonya_16sDUH0W9YV7PA, 5654466]
[paragraph, [431.0, 2003.0, 319.0, 36.0], shoonya_16sDUH0W9YV7PA, 5654466]
[paragraph, [431.0, 2039.0, 319.0, 36.0], shoonya_16sDUH0W9YV7PA, 5654466]
[paragraph, [820.0, 1958.0, 326.0, 36.0], v3kY7PbUT3, 5654466]
[paragraph, [820.0, 1994.0, 326.0, 36.0], v3kY7PbUT3, 5654466]
[paragraph, [820.0, 2030.0, 326.0, 36.0], v3kY7PbUT3, 5654466]
[paragraph, [19.0, 1976.0, 342.0, 36.0], UwA0EmsoWu, 5654466]
[paragraph, [19.0, 2012.0, 342.0, 36.0], UwA0EmsoWu, 5654466]
[paragraph, [19.0, 2048.0, 342.0, 36.0], UwA0EmsoWu, 5654466]
[folio, [715.0, 2102.0, 188.0, 36.0], mJoCdudXG3, 5654466]
