[1625, 1211]
[headline, [249.0, 84.0, 752.0, 37.5], shoonya_0sUHO28LBWD677, 5742204]
[paragraph, [57.0, 1183.0, 362.0, 36.0], 3ATiNWqB4M, 5742204]
[paragraph, [57.0, 1219.0, 362.0, 36.0], 3ATiNWqB4M, 5742204]
[paragraph, [57.0, 1255.0, 362.0, 36.0], 3ATiNWqB4M, 5742204]
[paragraph, [57.0, 1291.0, 362.0, 36.0], 3ATiNWqB4M, 5742204]
[paragraph, [57.0, 1327.0, 362.0, 36.0], 3ATiNWqB4M, 5742204]
[paragraph, [57.0, 1363.0, 362.0, 36.0], 3ATiNWqB4M, 5742204]
[paragraph, [57.0, 1399.0, 362.0, 36.0], 3ATiNWqB4M, 5742204]
[paragraph, [57.0, 1435.0, 362.0, 36.0], 3ATiNWqB4M, 5742204]
[paragraph, [787.0, 1268.0, 347.0, 36.0], tmwcIoHXmF, 5742204]
[paragraph, [787.0, 1304.0, 347.0, 36.0], tmwcIoHXmF, 5742204]
[paragraph, [787.0, 1340.0, 347.0, 36.0], tmwcIoHXmF, 5742204]
[paragraph, [777.0, 1404.0, 362.0, 36.0], C-hb2z5VX2, 5742204]
[paragraph, [777.0, 1440.0, 362.0, 36.0], C-hb2z5VX2, 5742204]
