[1625, 1211]
[headline, [80.0, 88.0, 1060.0, 37.5], shoonya_3sXA0C3Y5UHXWJ, 5742026]
[paragraph, [427.0, 555.0, 361.0, 36.0], Joj6WHQ2TK, 5742026]
[paragraph, [427.0, 591.0, 361.0, 36.0], Joj6WHQ2TK, 5742026]
[paragraph, [427.0, 627.0, 361.0, 36.0], Joj6WHQ2TK, 5742026]
[paragraph, [427.0, 663.0, 361.0, 36.0], Joj6WHQ2TK, 5742026]
[paragraph, [427.0, 699.0, 361.0, 36.0], Joj6WHQ2TK, 5742026]
[paragraph, [427.0, 735.0, 361.0, 36.0], Joj6WHQ2TK, 5742026]
[paragraph, [427.0, 771.0, 361.0, 36.0], Joj6WHQ2TK, 5742026]
[paragraph, [427.0, 807.0, 361.0, 36.0], Joj6WHQ2TK, 5742026]
[paragraph, [81.0, 660.0, 335.0, 36.0], shoonya_4sHCTZL8GCQSXT, 5742026]
[paragraph, [81.0, 696.0, 335.0, 36.0], shoonya_4sHCTZL8GCQSXT, 5742026]
[paragraph, [81.0, 732.0, 335.0, 36.0], shoonya_4sHCTZL8GCQSXT, 5742026]
[paragraph, [81.0, 768.0, 335.0, 36.0], shoonya_4sHCTZL8GCQSXT, 5742026]
[paragraph, [81.0, 804.0, 335.0, 36.0], shoonya_4sHCTZL8GCQSXT, 5742026]
[paragraph, [793.0, 667.0, 358.0, 36.0], shoonya_1s6O9UH1XUWU64, 5742026]
[paragraph, [793.0, 703.0, 358.0, 36.0], shoonya_1s6O9UH1XUWU64, 5742026]
[paragraph, [793.0, 739.0, 358.0, 36.0], shoonya_1s6O9UH1XUWU64, 5742026]
[paragraph, [793.0, 775.0, 358.0, 36.0], shoonya_1s6O9UH1XUWU64, 5742026]
[paragraph, [793.0, 811.0, 358.0, 36.0], shoonya_1s6O9UH1XUWU64, 5742026]
[paragraph, [793.0, 847.0, 358.0, 36.0], shoonya_1s6O9UH1XUWU64, 5742026]
[paragraph, [793.0, 883.0, 358.0, 36.0], shoonya_1s6O9UH1XUWU64, 5742026]
[paragraph, [793.0, 919.0, 358.0, 36.0], shoonya_1s6O9UH1XUWU64, 5742026]
[paragraph, [793.0, 955.0, 358.0, 36.0], shoonya_1s6O9UH1XUWU64, 5742026]
[paragraph, [793.0, 991.0, 358.0, 36.0], shoonya_1s6O9UH1XUWU64, 5742026]
[paragraph, [793.0, 1027.0, 358.0, 36.0], shoonya_1s6O9UH1XUWU64, 5742026]
[paragraph, [793.0, 1063.0, 358.0, 36.0], shoonya_1s6O9UH1XUWU64, 5742026]
[paragraph, [793.0, 1099.0, 358.0, 36.0], shoonya_1s6O9UH1XUWU64, 5742026]
[paragraph, [78.0, 863.0, 338.0, 36.0], vpsQTROexd, 5742026]
[paragraph, [78.0, 899.0, 338.0, 36.0], vpsQTROexd, 5742026]
[paragraph, [78.0, 935.0, 338.0, 36.0], vpsQTROexd, 5742026]
[paragraph, [78.0, 971.0, 338.0, 36.0], vpsQTROexd, 5742026]
[paragraph, [78.0, 1007.0, 338.0, 36.0], vpsQTROexd, 5742026]
[paragraph, [78.0, 1043.0, 338.0, 36.0], vpsQTROexd, 5742026]
[paragraph, [78.0, 1079.0, 338.0, 36.0], vpsQTROexd, 5742026]
[paragraph, [433.0, 869.0, 343.0, 36.0], iamAsoI_JN, 5742026]
[paragraph, [433.0, 905.0, 343.0, 36.0], iamAsoI_JN, 5742026]
[paragraph, [433.0, 941.0, 343.0, 36.0], iamAsoI_JN, 5742026]
[paragraph, [433.0, 977.0, 343.0, 36.0], iamAsoI_JN, 5742026]
[paragraph, [433.0, 1013.0, 343.0, 36.0], iamAsoI_JN, 5742026]
[paragraph, [433.0, 1049.0, 343.0, 36.0], iamAsoI_JN, 5742026]
[paragraph, [433.0, 1085.0, 343.0, 36.0], iamAsoI_JN, 5742026]
[section-title, [474.0, 1162.0, 290.0, 49.5], BSy5JQWQCp, 5742026]
[paragraph, [72.0, 1221.0, 343.0, 36.0], HtAyivw1VO, 5742026]
[paragraph, [72.0, 1257.0, 343.0, 36.0], HtAyivw1VO, 5742026]
[paragraph, [72.0, 1293.0, 343.0, 36.0], HtAyivw1VO, 5742026]
[paragraph, [72.0, 1329.0, 343.0, 36.0], HtAyivw1VO, 5742026]
[paragraph, [72.0, 1365.0, 343.0, 36.0], HtAyivw1VO, 5742026]
[paragraph, [72.0, 1401.0, 343.0, 36.0], HtAyivw1VO, 5742026]
[paragraph, [795.0, 1221.0, 350.0, 36.0], Ui0fj8MXlM, 5742026]
[paragraph, [795.0, 1257.0, 350.0, 36.0], Ui0fj8MXlM, 5742026]
[paragraph, [795.0, 1293.0, 350.0, 36.0], Ui0fj8MXlM, 5742026]
[paragraph, [795.0, 1329.0, 350.0, 36.0], Ui0fj8MXlM, 5742026]
[paragraph, [795.0, 1365.0, 350.0, 36.0], Ui0fj8MXlM, 5742026]
[paragraph, [795.0, 1401.0, 350.0, 36.0], Ui0fj8MXlM, 5742026]
[paragraph, [795.0, 1437.0, 350.0, 36.0], Ui0fj8MXlM, 5742026]
[paragraph, [432.0, 1224.0, 350.0, 36.0], RQXEVqxFOU, 5742026]
[paragraph, [432.0, 1260.0, 350.0, 36.0], RQXEVqxFOU, 5742026]
[paragraph, [432.0, 1296.0, 350.0, 36.0], RQXEVqxFOU, 5742026]
[paragraph, [427.0, 1358.0, 358.0, 36.0], fR6fJPU6Z_, 5742026]
[paragraph, [427.0, 1394.0, 358.0, 36.0], fR6fJPU6Z_, 5742026]
[paragraph, [427.0, 1430.0, 358.0, 36.0], fR6fJPU6Z_, 5742026]
[paragraph, [77.0, 1458.0, 346.0, 36.0], e8b_BB-2fw, 5742026]
[folio, [430.0, 1510.0, 465.0, 36.0], 6U6NDJknrT, 5742026]
[author, [65.0, 1514.0, 148.0, 36.0], TEamm5S6FY, 5742026]
