[2067, 1567]
[folio, [197.0, 191.0, 152.0, 36.0], hRO-Pa9cH0, 5735406]
[paragraph, [792.0, 1364.0, 579.0, 36.0], shoonya_0sNHB8LUP0UWL9, 5735406]
[paragraph, [792.0, 1400.0, 579.0, 36.0], shoonya_0sNHB8LUP0UWL9, 5735406]
[paragraph, [792.0, 1436.0, 579.0, 36.0], shoonya_0sNHB8LUP0UWL9, 5735406]
[paragraph, [792.0, 1472.0, 579.0, 36.0], shoonya_0sNHB8LUP0UWL9, 5735406]
[paragraph, [792.0, 1508.0, 579.0, 36.0], shoonya_0sNHB8LUP0UWL9, 5735406]
[paragraph, [792.0, 1544.0, 579.0, 36.0], shoonya_0sNHB8LUP0UWL9, 5735406]
[paragraph, [792.0, 1580.0, 579.0, 36.0], shoonya_0sNHB8LUP0UWL9, 5735406]
[paragraph, [792.0, 1616.0, 579.0, 36.0], shoonya_0sNHB8LUP0UWL9, 5735406]
[paragraph, [792.0, 1652.0, 579.0, 36.0], shoonya_0sNHB8LUP0UWL9, 5735406]
[paragraph, [792.0, 1688.0, 579.0, 36.0], shoonya_0sNHB8LUP0UWL9, 5735406]
[paragraph, [792.0, 1724.0, 579.0, 36.0], shoonya_0sNHB8LUP0UWL9, 5735406]
[paragraph, [792.0, 1760.0, 579.0, 36.0], shoonya_0sNHB8LUP0UWL9, 5735406]
[paragraph, [193.0, 1278.0, 575.0, 36.0], shoonya_2s3G3ADLA9P529, 5735406]
[paragraph, [193.0, 1314.0, 575.0, 36.0], shoonya_2s3G3ADLA9P529, 5735406]
[paragraph, [193.0, 1350.0, 575.0, 36.0], shoonya_2s3G3ADLA9P529, 5735406]
[paragraph, [193.0, 1386.0, 575.0, 36.0], shoonya_2s3G3ADLA9P529, 5735406]
[paragraph, [193.0, 1422.0, 575.0, 36.0], shoonya_2s3G3ADLA9P529, 5735406]
[paragraph, [193.0, 1458.0, 575.0, 36.0], shoonya_2s3G3ADLA9P529, 5735406]
[paragraph, [193.0, 1494.0, 575.0, 36.0], shoonya_2s3G3ADLA9P529, 5735406]
[paragraph, [193.0, 1530.0, 575.0, 36.0], shoonya_2s3G3ADLA9P529, 5735406]
[sidebar, [1416.0, 1302.0, 135.0, 36.0], shoonya_12sRUYAY4VY5SE, 5735406]
[paragraph, [191.0, 1584.0, 581.0, 36.0], shoonya_8sQZWZ0LNGOEQL, 5735406]
[paragraph, [191.0, 1620.0, 581.0, 36.0], shoonya_8sQZWZ0LNGOEQL, 5735406]
[paragraph, [191.0, 1656.0, 581.0, 36.0], shoonya_8sQZWZ0LNGOEQL, 5735406]
[paragraph, [191.0, 1692.0, 581.0, 36.0], shoonya_8sQZWZ0LNGOEQL, 5735406]
[author, [414.0, 1761.0, 356.0, 36.0], pvRcPf3LgH, 5735406]
[folio, [199.0, 1822.0, 219.0, 36.0], dPiyNZXvzc, 5735406]
