[2640, 2040]
[folio, [213.0, 119.0, 229.0, 46.5], mhP2jTz1Lf, 5693738]
[paragraph, [758.0, 1939.5, 509.0, 46.5], i3RQpZqwHW, 5693738]
[figure-caption, [191.0, 1955.0, 455.0, 46.5], jNFiSSlkPs, 5693738]
[paragraph, [756.0, 2031.0, 527.0, 46.5], HBMShkYEk3, 5693738]
[paragraph, [756.0, 2077.5, 527.0, 46.5], HBMShkYEk3, 5693738]
[paragraph, [756.0, 2124.0, 527.0, 46.5], HBMShkYEk3, 5693738]
[paragraph, [756.0, 2170.5, 527.0, 46.5], HBMShkYEk3, 5693738]
[paragraph, [756.0, 2217.0, 527.0, 46.5], HBMShkYEk3, 5693738]
[paragraph, [756.0, 2263.5, 527.0, 46.5], HBMShkYEk3, 5693738]
[paragraph, [756.0, 2310.0, 527.0, 46.5], HBMShkYEk3, 5693738]
[paragraph, [756.0, 2356.5, 527.0, 46.5], HBMShkYEk3, 5693738]
[paragraph, [756.0, 2403.0, 527.0, 46.5], HBMShkYEk3, 5693738]
[paragraph, [756.0, 2449.5, 527.0, 46.5], HBMShkYEk3, 5693738]
