[2230, 1704]
[paragraph, [135.0, 132.0, 776.0, 36.0], shoonya_1sMAM4SURB3QEQ, 5654526]
[paragraph, [933.0, 1423.0, 751.0, 36.0], shoonya_2sKAF0D4YUQMTP, 5654526]
[paragraph, [933.0, 1459.0, 751.0, 36.0], shoonya_2sKAF0D4YUQMTP, 5654526]
[paragraph, [933.0, 1495.0, 751.0, 36.0], shoonya_2sKAF0D4YUQMTP, 5654526]
[paragraph, [933.0, 1531.0, 751.0, 36.0], shoonya_2sKAF0D4YUQMTP, 5654526]
[paragraph, [933.0, 1567.0, 751.0, 36.0], shoonya_2sKAF0D4YUQMTP, 5654526]
[paragraph, [933.0, 1603.0, 751.0, 36.0], shoonya_2sKAF0D4YUQMTP, 5654526]
[paragraph, [933.0, 1639.0, 751.0, 36.0], shoonya_2sKAF0D4YUQMTP, 5654526]
[paragraph, [933.0, 1675.0, 751.0, 36.0], shoonya_2sKAF0D4YUQMTP, 5654526]
[paragraph, [933.0, 1711.0, 751.0, 36.0], shoonya_2sKAF0D4YUQMTP, 5654526]
[paragraph, [933.0, 1747.0, 751.0, 36.0], shoonya_2sKAF0D4YUQMTP, 5654526]
[paragraph, [933.0, 1783.0, 751.0, 36.0], shoonya_2sKAF0D4YUQMTP, 5654526]
[paragraph, [933.0, 1819.0, 751.0, 36.0], shoonya_2sKAF0D4YUQMTP, 5654526]
[paragraph, [933.0, 1855.0, 751.0, 36.0], shoonya_2sKAF0D4YUQMTP, 5654526]
[paragraph, [933.0, 1891.0, 751.0, 36.0], shoonya_2sKAF0D4YUQMTP, 5654526]
[paragraph, [933.0, 1927.0, 751.0, 36.0], shoonya_2sKAF0D4YUQMTP, 5654526]
[paragraph, [933.0, 1963.0, 751.0, 36.0], shoonya_2sKAF0D4YUQMTP, 5654526]
[paragraph, [933.0, 1999.0, 751.0, 36.0], shoonya_2sKAF0D4YUQMTP, 5654526]
[paragraph, [1093.0, 2060.0, 589.0, 36.0], shoonya_8s6EG5RC11Y9W4, 5654526]
[folio, [553.0, 2137.0, 643.0, 36.0], shoonya_7sUAOTJEC2WXU5, 5654526]
[folio, [553.0, 2173.0, 643.0, 36.0], shoonya_7sUAOTJEC2WXU5, 5654526]
