[1200, 825]
[paragraph, [139.0, 106.0, 541.0, 18.0], BuliEo52jo, 5691100]
[paragraph, [14542.0, 69378.0, 53746.0, 18.0], shoonya_0s6TLDCR6GRUJU, 5691100]
[paragraph, [14542.0, 69396.0, 53746.0, 18.0], shoonya_0s6TLDCR6GRUJU, 5691100]
[paragraph, [14542.0, 69414.0, 53746.0, 18.0], shoonya_0s6TLDCR6GRUJU, 5691100]
[paragraph, [14542.0, 69432.0, 53746.0, 18.0], shoonya_0s6TLDCR6GRUJU, 5691100]
[paragraph, [14542.0, 69450.0, 53746.0, 18.0], shoonya_0s6TLDCR6GRUJU, 5691100]
[paragraph, [14542.0, 69468.0, 53746.0, 18.0], shoonya_0s6TLDCR6GRUJU, 5691100]
[paragraph, [14542.0, 69486.0, 53746.0, 18.0], shoonya_0s6TLDCR6GRUJU, 5691100]
[paragraph, [14542.0, 69504.0, 53746.0, 18.0], shoonya_0s6TLDCR6GRUJU, 5691100]
[paragraph, [14542.0, 69522.0, 53746.0, 18.0], shoonya_0s6TLDCR6GRUJU, 5691100]
[paragraph, [14542.0, 69540.0, 53746.0, 18.0], shoonya_0s6TLDCR6GRUJU, 5691100]
[paragraph, [14542.0, 69558.0, 53746.0, 18.0], shoonya_0s6TLDCR6GRUJU, 5691100]
[paragraph, [14542.0, 69576.0, 53746.0, 18.0], shoonya_0s6TLDCR6GRUJU, 5691100]
[paragraph, [14542.0, 69594.0, 53746.0, 18.0], shoonya_0s6TLDCR6GRUJU, 5691100]
[paragraph, [14542.0, 69612.0, 53746.0, 18.0], shoonya_0s6TLDCR6GRUJU, 5691100]
[paragraph, [14542.0, 69630.0, 53746.0, 18.0], shoonya_0s6TLDCR6GRUJU, 5691100]
[paragraph, [14542.0, 69648.0, 53746.0, 18.0], shoonya_0s6TLDCR6GRUJU, 5691100]
[paragraph, [14542.0, 69666.0, 53746.0, 18.0], shoonya_0s6TLDCR6GRUJU, 5691100]
[paragraph, [14542.0, 69684.0, 53746.0, 18.0], shoonya_0s6TLDCR6GRUJU, 5691100]
[paragraph, [14542.0, 69702.0, 53746.0, 18.0], shoonya_0s6TLDCR6GRUJU, 5691100]
[paragraph, [14542.0, 69720.0, 53746.0, 18.0], shoonya_0s6TLDCR6GRUJU, 5691100]
[paragraph, [14542.0, 69738.0, 53746.0, 18.0], shoonya_0s6TLDCR6GRUJU, 5691100]
[paragraph, [14542.0, 69756.0, 53746.0, 18.0], shoonya_0s6TLDCR6GRUJU, 5691100]
[paragraph, [14542.0, 69774.0, 53746.0, 18.0], shoonya_0s6TLDCR6GRUJU, 5691100]
[paragraph, [14542.0, 69792.0, 53746.0, 18.0], shoonya_0s6TLDCR6GRUJU, 5691100]
[paragraph, [14542.0, 69810.0, 53746.0, 18.0], shoonya_0s6TLDCR6GRUJU, 5691100]
[paragraph, [14542.0, 69828.0, 53746.0, 18.0], shoonya_0s6TLDCR6GRUJU, 5691100]
[paragraph, [14542.0, 69846.0, 53746.0, 18.0], shoonya_0s6TLDCR6GRUJU, 5691100]
[paragraph, [14542.0, 69864.0, 53746.0, 18.0], shoonya_0s6TLDCR6GRUJU, 5691100]
[paragraph, [14542.0, 69882.0, 53746.0, 18.0], shoonya_0s6TLDCR6GRUJU, 5691100]
[paragraph, [14542.0, 69900.0, 53746.0, 18.0], shoonya_0s6TLDCR6GRUJU, 5691100]
[paragraph, [14542.0, 69918.0, 53746.0, 18.0], shoonya_0s6TLDCR6GRUJU, 5691100]
[paragraph, [14542.0, 69936.0, 53746.0, 18.0], shoonya_0s6TLDCR6GRUJU, 5691100]
[paragraph, [14542.0, 69954.0, 53746.0, 18.0], shoonya_0s6TLDCR6GRUJU, 5691100]
[paragraph, [14542.0, 69972.0, 53746.0, 18.0], shoonya_0s6TLDCR6GRUJU, 5691100]
[paragraph, [14542.0, 69990.0, 53746.0, 18.0], shoonya_0s6TLDCR6GRUJU, 5691100]
[paragraph, [14542.0, 70008.0, 53746.0, 18.0], shoonya_0s6TLDCR6GRUJU, 5691100]
[paragraph, [14542.0, 70026.0, 53746.0, 18.0], shoonya_0s6TLDCR6GRUJU, 5691100]
[paragraph, [14542.0, 70044.0, 53746.0, 18.0], shoonya_0s6TLDCR6GRUJU, 5691100]
[paragraph, [14542.0, 70062.0, 53746.0, 18.0], shoonya_0s6TLDCR6GRUJU, 5691100]
[paragraph, [14542.0, 70080.0, 53746.0, 18.0], shoonya_0s6TLDCR6GRUJU, 5691100]
[paragraph, [14542.0, 70098.0, 53746.0, 18.0], shoonya_0s6TLDCR6GRUJU, 5691100]
[paragraph, [14542.0, 70116.0, 53746.0, 18.0], shoonya_0s6TLDCR6GRUJU, 5691100]
[paragraph, [14542.0, 70134.0, 53746.0, 18.0], shoonya_0s6TLDCR6GRUJU, 5691100]
