[2640, 2040]
[folio, [1600.0, 122.0, 234.0, 46.5], 3iCtbz6OKn, 5694662]
[paragraph, [1320.0, 2218.0, 520.0, 46.5], shoonya_6sNX5NPIE59XFC, 5694662]
[paragraph, [1320.0, 2264.5, 520.0, 46.5], shoonya_6sNX5NPIE59XFC, 5694662]
[paragraph, [756.0, 2070.0, 511.0, 46.5], shoonya_7sJHKX5P70DEXC, 5694662]
[paragraph, [756.0, 2116.5, 511.0, 46.5], shoonya_7sJHKX5P70DEXC, 5694662]
[paragraph, [756.0, 2163.0, 511.0, 46.5], shoonya_7sJHKX5P70DEXC, 5694662]
[paragraph, [756.0, 2209.5, 511.0, 46.5], shoonya_7sJHKX5P70DEXC, 5694662]
[paragraph, [756.0, 2256.0, 511.0, 46.5], shoonya_7sJHKX5P70DEXC, 5694662]
[paragraph, [756.0, 2302.5, 511.0, 46.5], shoonya_7sJHKX5P70DEXC, 5694662]
[paragraph, [756.0, 2349.0, 511.0, 46.5], shoonya_7sJHKX5P70DEXC, 5694662]
[paragraph, [756.0, 2395.5, 511.0, 46.5], shoonya_7sJHKX5P70DEXC, 5694662]
[paragraph, [756.0, 2442.0, 511.0, 46.5], shoonya_7sJHKX5P70DEXC, 5694662]
[author, [1358.0, 2397.0, 498.0, 46.5], nV96DABMHg, 5694662]
