[1625, 1211]
[sub-section-title, [115.0, 177.0, 635.0, 36.0], jvkzoe_qOb, 5742676]
[paragraph, [791.0, 1098.0, 343.0, 36.0], shoonya_2s6F9QUIQBX7YS, 5742676]
[paragraph, [791.0, 1134.0, 343.0, 36.0], shoonya_2s6F9QUIQBX7YS, 5742676]
[paragraph, [791.0, 1170.0, 343.0, 36.0], shoonya_2s6F9QUIQBX7YS, 5742676]
[paragraph, [791.0, 1206.0, 343.0, 36.0], shoonya_2s6F9QUIQBX7YS, 5742676]
[paragraph, [69.0, 846.0, 352.0, 36.0], 0DYzxZjXM2, 5742676]
[paragraph, [69.0, 882.0, 352.0, 36.0], 0DYzxZjXM2, 5742676]
[paragraph, [69.0, 918.0, 352.0, 36.0], 0DYzxZjXM2, 5742676]
[paragraph, [69.0, 954.0, 352.0, 36.0], 0DYzxZjXM2, 5742676]
[paragraph, [69.0, 990.0, 352.0, 36.0], 0DYzxZjXM2, 5742676]
[paragraph, [69.0, 1026.0, 352.0, 36.0], 0DYzxZjXM2, 5742676]
[paragraph, [69.0, 1062.0, 352.0, 36.0], 0DYzxZjXM2, 5742676]
[paragraph, [69.0, 1098.0, 352.0, 36.0], 0DYzxZjXM2, 5742676]
[paragraph, [69.0, 1134.0, 352.0, 36.0], 0DYzxZjXM2, 5742676]
[paragraph, [69.0, 1170.0, 352.0, 36.0], 0DYzxZjXM2, 5742676]
[paragraph, [69.0, 1206.0, 352.0, 36.0], 0DYzxZjXM2, 5742676]
[paragraph, [69.0, 1242.0, 352.0, 36.0], 0DYzxZjXM2, 5742676]
[paragraph, [434.0, 937.0, 342.0, 36.0], Of4RpWWRc6, 5742676]
[paragraph, [434.0, 973.0, 342.0, 36.0], Of4RpWWRc6, 5742676]
[paragraph, [434.0, 1009.0, 342.0, 36.0], Of4RpWWRc6, 5742676]
[paragraph, [434.0, 1045.0, 342.0, 36.0], Of4RpWWRc6, 5742676]
[paragraph, [434.0, 1081.0, 342.0, 36.0], Of4RpWWRc6, 5742676]
[paragraph, [434.0, 1117.0, 342.0, 36.0], Of4RpWWRc6, 5742676]
[paragraph, [434.0, 1153.0, 342.0, 36.0], Of4RpWWRc6, 5742676]
[paragraph, [434.0, 1189.0, 342.0, 36.0], Of4RpWWRc6, 5742676]
[paragraph, [434.0, 1225.0, 342.0, 36.0], Of4RpWWRc6, 5742676]
[paragraph, [434.0, 1261.0, 342.0, 36.0], Of4RpWWRc6, 5742676]
[paragraph, [434.0, 1297.0, 342.0, 36.0], Of4RpWWRc6, 5742676]
[paragraph, [434.0, 1333.0, 342.0, 36.0], Of4RpWWRc6, 5742676]
[paragraph, [796.0, 1271.0, 336.0, 36.0], shoonya_0sQWUSL0N6HUFR, 5742676]
[paragraph, [796.0, 1307.0, 336.0, 36.0], shoonya_0sQWUSL0N6HUFR, 5742676]
[paragraph, [796.0, 1343.0, 336.0, 36.0], shoonya_0sQWUSL0N6HUFR, 5742676]
[paragraph, [796.0, 1379.0, 336.0, 36.0], shoonya_0sQWUSL0N6HUFR, 5742676]
[paragraph, [796.0, 1415.0, 336.0, 36.0], shoonya_0sQWUSL0N6HUFR, 5742676]
[paragraph, [69.0, 1306.0, 348.0, 36.0], iv1khPnZEF, 5742676]
[paragraph, [69.0, 1342.0, 348.0, 36.0], iv1khPnZEF, 5742676]
[paragraph, [69.0, 1378.0, 348.0, 36.0], iv1khPnZEF, 5742676]
[paragraph, [69.0, 1414.0, 348.0, 36.0], iv1khPnZEF, 5742676]
[paragraph, [440.0, 1408.0, 336.0, 36.0], zJf9GTkTbA, 5742676]
[footnote, [749.0, 1579.0, 382.0, 36.0], lSxpLGZCdO, 5742676]
