[2339, 1653]
[folio, [233.0, 329.0, 288.0, 36.0], 4_JMb2vfBW, 5736058]
[paragraph, [232.0, 798.0, 581.0, 36.0], shoonya_3sMQXT8X9K1DJ4, 5736058]
[paragraph, [232.0, 834.0, 581.0, 36.0], shoonya_3sMQXT8X9K1DJ4, 5736058]
[paragraph, [232.0, 870.0, 581.0, 36.0], shoonya_3sMQXT8X9K1DJ4, 5736058]
[paragraph, [232.0, 906.0, 581.0, 36.0], shoonya_3sMQXT8X9K1DJ4, 5736058]
[paragraph, [232.0, 942.0, 581.0, 36.0], shoonya_3sMQXT8X9K1DJ4, 5736058]
[paragraph, [232.0, 978.0, 581.0, 36.0], shoonya_3sMQXT8X9K1DJ4, 5736058]
[paragraph, [232.0, 1014.0, 581.0, 36.0], shoonya_3sMQXT8X9K1DJ4, 5736058]
[paragraph, [232.0, 1050.0, 581.0, 36.0], shoonya_3sMQXT8X9K1DJ4, 5736058]
[paragraph, [232.0, 1086.0, 581.0, 36.0], shoonya_3sMQXT8X9K1DJ4, 5736058]
[paragraph, [232.0, 1122.0, 581.0, 36.0], shoonya_3sMQXT8X9K1DJ4, 5736058]
[paragraph, [232.0, 1158.0, 581.0, 36.0], shoonya_3sMQXT8X9K1DJ4, 5736058]
[paragraph, [232.0, 1194.0, 581.0, 36.0], shoonya_3sMQXT8X9K1DJ4, 5736058]
[paragraph, [232.0, 1230.0, 581.0, 36.0], shoonya_3sMQXT8X9K1DJ4, 5736058]
[paragraph, [232.0, 1266.0, 581.0, 36.0], shoonya_3sMQXT8X9K1DJ4, 5736058]
[paragraph, [232.0, 1302.0, 581.0, 36.0], shoonya_3sMQXT8X9K1DJ4, 5736058]
[paragraph, [232.0, 1338.0, 581.0, 36.0], shoonya_3sMQXT8X9K1DJ4, 5736058]
[paragraph, [232.0, 1374.0, 581.0, 36.0], shoonya_3sMQXT8X9K1DJ4, 5736058]
[paragraph, [232.0, 1410.0, 581.0, 36.0], shoonya_3sMQXT8X9K1DJ4, 5736058]
[paragraph, [232.0, 1446.0, 581.0, 36.0], shoonya_3sMQXT8X9K1DJ4, 5736058]
[paragraph, [232.0, 1482.0, 581.0, 36.0], shoonya_3sMQXT8X9K1DJ4, 5736058]
[paragraph, [833.0, 1186.0, 579.0, 36.0], w3MgKpCt_9, 5736058]
[paragraph, [833.0, 1222.0, 579.0, 36.0], w3MgKpCt_9, 5736058]
[paragraph, [833.0, 1258.0, 579.0, 36.0], w3MgKpCt_9, 5736058]
[paragraph, [833.0, 1294.0, 579.0, 36.0], w3MgKpCt_9, 5736058]
[paragraph, [833.0, 1330.0, 579.0, 36.0], w3MgKpCt_9, 5736058]
[paragraph, [833.0, 1366.0, 579.0, 36.0], w3MgKpCt_9, 5736058]
[paragraph, [833.0, 1402.0, 579.0, 36.0], w3MgKpCt_9, 5736058]
[paragraph, [833.0, 1438.0, 579.0, 36.0], w3MgKpCt_9, 5736058]
[paragraph, [833.0, 1474.0, 579.0, 36.0], w3MgKpCt_9, 5736058]
[paragraph, [833.0, 1510.0, 579.0, 36.0], w3MgKpCt_9, 5736058]
[paragraph, [833.0, 1546.0, 579.0, 36.0], w3MgKpCt_9, 5736058]
[paragraph, [833.0, 1582.0, 579.0, 36.0], w3MgKpCt_9, 5736058]
[paragraph, [237.0, 1544.0, 581.0, 36.0], oj_Wv1gXSE, 5736058]
[paragraph, [237.0, 1580.0, 581.0, 36.0], oj_Wv1gXSE, 5736058]
[paragraph, [237.0, 1616.0, 581.0, 36.0], oj_Wv1gXSE, 5736058]
[paragraph, [237.0, 1652.0, 581.0, 36.0], oj_Wv1gXSE, 5736058]
[paragraph, [237.0, 1688.0, 581.0, 36.0], oj_Wv1gXSE, 5736058]
[paragraph, [237.0, 1724.0, 581.0, 36.0], oj_Wv1gXSE, 5736058]
[paragraph, [237.0, 1760.0, 581.0, 36.0], oj_Wv1gXSE, 5736058]
[paragraph, [237.0, 1796.0, 581.0, 36.0], oj_Wv1gXSE, 5736058]
[paragraph, [237.0, 1832.0, 581.0, 36.0], oj_Wv1gXSE, 5736058]
[paragraph, [237.0, 1868.0, 581.0, 36.0], oj_Wv1gXSE, 5736058]
[paragraph, [237.0, 1904.0, 581.0, 36.0], oj_Wv1gXSE, 5736058]
[paragraph, [833.0, 1631.0, 585.0, 36.0], zDHFvKCMkx, 5736058]
[paragraph, [833.0, 1667.0, 585.0, 36.0], zDHFvKCMkx, 5736058]
[paragraph, [833.0, 1703.0, 585.0, 36.0], zDHFvKCMkx, 5736058]
[paragraph, [833.0, 1739.0, 585.0, 36.0], zDHFvKCMkx, 5736058]
[paragraph, [833.0, 1775.0, 585.0, 36.0], zDHFvKCMkx, 5736058]
[paragraph, [833.0, 1811.0, 585.0, 36.0], zDHFvKCMkx, 5736058]
[paragraph, [833.0, 1847.0, 585.0, 36.0], zDHFvKCMkx, 5736058]
[paragraph, [833.0, 1883.0, 585.0, 36.0], zDHFvKCMkx, 5736058]
[folio, [1183.0, 1964.0, 230.0, 36.0], shoonya_7s7SVO82WAJ1C7, 5736058]
