[1492, 1000]
[folio, [409.0, 156.0, 203.0, 18.0], shoonya_2s6ZZ0IKULZGXK, 5720870]
[paragraph, [149.0, 839.0, 732.0, 18.0], shoonya_0sUL20G49QFM9W, 5720870]
[paragraph, [149.0, 857.0, 732.0, 18.0], shoonya_0sUL20G49QFM9W, 5720870]
[paragraph, [149.0, 875.0, 732.0, 18.0], shoonya_0sUL20G49QFM9W, 5720870]
[paragraph, [149.0, 893.0, 732.0, 18.0], shoonya_0sUL20G49QFM9W, 5720870]
[paragraph, [149.0, 911.0, 732.0, 18.0], shoonya_0sUL20G49QFM9W, 5720870]
[paragraph, [149.0, 929.0, 732.0, 18.0], shoonya_0sUL20G49QFM9W, 5720870]
[paragraph, [149.0, 947.0, 732.0, 18.0], shoonya_0sUL20G49QFM9W, 5720870]
[paragraph, [149.0, 965.0, 732.0, 18.0], shoonya_0sUL20G49QFM9W, 5720870]
[paragraph, [149.0, 983.0, 732.0, 18.0], shoonya_0sUL20G49QFM9W, 5720870]
[paragraph, [149.0, 1001.0, 732.0, 18.0], shoonya_0sUL20G49QFM9W, 5720870]
[paragraph, [149.0, 1019.0, 732.0, 18.0], shoonya_0sUL20G49QFM9W, 5720870]
[paragraph, [149.0, 1037.0, 732.0, 18.0], shoonya_0sUL20G49QFM9W, 5720870]
[paragraph, [149.0, 1055.0, 732.0, 18.0], shoonya_0sUL20G49QFM9W, 5720870]
[paragraph, [149.0, 1073.0, 732.0, 18.0], shoonya_0sUL20G49QFM9W, 5720870]
[paragraph, [149.0, 1091.0, 732.0, 18.0], shoonya_0sUL20G49QFM9W, 5720870]
[paragraph, [149.0, 1109.0, 732.0, 18.0], shoonya_0sUL20G49QFM9W, 5720870]
[paragraph, [149.0, 1127.0, 732.0, 18.0], shoonya_0sUL20G49QFM9W, 5720870]
[paragraph, [149.0, 1155.0, 728.0, 18.0], kEk5q7FfQl, 5720870]
[paragraph, [149.0, 1173.0, 728.0, 18.0], kEk5q7FfQl, 5720870]
[paragraph, [149.0, 1191.0, 728.0, 18.0], kEk5q7FfQl, 5720870]
[paragraph, [149.0, 1209.0, 728.0, 18.0], kEk5q7FfQl, 5720870]
[paragraph, [149.0, 1227.0, 728.0, 18.0], kEk5q7FfQl, 5720870]
[paragraph, [149.0, 1245.0, 728.0, 18.0], kEk5q7FfQl, 5720870]
[paragraph, [149.0, 1263.0, 728.0, 18.0], kEk5q7FfQl, 5720870]
[paragraph, [149.0, 1281.0, 728.0, 18.0], kEk5q7FfQl, 5720870]
