[1755, 1240]
[headline, [442.0, 223.0, 404.0, 37.5], shoonya_9s4DCJBN2VJIEU, 6471524]
[paragraph, [816.0, 472.0, 356.0, 36.0], W6uPmLMkjy, 6471524]
[paragraph, [816.0, 508.0, 356.0, 36.0], W6uPmLMkjy, 6471524]
[paragraph, [816.0, 544.0, 356.0, 36.0], W6uPmLMkjy, 6471524]
[paragraph, [816.0, 580.0, 356.0, 36.0], W6uPmLMkjy, 6471524]
[paragraph, [816.0, 616.0, 356.0, 36.0], W6uPmLMkjy, 6471524]
[paragraph, [816.0, 652.0, 356.0, 36.0], W6uPmLMkjy, 6471524]
[paragraph, [816.0, 688.0, 356.0, 36.0], W6uPmLMkjy, 6471524]
[paragraph, [816.0, 724.0, 356.0, 36.0], W6uPmLMkjy, 6471524]
[paragraph, [816.0, 760.0, 356.0, 36.0], W6uPmLMkjy, 6471524]
[paragraph, [816.0, 796.0, 356.0, 36.0], W6uPmLMkjy, 6471524]
[paragraph, [816.0, 832.0, 356.0, 36.0], W6uPmLMkjy, 6471524]
[paragraph, [816.0, 868.0, 356.0, 36.0], W6uPmLMkjy, 6471524]
[paragraph, [816.0, 904.0, 356.0, 36.0], W6uPmLMkjy, 6471524]
[paragraph, [816.0, 940.0, 356.0, 36.0], W6uPmLMkjy, 6471524]
[paragraph, [816.0, 976.0, 356.0, 36.0], W6uPmLMkjy, 6471524]
[paragraph, [439.0, 967.0, 360.0, 36.0], shoonya_8sAN5QKOUYX5PT, 6471524]
[paragraph, [439.0, 1003.0, 360.0, 36.0], shoonya_8sAN5QKOUYX5PT, 6471524]
[paragraph, [439.0, 1039.0, 360.0, 36.0], shoonya_8sAN5QKOUYX5PT, 6471524]
[paragraph, [439.0, 1075.0, 360.0, 36.0], shoonya_8sAN5QKOUYX5PT, 6471524]
[paragraph, [64.0, 999.0, 361.0, 36.0], shoonya_2sS0CILJ78VFRZ, 6471524]
[paragraph, [64.0, 1035.0, 361.0, 36.0], shoonya_2sS0CILJ78VFRZ, 6471524]
[paragraph, [64.0, 1071.0, 361.0, 36.0], shoonya_2sS0CILJ78VFRZ, 6471524]
[paragraph, [64.0, 1107.0, 361.0, 36.0], shoonya_2sS0CILJ78VFRZ, 6471524]
[paragraph, [64.0, 1143.0, 361.0, 36.0], shoonya_2sS0CILJ78VFRZ, 6471524]
[paragraph, [64.0, 1179.0, 361.0, 36.0], shoonya_2sS0CILJ78VFRZ, 6471524]
[paragraph, [64.0, 1215.0, 361.0, 36.0], shoonya_2sS0CILJ78VFRZ, 6471524]
[paragraph, [64.0, 1251.0, 361.0, 36.0], shoonya_2sS0CILJ78VFRZ, 6471524]
[paragraph, [64.0, 1287.0, 361.0, 36.0], shoonya_2sS0CILJ78VFRZ, 6471524]
[paragraph, [64.0, 1323.0, 361.0, 36.0], shoonya_2sS0CILJ78VFRZ, 6471524]
[paragraph, [815.0, 1031.0, 358.0, 36.0], Gfd78Uy3Wj, 6471524]
[paragraph, [815.0, 1067.0, 358.0, 36.0], Gfd78Uy3Wj, 6471524]
[paragraph, [815.0, 1103.0, 358.0, 36.0], Gfd78Uy3Wj, 6471524]
[paragraph, [815.0, 1139.0, 358.0, 36.0], Gfd78Uy3Wj, 6471524]
[paragraph, [815.0, 1175.0, 358.0, 36.0], Gfd78Uy3Wj, 6471524]
[paragraph, [815.0, 1211.0, 358.0, 36.0], Gfd78Uy3Wj, 6471524]
[paragraph, [815.0, 1247.0, 358.0, 36.0], Gfd78Uy3Wj, 6471524]
[paragraph, [440.0, 1126.0, 359.0, 36.0], GiOQkST_In, 6471524]
[paragraph, [440.0, 1162.0, 359.0, 36.0], GiOQkST_In, 6471524]
[paragraph, [440.0, 1198.0, 359.0, 36.0], GiOQkST_In, 6471524]
[paragraph, [440.0, 1234.0, 359.0, 36.0], GiOQkST_In, 6471524]
[paragraph, [440.0, 1270.0, 359.0, 36.0], GiOQkST_In, 6471524]
[paragraph, [440.0, 1306.0, 359.0, 36.0], GiOQkST_In, 6471524]
[paragraph, [440.0, 1342.0, 359.0, 36.0], GiOQkST_In, 6471524]
[paragraph, [440.0, 1378.0, 359.0, 36.0], GiOQkST_In, 6471524]
[paragraph, [440.0, 1414.0, 359.0, 36.0], GiOQkST_In, 6471524]
[paragraph, [440.0, 1450.0, 359.0, 36.0], GiOQkST_In, 6471524]
[paragraph, [440.0, 1486.0, 359.0, 36.0], GiOQkST_In, 6471524]
[paragraph, [440.0, 1522.0, 359.0, 36.0], GiOQkST_In, 6471524]
[paragraph, [440.0, 1558.0, 359.0, 36.0], GiOQkST_In, 6471524]
[paragraph, [816.0, 1282.0, 358.0, 36.0], AGavX_Hu_p, 6471524]
[paragraph, [816.0, 1318.0, 358.0, 36.0], AGavX_Hu_p, 6471524]
[paragraph, [816.0, 1354.0, 358.0, 36.0], AGavX_Hu_p, 6471524]
[paragraph, [816.0, 1390.0, 358.0, 36.0], AGavX_Hu_p, 6471524]
[paragraph, [816.0, 1426.0, 358.0, 36.0], AGavX_Hu_p, 6471524]
[paragraph, [816.0, 1462.0, 358.0, 36.0], AGavX_Hu_p, 6471524]
[paragraph, [816.0, 1498.0, 358.0, 36.0], AGavX_Hu_p, 6471524]
[paragraph, [816.0, 1534.0, 358.0, 36.0], AGavX_Hu_p, 6471524]
[paragraph, [61.0, 1376.0, 359.0, 36.0], shoonya_4sZYC9JSCLN98Y, 6471524]
[paragraph, [61.0, 1412.0, 359.0, 36.0], shoonya_4sZYC9JSCLN98Y, 6471524]
[paragraph, [61.0, 1448.0, 359.0, 36.0], shoonya_4sZYC9JSCLN98Y, 6471524]
[paragraph, [61.0, 1484.0, 359.0, 36.0], shoonya_4sZYC9JSCLN98Y, 6471524]
[paragraph, [61.0, 1520.0, 359.0, 36.0], shoonya_4sZYC9JSCLN98Y, 6471524]
[paragraph, [61.0, 1556.0, 359.0, 36.0], shoonya_4sZYC9JSCLN98Y, 6471524]
[folio, [71.0, 1601.0, 255.0, 36.0], DervocLzxl, 6471524]
