[1387, 987]
[paragraph, [63.0, 69.0, 843.0, 18.0], shoonya_0s7EZ5U1ZSLFAW, 5652935]
[paragraph, [41.0, 739.0, 863.0, 18.0], moat2WRkvr, 5652935]
[paragraph, [41.0, 757.0, 863.0, 18.0], moat2WRkvr, 5652935]
[paragraph, [41.0, 775.0, 863.0, 18.0], moat2WRkvr, 5652935]
[paragraph, [41.0, 793.0, 863.0, 18.0], moat2WRkvr, 5652935]
[paragraph, [32.0, 822.0, 916.0, 18.0], vZi1lnUrAA, 5652935]
[paragraph, [32.0, 840.0, 916.0, 18.0], vZi1lnUrAA, 5652935]
[paragraph, [32.0, 858.0, 916.0, 18.0], vZi1lnUrAA, 5652935]
[paragraph, [32.0, 876.0, 916.0, 18.0], vZi1lnUrAA, 5652935]
[paragraph, [32.0, 894.0, 916.0, 18.0], vZi1lnUrAA, 5652935]
[paragraph, [32.0, 912.0, 916.0, 18.0], vZi1lnUrAA, 5652935]
[paragraph, [32.0, 930.0, 916.0, 18.0], vZi1lnUrAA, 5652935]
[paragraph, [32.0, 948.0, 916.0, 18.0], vZi1lnUrAA, 5652935]
[paragraph, [32.0, 966.0, 916.0, 18.0], vZi1lnUrAA, 5652935]
[paragraph, [32.0, 984.0, 916.0, 18.0], vZi1lnUrAA, 5652935]
[paragraph, [32.0, 1002.0, 916.0, 18.0], vZi1lnUrAA, 5652935]
[paragraph, [32.0, 1020.0, 916.0, 18.0], vZi1lnUrAA, 5652935]
[paragraph, [32.0, 1038.0, 916.0, 18.0], vZi1lnUrAA, 5652935]
[paragraph, [32.0, 1056.0, 916.0, 18.0], vZi1lnUrAA, 5652935]
[paragraph, [32.0, 1074.0, 916.0, 18.0], vZi1lnUrAA, 5652935]
[paragraph, [32.0, 1092.0, 916.0, 18.0], vZi1lnUrAA, 5652935]
[paragraph, [32.0, 1110.0, 916.0, 18.0], vZi1lnUrAA, 5652935]
[paragraph, [32.0, 1128.0, 916.0, 18.0], vZi1lnUrAA, 5652935]
[paragraph, [32.0, 1146.0, 916.0, 18.0], vZi1lnUrAA, 5652935]
[paragraph, [32.0, 1164.0, 916.0, 18.0], vZi1lnUrAA, 5652935]
[paragraph, [32.0, 1182.0, 916.0, 18.0], vZi1lnUrAA, 5652935]
[paragraph, [32.0, 1200.0, 916.0, 18.0], vZi1lnUrAA, 5652935]
[paragraph, [32.0, 1218.0, 916.0, 18.0], vZi1lnUrAA, 5652935]
[paragraph, [32.0, 1236.0, 916.0, 18.0], vZi1lnUrAA, 5652935]
[paragraph, [32.0, 1254.0, 916.0, 18.0], vZi1lnUrAA, 5652935]
[paragraph, [32.0, 1272.0, 916.0, 18.0], vZi1lnUrAA, 5652935]
[paragraph, [32.0, 1290.0, 916.0, 18.0], vZi1lnUrAA, 5652935]
[paragraph, [32.0, 1308.0, 916.0, 18.0], vZi1lnUrAA, 5652935]
[paragraph, [32.0, 1326.0, 916.0, 18.0], vZi1lnUrAA, 5652935]
