[3508, 2481]
[ordered-list, [220.0, 90.0, 2083.0, 52.5], UdPqFCwY2v, 6490935]
[ordered-list, [220.0, 2242.5, 2083.0, 52.5], UdPqFCwY2v, 6490935]
[ordered-list, [220.0, 2295.0, 2083.0, 52.5], UdPqFCwY2v, 6490935]
[ordered-list, [220.0, 2347.5, 2083.0, 52.5], UdPqFCwY2v, 6490935]
[ordered-list, [220.0, 2400.0, 2083.0, 52.5], UdPqFCwY2v, 6490935]
[unordered-list, [289.0, 310.0, 1983.0, 52.5], shoonya_0sQPKFC12X7GXJ, 6490935]
[unordered-list, [289.0, 362.5, 1983.0, 52.5], shoonya_0sQPKFC12X7GXJ, 6490935]
[unordered-list, [289.0, 415.0, 1983.0, 52.5], shoonya_0sQPKFC12X7GXJ, 6490935]
[unordered-list, [289.0, 467.5, 1983.0, 52.5], shoonya_0sQPKFC12X7GXJ, 6490935]
[unordered-list, [289.0, 520.0, 1983.0, 52.5], shoonya_0sQPKFC12X7GXJ, 6490935]
[unordered-list, [289.0, 572.5, 1983.0, 52.5], shoonya_0sQPKFC12X7GXJ, 6490935]
[unordered-list, [289.0, 625.0, 1983.0, 52.5], shoonya_0sQPKFC12X7GXJ, 6490935]
[unordered-list, [289.0, 677.5, 1983.0, 52.5], shoonya_0sQPKFC12X7GXJ, 6490935]
[unordered-list, [289.0, 730.0, 1983.0, 52.5], shoonya_0sQPKFC12X7GXJ, 6490935]
[unordered-list, [289.0, 782.5, 1983.0, 52.5], shoonya_0sQPKFC12X7GXJ, 6490935]
[unordered-list, [289.0, 835.0, 1983.0, 52.5], shoonya_0sQPKFC12X7GXJ, 6490935]
[unordered-list, [289.0, 887.5, 1983.0, 52.5], shoonya_0sQPKFC12X7GXJ, 6490935]
[unordered-list, [289.0, 940.0, 1983.0, 52.5], shoonya_0sQPKFC12X7GXJ, 6490935]
[footnote, [2003.0, 2587.0, 260.0, 52.5], qFtQotm_56, 6490935]
[footnote, [2003.0, 2639.5, 260.0, 52.5], qFtQotm_56, 6490935]
[footnote, [2003.0, 2692.0, 260.0, 52.5], qFtQotm_56, 6490935]
[contact-info, [1804.0, 2761.0, 468.0, 52.5], y8ICEwipGH, 6490935]
[contact-info, [1804.0, 2813.5, 468.0, 52.5], y8ICEwipGH, 6490935]
[contact-info, [1770.0, 3269.0, 489.0, 52.5], 1u_EOOUemY, 6490935]
