[2339, 1654]
[folio, [1324.0, 70.0, 246.0, 36.0], dT-vTxK4_z, 5751233]
[paragraph, [133.0, 1641.0, 1448.0, 36.0], shoonya_0sIX42AKFCKPLU, 5751233]
[paragraph, [133.0, 1677.0, 1448.0, 36.0], shoonya_0sIX42AKFCKPLU, 5751233]
[paragraph, [133.0, 1713.0, 1448.0, 36.0], shoonya_0sIX42AKFCKPLU, 5751233]
[paragraph, [133.0, 1749.0, 1448.0, 36.0], shoonya_0sIX42AKFCKPLU, 5751233]
[paragraph, [133.0, 1785.0, 1448.0, 36.0], shoonya_0sIX42AKFCKPLU, 5751233]
[paragraph, [133.0, 1821.0, 1448.0, 36.0], shoonya_0sIX42AKFCKPLU, 5751233]
[paragraph, [133.0, 1857.0, 1448.0, 36.0], shoonya_0sIX42AKFCKPLU, 5751233]
[paragraph, [133.0, 1893.0, 1448.0, 36.0], shoonya_0sIX42AKFCKPLU, 5751233]
[paragraph, [133.0, 1929.0, 1448.0, 36.0], shoonya_0sIX42AKFCKPLU, 5751233]
[paragraph, [133.0, 1965.0, 1448.0, 36.0], shoonya_0sIX42AKFCKPLU, 5751233]
[paragraph, [133.0, 2001.0, 1448.0, 36.0], shoonya_0sIX42AKFCKPLU, 5751233]
[paragraph, [133.0, 2037.0, 1448.0, 36.0], shoonya_0sIX42AKFCKPLU, 5751233]
[paragraph, [133.0, 2073.0, 1448.0, 36.0], shoonya_0sIX42AKFCKPLU, 5751233]
[paragraph, [133.0, 2109.0, 1448.0, 36.0], shoonya_0sIX42AKFCKPLU, 5751233]
[paragraph, [133.0, 2145.0, 1448.0, 36.0], shoonya_0sIX42AKFCKPLU, 5751233]
[paragraph, [133.0, 2181.0, 1448.0, 36.0], shoonya_0sIX42AKFCKPLU, 5751233]
[paragraph, [133.0, 2217.0, 1448.0, 36.0], shoonya_0sIX42AKFCKPLU, 5751233]
