[1320, 1176]
[folio, [64.0, 53.0, 166.0, 18.0], shoonya_2sDF8A7C3BEPKD, 5694691]
[paragraph, [762.0, 904.0, 324.0, 18.0], shoonya_1s04CWALVK6DF1, 5694691]
[paragraph, [762.0, 922.0, 324.0, 18.0], shoonya_1s04CWALVK6DF1, 5694691]
[paragraph, [762.0, 940.0, 324.0, 18.0], shoonya_1s04CWALVK6DF1, 5694691]
[paragraph, [762.0, 958.0, 324.0, 18.0], shoonya_1s04CWALVK6DF1, 5694691]
[paragraph, [762.0, 976.0, 324.0, 18.0], shoonya_1s04CWALVK6DF1, 5694691]
[paragraph, [762.0, 994.0, 324.0, 18.0], shoonya_1s04CWALVK6DF1, 5694691]
[paragraph, [762.0, 1012.0, 324.0, 18.0], shoonya_1s04CWALVK6DF1, 5694691]
[paragraph, [762.0, 1030.0, 324.0, 18.0], shoonya_1s04CWALVK6DF1, 5694691]
[paragraph, [762.0, 1048.0, 324.0, 18.0], shoonya_1s04CWALVK6DF1, 5694691]
[paragraph, [762.0, 1066.0, 324.0, 18.0], shoonya_1s04CWALVK6DF1, 5694691]
[paragraph, [762.0, 1084.0, 324.0, 18.0], shoonya_1s04CWALVK6DF1, 5694691]
[paragraph, [762.0, 1102.0, 324.0, 18.0], shoonya_1s04CWALVK6DF1, 5694691]
[paragraph, [762.0, 1120.0, 324.0, 18.0], shoonya_1s04CWALVK6DF1, 5694691]
[paragraph, [762.0, 1138.0, 324.0, 18.0], shoonya_1s04CWALVK6DF1, 5694691]
[paragraph, [762.0, 1156.0, 324.0, 18.0], shoonya_1s04CWALVK6DF1, 5694691]
[paragraph, [762.0, 1174.0, 324.0, 18.0], shoonya_1s04CWALVK6DF1, 5694691]
[paragraph, [762.0, 1192.0, 324.0, 18.0], shoonya_1s04CWALVK6DF1, 5694691]
[paragraph, [762.0, 1210.0, 324.0, 18.0], shoonya_1s04CWALVK6DF1, 5694691]
[paragraph, [762.0, 1228.0, 324.0, 18.0], shoonya_1s04CWALVK6DF1, 5694691]
[paragraph, [75.0, 367.0, 326.0, 18.0], shoonya_4sEPBWQHVQJ4BQ, 5694691]
[paragraph, [75.0, 385.0, 326.0, 18.0], shoonya_4sEPBWQHVQJ4BQ, 5694691]
[paragraph, [75.0, 403.0, 326.0, 18.0], shoonya_4sEPBWQHVQJ4BQ, 5694691]
[paragraph, [75.0, 421.0, 326.0, 18.0], shoonya_4sEPBWQHVQJ4BQ, 5694691]
[paragraph, [75.0, 439.0, 326.0, 18.0], shoonya_4sEPBWQHVQJ4BQ, 5694691]
[paragraph, [75.0, 457.0, 326.0, 18.0], shoonya_4sEPBWQHVQJ4BQ, 5694691]
[paragraph, [75.0, 475.0, 326.0, 18.0], shoonya_4sEPBWQHVQJ4BQ, 5694691]
[paragraph, [75.0, 493.0, 326.0, 18.0], shoonya_4sEPBWQHVQJ4BQ, 5694691]
[paragraph, [75.0, 511.0, 326.0, 18.0], shoonya_4sEPBWQHVQJ4BQ, 5694691]
[paragraph, [75.0, 529.0, 326.0, 18.0], shoonya_4sEPBWQHVQJ4BQ, 5694691]
[paragraph, [75.0, 547.0, 326.0, 18.0], shoonya_4sEPBWQHVQJ4BQ, 5694691]
[paragraph, [75.0, 565.0, 326.0, 18.0], shoonya_4sEPBWQHVQJ4BQ, 5694691]
[paragraph, [75.0, 583.0, 326.0, 18.0], shoonya_4sEPBWQHVQJ4BQ, 5694691]
[paragraph, [75.0, 601.0, 326.0, 18.0], shoonya_4sEPBWQHVQJ4BQ, 5694691]
[paragraph, [75.0, 619.0, 326.0, 18.0], shoonya_4sEPBWQHVQJ4BQ, 5694691]
[paragraph, [75.0, 637.0, 326.0, 18.0], shoonya_4sEPBWQHVQJ4BQ, 5694691]
[paragraph, [75.0, 655.0, 326.0, 18.0], shoonya_4sEPBWQHVQJ4BQ, 5694691]
[paragraph, [414.0, 486.0, 347.0, 18.0], shoonya_0s5J39PZBA1V7K, 5694691]
[paragraph, [414.0, 504.0, 347.0, 18.0], shoonya_0s5J39PZBA1V7K, 5694691]
[paragraph, [414.0, 522.0, 347.0, 18.0], shoonya_0s5J39PZBA1V7K, 5694691]
[paragraph, [414.0, 540.0, 347.0, 18.0], shoonya_0s5J39PZBA1V7K, 5694691]
[paragraph, [414.0, 558.0, 347.0, 18.0], shoonya_0s5J39PZBA1V7K, 5694691]
[paragraph, [414.0, 576.0, 347.0, 18.0], shoonya_0s5J39PZBA1V7K, 5694691]
[paragraph, [414.0, 594.0, 347.0, 18.0], shoonya_0s5J39PZBA1V7K, 5694691]
[paragraph, [414.0, 612.0, 347.0, 18.0], shoonya_0s5J39PZBA1V7K, 5694691]
[paragraph, [414.0, 630.0, 347.0, 18.0], shoonya_0s5J39PZBA1V7K, 5694691]
[paragraph, [414.0, 648.0, 347.0, 18.0], shoonya_0s5J39PZBA1V7K, 5694691]
[paragraph, [414.0, 666.0, 347.0, 18.0], shoonya_0s5J39PZBA1V7K, 5694691]
[paragraph, [414.0, 684.0, 347.0, 18.0], shoonya_0s5J39PZBA1V7K, 5694691]
[paragraph, [414.0, 702.0, 347.0, 18.0], shoonya_0s5J39PZBA1V7K, 5694691]
[paragraph, [414.0, 720.0, 347.0, 18.0], shoonya_0s5J39PZBA1V7K, 5694691]
[paragraph, [414.0, 738.0, 347.0, 18.0], shoonya_0s5J39PZBA1V7K, 5694691]
[paragraph, [414.0, 756.0, 347.0, 18.0], shoonya_0s5J39PZBA1V7K, 5694691]
[paragraph, [414.0, 774.0, 347.0, 18.0], shoonya_0s5J39PZBA1V7K, 5694691]
[paragraph, [414.0, 792.0, 347.0, 18.0], shoonya_0s5J39PZBA1V7K, 5694691]
[paragraph, [78.0, 682.0, 320.0, 18.0], shoonya_6sK8NZMZ76ISIH, 5694691]
[paragraph, [78.0, 700.0, 320.0, 18.0], shoonya_6sK8NZMZ76ISIH, 5694691]
[paragraph, [78.0, 718.0, 320.0, 18.0], shoonya_6sK8NZMZ76ISIH, 5694691]
[paragraph, [78.0, 736.0, 320.0, 18.0], shoonya_6sK8NZMZ76ISIH, 5694691]
[paragraph, [70.0, 799.0, 335.0, 18.0], 6UQn0wAx0e, 5694691]
[paragraph, [70.0, 817.0, 335.0, 18.0], 6UQn0wAx0e, 5694691]
[paragraph, [70.0, 835.0, 335.0, 18.0], 6UQn0wAx0e, 5694691]
[paragraph, [70.0, 853.0, 335.0, 18.0], 6UQn0wAx0e, 5694691]
[paragraph, [70.0, 871.0, 335.0, 18.0], 6UQn0wAx0e, 5694691]
[paragraph, [70.0, 889.0, 335.0, 18.0], 6UQn0wAx0e, 5694691]
[paragraph, [70.0, 907.0, 335.0, 18.0], 6UQn0wAx0e, 5694691]
[paragraph, [70.0, 925.0, 335.0, 18.0], 6UQn0wAx0e, 5694691]
[paragraph, [70.0, 943.0, 335.0, 18.0], 6UQn0wAx0e, 5694691]
[paragraph, [70.0, 961.0, 335.0, 18.0], 6UQn0wAx0e, 5694691]
[paragraph, [70.0, 979.0, 335.0, 18.0], 6UQn0wAx0e, 5694691]
[paragraph, [70.0, 997.0, 335.0, 18.0], 6UQn0wAx0e, 5694691]
[paragraph, [70.0, 1015.0, 335.0, 18.0], 6UQn0wAx0e, 5694691]
[paragraph, [70.0, 1033.0, 335.0, 18.0], 6UQn0wAx0e, 5694691]
[paragraph, [70.0, 1051.0, 335.0, 18.0], 6UQn0wAx0e, 5694691]
[paragraph, [410.0, 825.0, 344.0, 18.0], sBA4gOXSpU, 5694691]
[paragraph, [410.0, 843.0, 344.0, 18.0], sBA4gOXSpU, 5694691]
[paragraph, [410.0, 861.0, 344.0, 18.0], sBA4gOXSpU, 5694691]
[paragraph, [410.0, 879.0, 344.0, 18.0], sBA4gOXSpU, 5694691]
[paragraph, [410.0, 897.0, 344.0, 18.0], sBA4gOXSpU, 5694691]
[paragraph, [410.0, 915.0, 344.0, 18.0], sBA4gOXSpU, 5694691]
[paragraph, [410.0, 933.0, 344.0, 18.0], sBA4gOXSpU, 5694691]
[paragraph, [410.0, 951.0, 344.0, 18.0], sBA4gOXSpU, 5694691]
[paragraph, [410.0, 969.0, 344.0, 18.0], sBA4gOXSpU, 5694691]
[paragraph, [407.0, 988.0, 351.0, 18.0], pvU7mzQISz, 5694691]
[paragraph, [407.0, 1006.0, 351.0, 18.0], pvU7mzQISz, 5694691]
[paragraph, [407.0, 1024.0, 351.0, 18.0], pvU7mzQISz, 5694691]
[paragraph, [407.0, 1042.0, 351.0, 18.0], pvU7mzQISz, 5694691]
[paragraph, [407.0, 1060.0, 351.0, 18.0], pvU7mzQISz, 5694691]
[paragraph, [407.0, 1078.0, 351.0, 18.0], pvU7mzQISz, 5694691]
[paragraph, [407.0, 1096.0, 351.0, 18.0], pvU7mzQISz, 5694691]
[paragraph, [407.0, 1114.0, 351.0, 18.0], pvU7mzQISz, 5694691]
[paragraph, [407.0, 1132.0, 351.0, 18.0], pvU7mzQISz, 5694691]
[paragraph, [407.0, 1150.0, 351.0, 18.0], pvU7mzQISz, 5694691]
[paragraph, [407.0, 1168.0, 351.0, 18.0], pvU7mzQISz, 5694691]
[paragraph, [407.0, 1186.0, 351.0, 18.0], pvU7mzQISz, 5694691]
[paragraph, [407.0, 1204.0, 351.0, 18.0], pvU7mzQISz, 5694691]
[paragraph, [407.0, 1222.0, 351.0, 18.0], pvU7mzQISz, 5694691]
[paragraph, [51.0, 1088.0, 360.0, 18.0], JYrsUeiPX-, 5694691]
[paragraph, [51.0, 1106.0, 360.0, 18.0], JYrsUeiPX-, 5694691]
[paragraph, [51.0, 1124.0, 360.0, 18.0], JYrsUeiPX-, 5694691]
[paragraph, [51.0, 1142.0, 360.0, 18.0], JYrsUeiPX-, 5694691]
[paragraph, [51.0, 1160.0, 360.0, 18.0], JYrsUeiPX-, 5694691]
[paragraph, [51.0, 1178.0, 360.0, 18.0], JYrsUeiPX-, 5694691]
[paragraph, [51.0, 1196.0, 360.0, 18.0], JYrsUeiPX-, 5694691]
[paragraph, [51.0, 1214.0, 360.0, 18.0], JYrsUeiPX-, 5694691]
[paragraph, [51.0, 1232.0, 360.0, 18.0], JYrsUeiPX-, 5694691]
