[1387, 987]
[paragraph, [63.0, 89.0, 833.0, 18.0], shoonya_0sXV9UCKNFD1TU, 5652394]
[paragraph, [63.0, 827.0, 833.0, 18.0], shoonya_0sXV9UCKNFD1TU, 5652394]
[paragraph, [63.0, 845.0, 833.0, 18.0], shoonya_0sXV9UCKNFD1TU, 5652394]
[paragraph, [63.0, 863.0, 833.0, 18.0], shoonya_0sXV9UCKNFD1TU, 5652394]
[paragraph, [63.0, 881.0, 833.0, 18.0], shoonya_0sXV9UCKNFD1TU, 5652394]
[paragraph, [63.0, 899.0, 833.0, 18.0], shoonya_0sXV9UCKNFD1TU, 5652394]
[paragraph, [63.0, 917.0, 833.0, 18.0], shoonya_0sXV9UCKNFD1TU, 5652394]
[paragraph, [63.0, 935.0, 833.0, 18.0], shoonya_0sXV9UCKNFD1TU, 5652394]
[paragraph, [63.0, 953.0, 833.0, 18.0], shoonya_0sXV9UCKNFD1TU, 5652394]
[paragraph, [63.0, 971.0, 833.0, 18.0], shoonya_0sXV9UCKNFD1TU, 5652394]
[paragraph, [63.0, 989.0, 833.0, 18.0], shoonya_0sXV9UCKNFD1TU, 5652394]
[paragraph, [63.0, 1007.0, 833.0, 18.0], shoonya_0sXV9UCKNFD1TU, 5652394]
[paragraph, [61.0, 1035.0, 832.0, 18.0], LzTYocNMaF, 5652394]
[paragraph, [61.0, 1053.0, 832.0, 18.0], LzTYocNMaF, 5652394]
[paragraph, [61.0, 1071.0, 832.0, 18.0], LzTYocNMaF, 5652394]
[paragraph, [61.0, 1089.0, 832.0, 18.0], LzTYocNMaF, 5652394]
[paragraph, [61.0, 1107.0, 832.0, 18.0], LzTYocNMaF, 5652394]
[paragraph, [61.0, 1125.0, 832.0, 18.0], LzTYocNMaF, 5652394]
[paragraph, [61.0, 1143.0, 832.0, 18.0], LzTYocNMaF, 5652394]
[paragraph, [61.0, 1161.0, 832.0, 18.0], LzTYocNMaF, 5652394]
[paragraph, [61.0, 1179.0, 832.0, 18.0], LzTYocNMaF, 5652394]
[paragraph, [61.0, 1197.0, 832.0, 18.0], LzTYocNMaF, 5652394]
[paragraph, [61.0, 1215.0, 832.0, 18.0], LzTYocNMaF, 5652394]
[paragraph, [61.0, 1233.0, 832.0, 18.0], LzTYocNMaF, 5652394]
[paragraph, [61.0, 1251.0, 832.0, 18.0], LzTYocNMaF, 5652394]
