[1388, 886]
[folio, [440.0, 72.0, 57.0, 18.0], LBSOjcIWMn, 5742566]
[paragraph, [37.0, 510.0, 398.0, 18.0], ncRvOE3w3b, 5742566]
[paragraph, [37.0, 528.0, 398.0, 18.0], ncRvOE3w3b, 5742566]
[paragraph, [37.0, 546.0, 398.0, 18.0], ncRvOE3w3b, 5742566]
[paragraph, [37.0, 564.0, 398.0, 18.0], ncRvOE3w3b, 5742566]
[paragraph, [37.0, 582.0, 398.0, 18.0], ncRvOE3w3b, 5742566]
[paragraph, [37.0, 600.0, 398.0, 18.0], ncRvOE3w3b, 5742566]
[paragraph, [37.0, 618.0, 398.0, 18.0], ncRvOE3w3b, 5742566]
[paragraph, [37.0, 636.0, 398.0, 18.0], ncRvOE3w3b, 5742566]
[paragraph, [37.0, 654.0, 398.0, 18.0], ncRvOE3w3b, 5742566]
[paragraph, [37.0, 672.0, 398.0, 18.0], ncRvOE3w3b, 5742566]
[paragraph, [37.0, 690.0, 398.0, 18.0], ncRvOE3w3b, 5742566]
[paragraph, [37.0, 708.0, 398.0, 18.0], ncRvOE3w3b, 5742566]
[paragraph, [37.0, 726.0, 398.0, 18.0], ncRvOE3w3b, 5742566]
[paragraph, [37.0, 744.0, 398.0, 18.0], ncRvOE3w3b, 5742566]
[paragraph, [37.0, 762.0, 398.0, 18.0], ncRvOE3w3b, 5742566]
[paragraph, [37.0, 780.0, 398.0, 18.0], ncRvOE3w3b, 5742566]
[paragraph, [37.0, 798.0, 398.0, 18.0], ncRvOE3w3b, 5742566]
[paragraph, [37.0, 816.0, 398.0, 18.0], ncRvOE3w3b, 5742566]
[paragraph, [37.0, 834.0, 398.0, 18.0], ncRvOE3w3b, 5742566]
[paragraph, [37.0, 852.0, 398.0, 18.0], ncRvOE3w3b, 5742566]
[paragraph, [37.0, 870.0, 398.0, 18.0], ncRvOE3w3b, 5742566]
[paragraph, [37.0, 888.0, 398.0, 18.0], ncRvOE3w3b, 5742566]
[paragraph, [37.0, 906.0, 398.0, 18.0], ncRvOE3w3b, 5742566]
[paragraph, [37.0, 924.0, 398.0, 18.0], ncRvOE3w3b, 5742566]
[paragraph, [37.0, 942.0, 398.0, 18.0], ncRvOE3w3b, 5742566]
[paragraph, [37.0, 960.0, 398.0, 18.0], ncRvOE3w3b, 5742566]
[paragraph, [37.0, 978.0, 398.0, 18.0], ncRvOE3w3b, 5742566]
[paragraph, [37.0, 996.0, 398.0, 18.0], ncRvOE3w3b, 5742566]
[paragraph, [37.0, 1014.0, 398.0, 18.0], ncRvOE3w3b, 5742566]
[paragraph, [37.0, 1032.0, 398.0, 18.0], ncRvOE3w3b, 5742566]
[paragraph, [37.0, 1050.0, 398.0, 18.0], ncRvOE3w3b, 5742566]
[paragraph, [37.0, 1068.0, 398.0, 18.0], ncRvOE3w3b, 5742566]
[paragraph, [37.0, 1086.0, 398.0, 18.0], ncRvOE3w3b, 5742566]
[paragraph, [37.0, 1104.0, 398.0, 18.0], ncRvOE3w3b, 5742566]
[paragraph, [37.0, 1122.0, 398.0, 18.0], ncRvOE3w3b, 5742566]
[paragraph, [37.0, 1140.0, 398.0, 18.0], ncRvOE3w3b, 5742566]
[paragraph, [37.0, 1158.0, 398.0, 18.0], ncRvOE3w3b, 5742566]
[paragraph, [37.0, 1176.0, 398.0, 18.0], ncRvOE3w3b, 5742566]
[paragraph, [37.0, 1194.0, 398.0, 18.0], ncRvOE3w3b, 5742566]
[paragraph, [37.0, 1212.0, 398.0, 18.0], ncRvOE3w3b, 5742566]
[paragraph, [37.0, 1230.0, 398.0, 18.0], ncRvOE3w3b, 5742566]
[paragraph, [37.0, 1248.0, 398.0, 18.0], ncRvOE3w3b, 5742566]
[paragraph, [37.0, 1266.0, 398.0, 18.0], ncRvOE3w3b, 5742566]
[paragraph, [37.0, 1284.0, 398.0, 18.0], ncRvOE3w3b, 5742566]
[footnote, [564.0, 1348.0, 267.0, 18.0], -h35wG_S4P, 5742566]
