[1806, 1262]
[folio, [617.0, 102.0, 479.0, 36.0], shoonya_0s9KZ4O6UJ3Y18, 5681215]
[paragraph, [656.0, 574.0, 509.0, 36.0], R_YcGjXhYc, 5681215]
[paragraph, [656.0, 610.0, 509.0, 36.0], R_YcGjXhYc, 5681215]
[paragraph, [656.0, 646.0, 509.0, 36.0], R_YcGjXhYc, 5681215]
[paragraph, [656.0, 682.0, 509.0, 36.0], R_YcGjXhYc, 5681215]
[paragraph, [656.0, 718.0, 509.0, 36.0], R_YcGjXhYc, 5681215]
[paragraph, [656.0, 754.0, 509.0, 36.0], R_YcGjXhYc, 5681215]
[paragraph, [656.0, 790.0, 509.0, 36.0], R_YcGjXhYc, 5681215]
[paragraph, [656.0, 837.0, 508.0, 36.0], H3nA74u0pa, 5681215]
[paragraph, [656.0, 873.0, 508.0, 36.0], H3nA74u0pa, 5681215]
[paragraph, [656.0, 909.0, 508.0, 36.0], H3nA74u0pa, 5681215]
[paragraph, [656.0, 945.0, 508.0, 36.0], H3nA74u0pa, 5681215]
[paragraph, [656.0, 981.0, 508.0, 36.0], H3nA74u0pa, 5681215]
[paragraph, [656.0, 1017.0, 508.0, 36.0], H3nA74u0pa, 5681215]
[paragraph, [656.0, 1053.0, 508.0, 36.0], H3nA74u0pa, 5681215]
[paragraph, [656.0, 1089.0, 508.0, 36.0], H3nA74u0pa, 5681215]
[paragraph, [656.0, 1125.0, 508.0, 36.0], H3nA74u0pa, 5681215]
[paragraph, [656.0, 1161.0, 508.0, 36.0], H3nA74u0pa, 5681215]
[paragraph, [656.0, 1197.0, 508.0, 36.0], H3nA74u0pa, 5681215]
[paragraph, [656.0, 1233.0, 508.0, 36.0], H3nA74u0pa, 5681215]
[paragraph, [656.0, 1269.0, 508.0, 36.0], H3nA74u0pa, 5681215]
[paragraph, [656.0, 1305.0, 508.0, 36.0], H3nA74u0pa, 5681215]
[paragraph, [656.0, 1341.0, 508.0, 36.0], H3nA74u0pa, 5681215]
[paragraph, [656.0, 1377.0, 508.0, 36.0], H3nA74u0pa, 5681215]
[paragraph, [656.0, 1413.0, 508.0, 36.0], H3nA74u0pa, 5681215]
[paragraph, [656.0, 1449.0, 508.0, 36.0], H3nA74u0pa, 5681215]
[paragraph, [656.0, 1485.0, 508.0, 36.0], H3nA74u0pa, 5681215]
[paragraph, [656.0, 1521.0, 508.0, 36.0], H3nA74u0pa, 5681215]
[paragraph, [656.0, 1557.0, 508.0, 36.0], H3nA74u0pa, 5681215]
[paragraph, [656.0, 1593.0, 508.0, 36.0], H3nA74u0pa, 5681215]
[paragraph, [656.0, 1629.0, 508.0, 36.0], H3nA74u0pa, 5681215]
[paragraph, [656.0, 1665.0, 508.0, 36.0], H3nA74u0pa, 5681215]
[paragraph, [96.0, 908.0, 502.0, 36.0], shoonya_4s8T6RXLHV9JEW, 5681215]
[paragraph, [96.0, 944.0, 502.0, 36.0], shoonya_4s8T6RXLHV9JEW, 5681215]
[paragraph, [96.0, 980.0, 502.0, 36.0], shoonya_4s8T6RXLHV9JEW, 5681215]
[paragraph, [97.0, 1056.0, 498.0, 36.0], qphPxTgeKX, 5681215]
[paragraph, [97.0, 1092.0, 498.0, 36.0], qphPxTgeKX, 5681215]
[paragraph, [97.0, 1128.0, 498.0, 36.0], qphPxTgeKX, 5681215]
[paragraph, [97.0, 1164.0, 498.0, 36.0], qphPxTgeKX, 5681215]
[paragraph, [97.0, 1200.0, 498.0, 36.0], qphPxTgeKX, 5681215]
[paragraph, [97.0, 1236.0, 498.0, 36.0], qphPxTgeKX, 5681215]
[paragraph, [97.0, 1272.0, 498.0, 36.0], qphPxTgeKX, 5681215]
[paragraph, [97.0, 1308.0, 498.0, 36.0], qphPxTgeKX, 5681215]
[paragraph, [97.0, 1344.0, 498.0, 36.0], qphPxTgeKX, 5681215]
[paragraph, [97.0, 1380.0, 498.0, 36.0], qphPxTgeKX, 5681215]
[paragraph, [97.0, 1416.0, 498.0, 36.0], qphPxTgeKX, 5681215]
[paragraph, [97.0, 1452.0, 498.0, 36.0], qphPxTgeKX, 5681215]
[paragraph, [97.0, 1488.0, 498.0, 36.0], qphPxTgeKX, 5681215]
[paragraph, [97.0, 1524.0, 498.0, 36.0], qphPxTgeKX, 5681215]
[paragraph, [94.0, 1597.0, 501.0, 36.0], SXNCq31Mm0, 5681215]
[paragraph, [94.0, 1633.0, 501.0, 36.0], SXNCq31Mm0, 5681215]
[paragraph, [94.0, 1669.0, 501.0, 36.0], SXNCq31Mm0, 5681215]
