[1320, 1176]
[folio, [961.0, 54.0, 149.0, 18.0], zm1Nw-W2-L, 5693894]
[paragraph, [82.0, 792.0, 320.0, 18.0], v5cK1cZPZS, 5693894]
[paragraph, [82.0, 810.0, 320.0, 18.0], v5cK1cZPZS, 5693894]
[paragraph, [82.0, 828.0, 320.0, 18.0], v5cK1cZPZS, 5693894]
[paragraph, [82.0, 846.0, 320.0, 18.0], v5cK1cZPZS, 5693894]
[paragraph, [82.0, 864.0, 320.0, 18.0], v5cK1cZPZS, 5693894]
[paragraph, [82.0, 882.0, 320.0, 18.0], v5cK1cZPZS, 5693894]
[paragraph, [82.0, 900.0, 320.0, 18.0], v5cK1cZPZS, 5693894]
[paragraph, [82.0, 918.0, 320.0, 18.0], v5cK1cZPZS, 5693894]
[paragraph, [82.0, 936.0, 320.0, 18.0], v5cK1cZPZS, 5693894]
[paragraph, [82.0, 954.0, 320.0, 18.0], v5cK1cZPZS, 5693894]
[paragraph, [82.0, 972.0, 320.0, 18.0], v5cK1cZPZS, 5693894]
[paragraph, [82.0, 990.0, 320.0, 18.0], v5cK1cZPZS, 5693894]
[paragraph, [769.0, 465.0, 325.0, 18.0], qJsedV-Bbb, 5693894]
[paragraph, [769.0, 483.0, 325.0, 18.0], qJsedV-Bbb, 5693894]
[paragraph, [769.0, 501.0, 325.0, 18.0], qJsedV-Bbb, 5693894]
[paragraph, [769.0, 519.0, 325.0, 18.0], qJsedV-Bbb, 5693894]
[paragraph, [769.0, 537.0, 325.0, 18.0], qJsedV-Bbb, 5693894]
[paragraph, [769.0, 555.0, 325.0, 18.0], qJsedV-Bbb, 5693894]
[paragraph, [769.0, 573.0, 325.0, 18.0], qJsedV-Bbb, 5693894]
[paragraph, [769.0, 591.0, 325.0, 18.0], qJsedV-Bbb, 5693894]
[paragraph, [769.0, 609.0, 325.0, 18.0], qJsedV-Bbb, 5693894]
[paragraph, [769.0, 627.0, 325.0, 18.0], qJsedV-Bbb, 5693894]
[paragraph, [769.0, 645.0, 325.0, 18.0], qJsedV-Bbb, 5693894]
[paragraph, [769.0, 663.0, 325.0, 18.0], qJsedV-Bbb, 5693894]
[paragraph, [769.0, 681.0, 325.0, 18.0], qJsedV-Bbb, 5693894]
[paragraph, [769.0, 699.0, 325.0, 18.0], qJsedV-Bbb, 5693894]
[paragraph, [769.0, 717.0, 325.0, 18.0], qJsedV-Bbb, 5693894]
[paragraph, [769.0, 735.0, 325.0, 18.0], qJsedV-Bbb, 5693894]
[paragraph, [769.0, 753.0, 325.0, 18.0], qJsedV-Bbb, 5693894]
[paragraph, [769.0, 771.0, 325.0, 18.0], qJsedV-Bbb, 5693894]
[paragraph, [769.0, 789.0, 325.0, 18.0], qJsedV-Bbb, 5693894]
[paragraph, [769.0, 807.0, 325.0, 18.0], qJsedV-Bbb, 5693894]
[paragraph, [79.0, 1051.0, 325.0, 18.0], IrkFk-HxLI, 5693894]
[paragraph, [79.0, 1069.0, 325.0, 18.0], IrkFk-HxLI, 5693894]
[paragraph, [79.0, 1087.0, 325.0, 18.0], IrkFk-HxLI, 5693894]
[paragraph, [79.0, 1105.0, 325.0, 18.0], IrkFk-HxLI, 5693894]
[paragraph, [79.0, 1123.0, 325.0, 18.0], IrkFk-HxLI, 5693894]
[paragraph, [79.0, 1141.0, 325.0, 18.0], IrkFk-HxLI, 5693894]
[paragraph, [79.0, 1159.0, 325.0, 18.0], IrkFk-HxLI, 5693894]
[paragraph, [79.0, 1177.0, 325.0, 18.0], IrkFk-HxLI, 5693894]
[paragraph, [79.0, 1195.0, 325.0, 18.0], IrkFk-HxLI, 5693894]
[paragraph, [79.0, 1213.0, 325.0, 18.0], IrkFk-HxLI, 5693894]
[paragraph, [79.0, 1231.0, 325.0, 18.0], IrkFk-HxLI, 5693894]
