[2339, 1656]
[paragraph, [806.0, 91.0, 714.0, 36.0], shoonya_6sSGSMFRGM4TM8, 5749732]
[paragraph, [831.0, 1759.0, 705.0, 36.0], shoonya_2sRWA9X5I4FGSA, 5749732]
[paragraph, [831.0, 1795.0, 705.0, 36.0], shoonya_2sRWA9X5I4FGSA, 5749732]
[paragraph, [831.0, 1831.0, 705.0, 36.0], shoonya_2sRWA9X5I4FGSA, 5749732]
[paragraph, [831.0, 1867.0, 705.0, 36.0], shoonya_2sRWA9X5I4FGSA, 5749732]
[paragraph, [831.0, 1903.0, 705.0, 36.0], shoonya_2sRWA9X5I4FGSA, 5749732]
[paragraph, [831.0, 1939.0, 705.0, 36.0], shoonya_2sRWA9X5I4FGSA, 5749732]
[paragraph, [831.0, 1975.0, 705.0, 36.0], shoonya_2sRWA9X5I4FGSA, 5749732]
[paragraph, [831.0, 2011.0, 705.0, 36.0], shoonya_2sRWA9X5I4FGSA, 5749732]
[paragraph, [91.0, 1708.0, 707.0, 36.0], shoonya_4sU1ZNTUU2BM9L, 5749732]
[paragraph, [91.0, 1744.0, 707.0, 36.0], shoonya_4sU1ZNTUU2BM9L, 5749732]
[paragraph, [91.0, 1780.0, 707.0, 36.0], shoonya_4sU1ZNTUU2BM9L, 5749732]
[paragraph, [91.0, 1816.0, 707.0, 36.0], shoonya_4sU1ZNTUU2BM9L, 5749732]
[paragraph, [91.0, 1852.0, 707.0, 36.0], shoonya_4sU1ZNTUU2BM9L, 5749732]
[paragraph, [91.0, 1888.0, 707.0, 36.0], shoonya_4sU1ZNTUU2BM9L, 5749732]
[paragraph, [91.0, 1924.0, 707.0, 36.0], shoonya_4sU1ZNTUU2BM9L, 5749732]
[paragraph, [91.0, 1960.0, 707.0, 36.0], shoonya_4sU1ZNTUU2BM9L, 5749732]
[paragraph, [91.0, 1996.0, 707.0, 36.0], shoonya_4sU1ZNTUU2BM9L, 5749732]
[paragraph, [91.0, 2032.0, 707.0, 36.0], shoonya_4sU1ZNTUU2BM9L, 5749732]
