[1625, 1211]
[headline, [831.0, 107.0, 276.0, 37.5], KZcOJ5-QyS, 5742547]
[paragraph, [57.0, 961.0, 350.0, 36.0], Jm_UY_Le4K, 5742547]
[paragraph, [57.0, 997.0, 350.0, 36.0], Jm_UY_Le4K, 5742547]
[paragraph, [57.0, 1033.0, 350.0, 36.0], Jm_UY_Le4K, 5742547]
[paragraph, [57.0, 1069.0, 350.0, 36.0], Jm_UY_Le4K, 5742547]
[paragraph, [57.0, 1105.0, 350.0, 36.0], Jm_UY_Le4K, 5742547]
[paragraph, [57.0, 1141.0, 350.0, 36.0], Jm_UY_Le4K, 5742547]
[paragraph, [57.0, 1177.0, 350.0, 36.0], Jm_UY_Le4K, 5742547]
[paragraph, [57.0, 1213.0, 350.0, 36.0], Jm_UY_Le4K, 5742547]
[paragraph, [57.0, 1249.0, 350.0, 36.0], Jm_UY_Le4K, 5742547]
[paragraph, [57.0, 1285.0, 350.0, 36.0], Jm_UY_Le4K, 5742547]
[paragraph, [798.0, 684.0, 335.0, 36.0], N5JoeLr3eT, 5742547]
[paragraph, [798.0, 720.0, 335.0, 36.0], N5JoeLr3eT, 5742547]
[paragraph, [798.0, 756.0, 335.0, 36.0], N5JoeLr3eT, 5742547]
[paragraph, [798.0, 792.0, 335.0, 36.0], N5JoeLr3eT, 5742547]
[paragraph, [798.0, 828.0, 335.0, 36.0], N5JoeLr3eT, 5742547]
[paragraph, [798.0, 864.0, 335.0, 36.0], N5JoeLr3eT, 5742547]
[headline, [453.0, 855.0, 288.0, 37.5], HRcTs3EpLF, 5742547]
[headline, [453.0, 892.5, 288.0, 37.5], HRcTs3EpLF, 5742547]
[paragraph, [789.0, 934.0, 349.0, 36.0], shoonya_2sO08X8S20MMR8, 5742547]
[paragraph, [789.0, 970.0, 349.0, 36.0], shoonya_2sO08X8S20MMR8, 5742547]
[paragraph, [789.0, 1006.0, 349.0, 36.0], shoonya_2sO08X8S20MMR8, 5742547]
[paragraph, [789.0, 1042.0, 349.0, 36.0], shoonya_2sO08X8S20MMR8, 5742547]
[paragraph, [789.0, 1078.0, 349.0, 36.0], shoonya_2sO08X8S20MMR8, 5742547]
[sub-headline, [418.0, 965.0, 349.0, 36.0], pdURUTviT8, 5742547]
[sub-headline, [418.0, 1001.0, 349.0, 36.0], pdURUTviT8, 5742547]
[paragraph, [421.0, 1058.0, 350.0, 36.0], Yz50mveldU, 5742547]
[paragraph, [421.0, 1094.0, 350.0, 36.0], Yz50mveldU, 5742547]
[paragraph, [421.0, 1130.0, 350.0, 36.0], Yz50mveldU, 5742547]
[paragraph, [421.0, 1166.0, 350.0, 36.0], Yz50mveldU, 5742547]
[paragraph, [421.0, 1202.0, 350.0, 36.0], Yz50mveldU, 5742547]
[paragraph, [421.0, 1238.0, 350.0, 36.0], Yz50mveldU, 5742547]
[paragraph, [421.0, 1274.0, 350.0, 36.0], Yz50mveldU, 5742547]
[paragraph, [421.0, 1310.0, 350.0, 36.0], Yz50mveldU, 5742547]
[paragraph, [421.0, 1346.0, 350.0, 36.0], Yz50mveldU, 5742547]
[paragraph, [421.0, 1382.0, 350.0, 36.0], Yz50mveldU, 5742547]
[paragraph, [421.0, 1418.0, 350.0, 36.0], Yz50mveldU, 5742547]
[paragraph, [421.0, 1454.0, 350.0, 36.0], Yz50mveldU, 5742547]
[paragraph, [789.0, 1233.0, 346.0, 36.0], 6Jmil_67Hh, 5742547]
[paragraph, [798.0, 1339.0, 334.0, 36.0], Apai5O1OQi, 5742547]
[paragraph, [798.0, 1375.0, 334.0, 36.0], Apai5O1OQi, 5742547]
[paragraph, [798.0, 1411.0, 334.0, 36.0], Apai5O1OQi, 5742547]
[paragraph, [63.0, 1365.0, 346.0, 36.0], cbGfPhvSRE, 5742547]
[paragraph, [63.0, 1401.0, 346.0, 36.0], cbGfPhvSRE, 5742547]
[paragraph, [63.0, 1437.0, 346.0, 36.0], cbGfPhvSRE, 5742547]
[footnote, [731.0, 1575.0, 411.0, 36.0], xYc_KTfWb7, 5742547]
