[2650, 2048]
[section-title, [81.0, 114.0, 700.0, 79.5], shoonya_7sSX8UUVP5TGVB, 6473791]
[paragraph, [883.0, 2022.0, 1085.0, 46.5], shoonya_5s0LWESHM8N3E4, 6473791]
[paragraph, [883.0, 2068.5, 1085.0, 46.5], shoonya_5s0LWESHM8N3E4, 6473791]
[paragraph, [883.0, 2115.0, 1085.0, 46.5], shoonya_5s0LWESHM8N3E4, 6473791]
[paragraph, [883.0, 2161.5, 1085.0, 46.5], shoonya_5s0LWESHM8N3E4, 6473791]
[paragraph, [883.0, 2208.0, 1085.0, 46.5], shoonya_5s0LWESHM8N3E4, 6473791]
[paragraph, [883.0, 2254.5, 1085.0, 46.5], shoonya_5s0LWESHM8N3E4, 6473791]
[paragraph, [883.0, 2301.0, 1085.0, 46.5], shoonya_5s0LWESHM8N3E4, 6473791]
[paragraph, [883.0, 2347.5, 1085.0, 46.5], shoonya_5s0LWESHM8N3E4, 6473791]
[paragraph, [70.0, 2407.0, 1892.0, 46.5], shoonya_8sYS52CIDTOKWL, 6473791]
[paragraph, [70.0, 2453.5, 1892.0, 46.5], shoonya_8sYS52CIDTOKWL, 6473791]
[paragraph, [70.0, 2500.0, 1892.0, 46.5], shoonya_8sYS52CIDTOKWL, 6473791]
