[1823, 1375]
[section-title, [457.0, 180.0, 450.0, 49.5], shoonya_6sB3RR6FQOTFWT, 5683733]
[ordered-list, [690.0, 971.0, 584.0, 36.0], shoonya_2sPQ8H9DMAIN20, 5683733]
[ordered-list, [690.0, 1007.0, 584.0, 36.0], shoonya_2sPQ8H9DMAIN20, 5683733]
[ordered-list, [690.0, 1043.0, 584.0, 36.0], shoonya_2sPQ8H9DMAIN20, 5683733]
[ordered-list, [690.0, 1079.0, 584.0, 36.0], shoonya_2sPQ8H9DMAIN20, 5683733]
[ordered-list, [690.0, 1115.0, 584.0, 36.0], shoonya_2sPQ8H9DMAIN20, 5683733]
[ordered-list, [690.0, 1151.0, 584.0, 36.0], shoonya_2sPQ8H9DMAIN20, 5683733]
[ordered-list, [690.0, 1187.0, 584.0, 36.0], shoonya_2sPQ8H9DMAIN20, 5683733]
[ordered-list, [690.0, 1223.0, 584.0, 36.0], shoonya_2sPQ8H9DMAIN20, 5683733]
[ordered-list, [690.0, 1259.0, 584.0, 36.0], shoonya_2sPQ8H9DMAIN20, 5683733]
[ordered-list, [690.0, 1295.0, 584.0, 36.0], shoonya_2sPQ8H9DMAIN20, 5683733]
[ordered-list, [690.0, 1331.0, 584.0, 36.0], shoonya_2sPQ8H9DMAIN20, 5683733]
[ordered-list, [690.0, 1367.0, 584.0, 36.0], shoonya_2sPQ8H9DMAIN20, 5683733]
[ordered-list, [690.0, 1403.0, 584.0, 36.0], shoonya_2sPQ8H9DMAIN20, 5683733]
[paragraph, [701.0, 428.0, 558.0, 36.0], C9H3_qFB4T, 5683733]
[paragraph, [701.0, 464.0, 558.0, 36.0], C9H3_qFB4T, 5683733]
[paragraph, [701.0, 500.0, 558.0, 36.0], C9H3_qFB4T, 5683733]
[paragraph, [114.0, 910.0, 563.0, 36.0], idrM6vldMf, 5683733]
[paragraph, [114.0, 946.0, 563.0, 36.0], idrM6vldMf, 5683733]
[paragraph, [114.0, 982.0, 563.0, 36.0], idrM6vldMf, 5683733]
[paragraph, [114.0, 1018.0, 563.0, 36.0], idrM6vldMf, 5683733]
[paragraph, [114.0, 1054.0, 563.0, 36.0], idrM6vldMf, 5683733]
[paragraph, [114.0, 1090.0, 563.0, 36.0], idrM6vldMf, 5683733]
[paragraph, [114.0, 1126.0, 563.0, 36.0], idrM6vldMf, 5683733]
[paragraph, [114.0, 1162.0, 563.0, 36.0], idrM6vldMf, 5683733]
[paragraph, [114.0, 1198.0, 563.0, 36.0], idrM6vldMf, 5683733]
[paragraph, [114.0, 1234.0, 563.0, 36.0], idrM6vldMf, 5683733]
[paragraph, [114.0, 1270.0, 563.0, 36.0], idrM6vldMf, 5683733]
[paragraph, [114.0, 1306.0, 563.0, 36.0], idrM6vldMf, 5683733]
[paragraph, [114.0, 1342.0, 563.0, 36.0], idrM6vldMf, 5683733]
[paragraph, [114.0, 1378.0, 563.0, 36.0], idrM6vldMf, 5683733]
[footnote, [95.0, 1462.0, 1178.0, 36.0], shoonya_3sJ1674FO7CY85, 5683733]
[footnote, [95.0, 1498.0, 1178.0, 36.0], shoonya_3sJ1674FO7CY85, 5683733]
[footnote, [95.0, 1534.0, 1178.0, 36.0], shoonya_3sJ1674FO7CY85, 5683733]
[footnote, [95.0, 1570.0, 1178.0, 36.0], shoonya_3sJ1674FO7CY85, 5683733]
[footnote, [95.0, 1606.0, 1178.0, 36.0], shoonya_3sJ1674FO7CY85, 5683733]
[footnote, [95.0, 1642.0, 1178.0, 36.0], shoonya_3sJ1674FO7CY85, 5683733]
[footnote, [95.0, 1678.0, 1178.0, 36.0], shoonya_3sJ1674FO7CY85, 5683733]
