[872, 605]
[section-title, [249.0, 37.0, 103.0, 30.0], EtRAcOMf-1, 6456707]
[paragraph, [40.0, 650.0, 261.0, 18.0], cA3PSYyqEW, 6456707]
[reference, [306.0, 654.0, 260.0, 18.0], moqvU9YZ_D, 6456707]
[reference, [306.0, 672.0, 260.0, 18.0], moqvU9YZ_D, 6456707]
[reference, [306.0, 690.0, 260.0, 18.0], moqvU9YZ_D, 6456707]
[reference, [306.0, 708.0, 260.0, 18.0], moqvU9YZ_D, 6456707]
[reference, [306.0, 726.0, 260.0, 18.0], moqvU9YZ_D, 6456707]
[reference, [306.0, 744.0, 260.0, 18.0], moqvU9YZ_D, 6456707]
[reference, [306.0, 762.0, 260.0, 18.0], moqvU9YZ_D, 6456707]
[reference, [306.0, 780.0, 260.0, 18.0], moqvU9YZ_D, 6456707]
[reference, [306.0, 798.0, 260.0, 18.0], moqvU9YZ_D, 6456707]
[paragraph, [38.0, 668.0, 241.0, 18.0], TAIRSt3KZA, 6456707]
[paragraph, [43.0, 692.0, 261.0, 18.0], K6FXrXfE-V, 6456707]
[paragraph, [43.0, 710.0, 261.0, 18.0], K6FXrXfE-V, 6456707]
[reference, [39.0, 736.0, 266.0, 18.0], zyC_jxEfni, 6456707]
[reference, [39.0, 754.0, 266.0, 18.0], zyC_jxEfni, 6456707]
[reference, [39.0, 772.0, 266.0, 18.0], zyC_jxEfni, 6456707]
[reference, [39.0, 790.0, 266.0, 18.0], zyC_jxEfni, 6456707]
[reference, [39.0, 808.0, 266.0, 18.0], zyC_jxEfni, 6456707]
