[792, 612]
[folio, [57.0, 55.0, 67.0, 18.0], 1s3OA2DCsl, 6514305]
[paragraph, [60.0, 496.0, 160.0, 18.0], eej2rZj_bv, 6514305]
[paragraph, [60.0, 514.0, 160.0, 18.0], eej2rZj_bv, 6514305]
[paragraph, [60.0, 532.0, 160.0, 18.0], eej2rZj_bv, 6514305]
[paragraph, [60.0, 550.0, 160.0, 18.0], eej2rZj_bv, 6514305]
[paragraph, [60.0, 568.0, 160.0, 18.0], eej2rZj_bv, 6514305]
[paragraph, [60.0, 586.0, 160.0, 18.0], eej2rZj_bv, 6514305]
[paragraph, [60.0, 604.0, 160.0, 18.0], eej2rZj_bv, 6514305]
[paragraph, [60.0, 622.0, 160.0, 18.0], eej2rZj_bv, 6514305]
[paragraph, [60.0, 640.0, 160.0, 18.0], eej2rZj_bv, 6514305]
[paragraph, [60.0, 658.0, 160.0, 18.0], eej2rZj_bv, 6514305]
[paragraph, [60.0, 676.0, 160.0, 18.0], eej2rZj_bv, 6514305]
[paragraph, [60.0, 694.0, 160.0, 18.0], eej2rZj_bv, 6514305]
[paragraph, [226.0, 447.0, 159.0, 18.0], f3TocXRRsH, 6514305]
[paragraph, [226.0, 465.0, 159.0, 18.0], f3TocXRRsH, 6514305]
[paragraph, [226.0, 483.0, 159.0, 18.0], f3TocXRRsH, 6514305]
[paragraph, [226.0, 501.0, 159.0, 18.0], f3TocXRRsH, 6514305]
[paragraph, [226.0, 519.0, 159.0, 18.0], f3TocXRRsH, 6514305]
[paragraph, [226.0, 537.0, 159.0, 18.0], f3TocXRRsH, 6514305]
[paragraph, [394.0, 447.0, 156.0, 18.0], GV98yEZAgy, 6514305]
[paragraph, [394.0, 465.0, 156.0, 18.0], GV98yEZAgy, 6514305]
[paragraph, [394.0, 483.0, 156.0, 18.0], GV98yEZAgy, 6514305]
[paragraph, [394.0, 501.0, 156.0, 18.0], GV98yEZAgy, 6514305]
[paragraph, [394.0, 519.0, 156.0, 18.0], GV98yEZAgy, 6514305]
[paragraph, [394.0, 537.0, 156.0, 18.0], GV98yEZAgy, 6514305]
[paragraph, [394.0, 555.0, 156.0, 18.0], GV98yEZAgy, 6514305]
[paragraph, [394.0, 573.0, 156.0, 18.0], GV98yEZAgy, 6514305]
[paragraph, [394.0, 591.0, 156.0, 18.0], GV98yEZAgy, 6514305]
[paragraph, [394.0, 609.0, 156.0, 18.0], GV98yEZAgy, 6514305]
[paragraph, [226.0, 573.0, 158.0, 18.0], ZgKO4xHMeq, 6514305]
[paragraph, [226.0, 591.0, 158.0, 18.0], ZgKO4xHMeq, 6514305]
[paragraph, [226.0, 609.0, 158.0, 18.0], ZgKO4xHMeq, 6514305]
[paragraph, [226.0, 627.0, 158.0, 18.0], ZgKO4xHMeq, 6514305]
[paragraph, [226.0, 645.0, 158.0, 18.0], ZgKO4xHMeq, 6514305]
[paragraph, [226.0, 663.0, 158.0, 18.0], ZgKO4xHMeq, 6514305]
[paragraph, [226.0, 681.0, 158.0, 18.0], ZgKO4xHMeq, 6514305]
[paragraph, [391.0, 632.0, 159.0, 18.0], LeHtWm9Qyc, 6514305]
[paragraph, [391.0, 650.0, 159.0, 18.0], LeHtWm9Qyc, 6514305]
[paragraph, [391.0, 668.0, 159.0, 18.0], LeHtWm9Qyc, 6514305]
[paragraph, [391.0, 686.0, 159.0, 18.0], LeHtWm9Qyc, 6514305]
[folio, [83.0, 725.0, 29.0, 18.0], FmDuBpWNDV, 6514305]
