[792, 612]
[folio, [87.0, 47.0, 116.0, 18.0], runFEZf-wk, 6491379]
[paragraph, [303.0, 531.0, 262.0, 18.0], _Pe6oa_PF_, 6491379]
[paragraph, [303.0, 549.0, 262.0, 18.0], _Pe6oa_PF_, 6491379]
[paragraph, [303.0, 567.0, 262.0, 18.0], _Pe6oa_PF_, 6491379]
[paragraph, [303.0, 585.0, 262.0, 18.0], _Pe6oa_PF_, 6491379]
[paragraph, [303.0, 603.0, 262.0, 18.0], _Pe6oa_PF_, 6491379]
[paragraph, [303.0, 621.0, 262.0, 18.0], _Pe6oa_PF_, 6491379]
[paragraph, [303.0, 639.0, 262.0, 18.0], _Pe6oa_PF_, 6491379]
[paragraph, [303.0, 657.0, 262.0, 18.0], _Pe6oa_PF_, 6491379]
[paragraph, [303.0, 675.0, 262.0, 18.0], _Pe6oa_PF_, 6491379]
[paragraph, [303.0, 693.0, 262.0, 18.0], _Pe6oa_PF_, 6491379]
