[1601, 1158]
[paragraph, [105.0, 89.0, 466.0, 36.0], 7t2AIICxuv, 5695747]
[paragraph, [583.0, 1311.0, 460.0, 36.0], _uBk8VzBN6, 5695747]
[paragraph, [583.0, 1347.0, 460.0, 36.0], _uBk8VzBN6, 5695747]
[paragraph, [583.0, 1383.0, 460.0, 36.0], _uBk8VzBN6, 5695747]
[paragraph, [583.0, 1419.0, 460.0, 36.0], _uBk8VzBN6, 5695747]
[paragraph, [113.0, 1220.0, 455.0, 36.0], shoonya_4s5STTPYQ8FU6C, 5695747]
[paragraph, [113.0, 1256.0, 455.0, 36.0], shoonya_4s5STTPYQ8FU6C, 5695747]
[paragraph, [113.0, 1292.0, 455.0, 36.0], shoonya_4s5STTPYQ8FU6C, 5695747]
[paragraph, [111.0, 1344.0, 458.0, 36.0], shoonya_3sLUU8NU5QQBO0, 5695747]
[paragraph, [111.0, 1380.0, 458.0, 36.0], shoonya_3sLUU8NU5QQBO0, 5695747]
[paragraph, [111.0, 1416.0, 458.0, 36.0], shoonya_3sLUU8NU5QQBO0, 5695747]
