[2067, 1567]
[folio, [191.0, 197.0, 156.0, 36.0], 7RK_RQrmcH, 5736206]
[paragraph, [791.0, 689.0, 579.0, 36.0], shoonya_2sWW4APRYLLPVD, 5736206]
[paragraph, [791.0, 725.0, 579.0, 36.0], shoonya_2sWW4APRYLLPVD, 5736206]
[paragraph, [791.0, 761.0, 579.0, 36.0], shoonya_2sWW4APRYLLPVD, 5736206]
[paragraph, [791.0, 797.0, 579.0, 36.0], shoonya_2sWW4APRYLLPVD, 5736206]
[paragraph, [791.0, 833.0, 579.0, 36.0], shoonya_2sWW4APRYLLPVD, 5736206]
[paragraph, [791.0, 869.0, 579.0, 36.0], shoonya_2sWW4APRYLLPVD, 5736206]
[paragraph, [791.0, 905.0, 579.0, 36.0], shoonya_2sWW4APRYLLPVD, 5736206]
[paragraph, [791.0, 941.0, 579.0, 36.0], shoonya_2sWW4APRYLLPVD, 5736206]
[paragraph, [791.0, 977.0, 579.0, 36.0], shoonya_2sWW4APRYLLPVD, 5736206]
[paragraph, [791.0, 1013.0, 579.0, 36.0], shoonya_2sWW4APRYLLPVD, 5736206]
[paragraph, [791.0, 1049.0, 579.0, 36.0], shoonya_2sWW4APRYLLPVD, 5736206]
[paragraph, [791.0, 1085.0, 579.0, 36.0], shoonya_2sWW4APRYLLPVD, 5736206]
[paragraph, [791.0, 1121.0, 579.0, 36.0], shoonya_2sWW4APRYLLPVD, 5736206]
[paragraph, [791.0, 1157.0, 579.0, 36.0], shoonya_2sWW4APRYLLPVD, 5736206]
[paragraph, [791.0, 1193.0, 579.0, 36.0], shoonya_2sWW4APRYLLPVD, 5736206]
[paragraph, [791.0, 1229.0, 579.0, 36.0], shoonya_2sWW4APRYLLPVD, 5736206]
[paragraph, [791.0, 1265.0, 579.0, 36.0], shoonya_2sWW4APRYLLPVD, 5736206]
[paragraph, [791.0, 1301.0, 579.0, 36.0], shoonya_2sWW4APRYLLPVD, 5736206]
[paragraph, [791.0, 1337.0, 579.0, 36.0], shoonya_2sWW4APRYLLPVD, 5736206]
[paragraph, [791.0, 1373.0, 579.0, 36.0], shoonya_2sWW4APRYLLPVD, 5736206]
[paragraph, [791.0, 1409.0, 579.0, 36.0], shoonya_2sWW4APRYLLPVD, 5736206]
[paragraph, [791.0, 1445.0, 579.0, 36.0], shoonya_2sWW4APRYLLPVD, 5736206]
[paragraph, [791.0, 1481.0, 579.0, 36.0], shoonya_2sWW4APRYLLPVD, 5736206]
[paragraph, [791.0, 1517.0, 579.0, 36.0], shoonya_2sWW4APRYLLPVD, 5736206]
[paragraph, [791.0, 1553.0, 579.0, 36.0], shoonya_2sWW4APRYLLPVD, 5736206]
[paragraph, [791.0, 1589.0, 579.0, 36.0], shoonya_2sWW4APRYLLPVD, 5736206]
[paragraph, [791.0, 1625.0, 579.0, 36.0], shoonya_2sWW4APRYLLPVD, 5736206]
[paragraph, [791.0, 1661.0, 579.0, 36.0], shoonya_2sWW4APRYLLPVD, 5736206]
[paragraph, [791.0, 1697.0, 579.0, 36.0], shoonya_2sWW4APRYLLPVD, 5736206]
[paragraph, [192.0, 741.0, 579.0, 36.0], shoonya_1sEC67SFBWCGSX, 5736206]
[paragraph, [192.0, 777.0, 579.0, 36.0], shoonya_1sEC67SFBWCGSX, 5736206]
[paragraph, [192.0, 813.0, 579.0, 36.0], shoonya_1sEC67SFBWCGSX, 5736206]
[paragraph, [192.0, 849.0, 579.0, 36.0], shoonya_1sEC67SFBWCGSX, 5736206]
[paragraph, [192.0, 885.0, 579.0, 36.0], shoonya_1sEC67SFBWCGSX, 5736206]
[paragraph, [192.0, 921.0, 579.0, 36.0], shoonya_1sEC67SFBWCGSX, 5736206]
[paragraph, [192.0, 957.0, 579.0, 36.0], shoonya_1sEC67SFBWCGSX, 5736206]
[paragraph, [192.0, 993.0, 579.0, 36.0], shoonya_1sEC67SFBWCGSX, 5736206]
[paragraph, [192.0, 1029.0, 579.0, 36.0], shoonya_1sEC67SFBWCGSX, 5736206]
[paragraph, [192.0, 1065.0, 579.0, 36.0], shoonya_1sEC67SFBWCGSX, 5736206]
[paragraph, [192.0, 1101.0, 579.0, 36.0], shoonya_1sEC67SFBWCGSX, 5736206]
[paragraph, [192.0, 1137.0, 579.0, 36.0], shoonya_1sEC67SFBWCGSX, 5736206]
[paragraph, [192.0, 1173.0, 579.0, 36.0], shoonya_1sEC67SFBWCGSX, 5736206]
[paragraph, [192.0, 1209.0, 579.0, 36.0], shoonya_1sEC67SFBWCGSX, 5736206]
[sidebar, [1412.0, 910.0, 140.0, 36.0], L9SoLHTPXL, 5736206]
[paragraph, [195.0, 1274.0, 576.0, 36.0], shoonya_3s9OW9JHZPEF66, 5736206]
[paragraph, [195.0, 1310.0, 576.0, 36.0], shoonya_3s9OW9JHZPEF66, 5736206]
[paragraph, [195.0, 1346.0, 576.0, 36.0], shoonya_3s9OW9JHZPEF66, 5736206]
[paragraph, [195.0, 1382.0, 576.0, 36.0], shoonya_3s9OW9JHZPEF66, 5736206]
[paragraph, [195.0, 1418.0, 576.0, 36.0], shoonya_3s9OW9JHZPEF66, 5736206]
[paragraph, [195.0, 1454.0, 576.0, 36.0], shoonya_3s9OW9JHZPEF66, 5736206]
[paragraph, [195.0, 1490.0, 576.0, 36.0], shoonya_3s9OW9JHZPEF66, 5736206]
[paragraph, [194.0, 1539.0, 578.0, 36.0], shoonya_5sUBG95TEYE7ZS, 5736206]
[paragraph, [194.0, 1575.0, 578.0, 36.0], shoonya_5sUBG95TEYE7ZS, 5736206]
[paragraph, [194.0, 1611.0, 578.0, 36.0], shoonya_5sUBG95TEYE7ZS, 5736206]
[paragraph, [194.0, 1647.0, 578.0, 36.0], shoonya_5sUBG95TEYE7ZS, 5736206]
[paragraph, [194.0, 1683.0, 578.0, 36.0], shoonya_5sUBG95TEYE7ZS, 5736206]
[paragraph, [194.0, 1719.0, 578.0, 36.0], shoonya_5sUBG95TEYE7ZS, 5736206]
[paragraph, [194.0, 1755.0, 578.0, 36.0], shoonya_5sUBG95TEYE7ZS, 5736206]
[paragraph, [827.0, 1761.0, 543.0, 36.0], shoonya_6s96KKV0QJ8JRR, 5736206]
[folio, [197.0, 1820.0, 230.0, 36.0], jz4pwFUbI9, 5736206]
