[1267, 723]
[folio, [29.0, 29.0, 111.0, 18.0], NB2P9f1drf, 5782376]
[sub-ordered-list, [6.0, 766.0, 670.0, 18.0], K4CYjpWzTp, 5782376]
[sub-ordered-list, [6.0, 784.0, 670.0, 18.0], K4CYjpWzTp, 5782376]
[sub-ordered-list, [6.0, 802.0, 670.0, 18.0], K4CYjpWzTp, 5782376]
[sub-ordered-list, [6.0, 820.0, 670.0, 18.0], K4CYjpWzTp, 5782376]
[sub-ordered-list, [6.0, 838.0, 670.0, 18.0], K4CYjpWzTp, 5782376]
[sub-ordered-list, [6.0, 856.0, 670.0, 18.0], K4CYjpWzTp, 5782376]
[sub-ordered-list, [6.0, 874.0, 670.0, 18.0], K4CYjpWzTp, 5782376]
[sub-ordered-list, [6.0, 892.0, 670.0, 18.0], K4CYjpWzTp, 5782376]
[sub-ordered-list, [6.0, 910.0, 670.0, 18.0], K4CYjpWzTp, 5782376]
[sub-ordered-list, [6.0, 928.0, 670.0, 18.0], K4CYjpWzTp, 5782376]
[sub-ordered-list, [6.0, 946.0, 670.0, 18.0], K4CYjpWzTp, 5782376]
[sub-ordered-list, [6.0, 964.0, 670.0, 18.0], K4CYjpWzTp, 5782376]
[sub-ordered-list, [6.0, 982.0, 670.0, 18.0], K4CYjpWzTp, 5782376]
[sub-ordered-list, [6.0, 1000.0, 670.0, 18.0], K4CYjpWzTp, 5782376]
[sub-ordered-list, [6.0, 1018.0, 670.0, 18.0], K4CYjpWzTp, 5782376]
[sub-ordered-list, [6.0, 1036.0, 670.0, 18.0], K4CYjpWzTp, 5782376]
[sub-ordered-list, [6.0, 1054.0, 670.0, 18.0], K4CYjpWzTp, 5782376]
[sub-ordered-list, [6.0, 1072.0, 670.0, 18.0], K4CYjpWzTp, 5782376]
[sub-ordered-list, [6.0, 1090.0, 670.0, 18.0], K4CYjpWzTp, 5782376]
[sub-ordered-list, [6.0, 1108.0, 670.0, 18.0], K4CYjpWzTp, 5782376]
[sub-ordered-list, [6.0, 1126.0, 670.0, 18.0], K4CYjpWzTp, 5782376]
[sub-ordered-list, [6.0, 1144.0, 670.0, 18.0], K4CYjpWzTp, 5782376]
[sub-ordered-list, [6.0, 1162.0, 670.0, 18.0], K4CYjpWzTp, 5782376]
[sub-ordered-list, [6.0, 1180.0, 670.0, 18.0], K4CYjpWzTp, 5782376]
[subsub-ordered-list, [11.0, 540.0, 659.0, 18.0], shoonya_0sAQUBIYZXDRNX, 5782376]
[subsub-ordered-list, [11.0, 558.0, 659.0, 18.0], shoonya_0sAQUBIYZXDRNX, 5782376]
[subsub-ordered-list, [11.0, 576.0, 659.0, 18.0], shoonya_0sAQUBIYZXDRNX, 5782376]
[subsub-ordered-list, [11.0, 594.0, 659.0, 18.0], shoonya_0sAQUBIYZXDRNX, 5782376]
[subsub-ordered-list, [11.0, 612.0, 659.0, 18.0], shoonya_0sAQUBIYZXDRNX, 5782376]
[subsub-ordered-list, [11.0, 630.0, 659.0, 18.0], shoonya_0sAQUBIYZXDRNX, 5782376]
[subsub-ordered-list, [11.0, 648.0, 659.0, 18.0], shoonya_0sAQUBIYZXDRNX, 5782376]
[subsub-ordered-list, [11.0, 666.0, 659.0, 18.0], shoonya_0sAQUBIYZXDRNX, 5782376]
[subsub-ordered-list, [11.0, 684.0, 659.0, 18.0], shoonya_0sAQUBIYZXDRNX, 5782376]
[subsub-ordered-list, [11.0, 702.0, 659.0, 18.0], shoonya_0sAQUBIYZXDRNX, 5782376]
[subsub-ordered-list, [11.0, 720.0, 659.0, 18.0], shoonya_0sAQUBIYZXDRNX, 5782376]
[subsub-ordered-list, [11.0, 738.0, 659.0, 18.0], shoonya_0sAQUBIYZXDRNX, 5782376]
[subsub-ordered-list, [11.0, 756.0, 659.0, 18.0], shoonya_0sAQUBIYZXDRNX, 5782376]
[subsub-ordered-list, [11.0, 774.0, 659.0, 18.0], shoonya_0sAQUBIYZXDRNX, 5782376]
[subsub-ordered-list, [11.0, 792.0, 659.0, 18.0], shoonya_0sAQUBIYZXDRNX, 5782376]
[subsub-ordered-list, [11.0, 810.0, 659.0, 18.0], shoonya_0sAQUBIYZXDRNX, 5782376]
[subsub-ordered-list, [11.0, 828.0, 659.0, 18.0], shoonya_0sAQUBIYZXDRNX, 5782376]
[subsub-ordered-list, [11.0, 846.0, 659.0, 18.0], shoonya_0sAQUBIYZXDRNX, 5782376]
[subsub-ordered-list, [11.0, 864.0, 659.0, 18.0], shoonya_0sAQUBIYZXDRNX, 5782376]
[subsub-ordered-list, [11.0, 882.0, 659.0, 18.0], shoonya_0sAQUBIYZXDRNX, 5782376]
[subsub-ordered-list, [11.0, 900.0, 659.0, 18.0], shoonya_0sAQUBIYZXDRNX, 5782376]
[subsub-ordered-list, [11.0, 918.0, 659.0, 18.0], shoonya_0sAQUBIYZXDRNX, 5782376]
[subsub-ordered-list, [11.0, 936.0, 659.0, 18.0], shoonya_0sAQUBIYZXDRNX, 5782376]
[subsub-ordered-list, [11.0, 954.0, 659.0, 18.0], shoonya_0sAQUBIYZXDRNX, 5782376]
[subsub-ordered-list, [11.0, 972.0, 659.0, 18.0], shoonya_0sAQUBIYZXDRNX, 5782376]
[subsub-ordered-list, [11.0, 990.0, 659.0, 18.0], shoonya_0sAQUBIYZXDRNX, 5782376]
[subsub-ordered-list, [11.0, 1008.0, 659.0, 18.0], shoonya_0sAQUBIYZXDRNX, 5782376]
[subsub-ordered-list, [11.0, 1026.0, 659.0, 18.0], shoonya_0sAQUBIYZXDRNX, 5782376]
[subsub-ordered-list, [11.0, 1044.0, 659.0, 18.0], shoonya_0sAQUBIYZXDRNX, 5782376]
[subsub-ordered-list, [11.0, 1062.0, 659.0, 18.0], shoonya_0sAQUBIYZXDRNX, 5782376]
[subsub-ordered-list, [11.0, 1080.0, 659.0, 18.0], shoonya_0sAQUBIYZXDRNX, 5782376]
[subsub-ordered-list, [11.0, 1098.0, 659.0, 18.0], shoonya_0sAQUBIYZXDRNX, 5782376]
[subsub-ordered-list, [11.0, 1116.0, 659.0, 18.0], shoonya_0sAQUBIYZXDRNX, 5782376]
[subsub-ordered-list, [11.0, 1134.0, 659.0, 18.0], shoonya_0sAQUBIYZXDRNX, 5782376]
[subsub-ordered-list, [11.0, 1152.0, 659.0, 18.0], shoonya_0sAQUBIYZXDRNX, 5782376]
[subsub-ordered-list, [11.0, 1170.0, 659.0, 18.0], shoonya_0sAQUBIYZXDRNX, 5782376]
[subsub-ordered-list, [11.0, 1188.0, 659.0, 18.0], shoonya_0sAQUBIYZXDRNX, 5782376]
