[3968, 2806]
[paragraph, [181.0, 207.0, 1230.0, 52.5], shoonya_0sZ8AH8NXQ8ZZU, 5683868]
[paragraph, [179.0, 1754.0, 1233.0, 52.5], shoonya_1sFK3ZKG2FO97E, 5683868]
[paragraph, [179.0, 1806.5, 1233.0, 52.5], shoonya_1sFK3ZKG2FO97E, 5683868]
[paragraph, [179.0, 1859.0, 1233.0, 52.5], shoonya_1sFK3ZKG2FO97E, 5683868]
[paragraph, [179.0, 1911.5, 1233.0, 52.5], shoonya_1sFK3ZKG2FO97E, 5683868]
[paragraph, [179.0, 1964.0, 1233.0, 52.5], shoonya_1sFK3ZKG2FO97E, 5683868]
[paragraph, [179.0, 2016.5, 1233.0, 52.5], shoonya_1sFK3ZKG2FO97E, 5683868]
[paragraph, [179.0, 2069.0, 1233.0, 52.5], shoonya_1sFK3ZKG2FO97E, 5683868]
[paragraph, [1451.0, 2034.0, 1139.0, 52.5], shoonya_4s4L4FMU02Q9DY, 5683868]
[paragraph, [1451.0, 2086.5, 1139.0, 52.5], shoonya_4s4L4FMU02Q9DY, 5683868]
[paragraph, [1451.0, 2139.0, 1139.0, 52.5], shoonya_4s4L4FMU02Q9DY, 5683868]
[paragraph, [1451.0, 2191.5, 1139.0, 52.5], shoonya_4s4L4FMU02Q9DY, 5683868]
[paragraph, [1425.0, 2290.0, 1159.0, 52.5], xOm31PXeL-, 5683868]
[paragraph, [1425.0, 2342.5, 1159.0, 52.5], xOm31PXeL-, 5683868]
[paragraph, [1425.0, 2395.0, 1159.0, 52.5], xOm31PXeL-, 5683868]
[paragraph, [1425.0, 2447.5, 1159.0, 52.5], xOm31PXeL-, 5683868]
[paragraph, [1425.0, 2500.0, 1159.0, 52.5], xOm31PXeL-, 5683868]
[paragraph, [1425.0, 2552.5, 1159.0, 52.5], xOm31PXeL-, 5683868]
[paragraph, [1425.0, 2605.0, 1159.0, 52.5], xOm31PXeL-, 5683868]
[paragraph, [1425.0, 2657.5, 1159.0, 52.5], xOm31PXeL-, 5683868]
[paragraph, [1425.0, 2710.0, 1159.0, 52.5], xOm31PXeL-, 5683868]
[paragraph, [1436.0, 2838.0, 1141.0, 52.5], shoonya_6sZATZX692XNVF, 5683868]
[paragraph, [1436.0, 2890.5, 1141.0, 52.5], shoonya_6sZATZX692XNVF, 5683868]
[paragraph, [1436.0, 2943.0, 1141.0, 52.5], shoonya_6sZATZX692XNVF, 5683868]
[paragraph, [1436.0, 2995.5, 1141.0, 52.5], shoonya_6sZATZX692XNVF, 5683868]
[paragraph, [1436.0, 3048.0, 1141.0, 52.5], shoonya_6sZATZX692XNVF, 5683868]
[paragraph, [1436.0, 3100.5, 1141.0, 52.5], shoonya_6sZATZX692XNVF, 5683868]
[paragraph, [1444.0, 3243.0, 1153.0, 52.5], shoonya_7sKR93LB5Q83HI, 5683868]
[paragraph, [1444.0, 3295.5, 1153.0, 52.5], shoonya_7sKR93LB5Q83HI, 5683868]
[paragraph, [1444.0, 3348.0, 1153.0, 52.5], shoonya_7sKR93LB5Q83HI, 5683868]
[paragraph, [1444.0, 3400.5, 1153.0, 52.5], shoonya_7sKR93LB5Q83HI, 5683868]
[paragraph, [1444.0, 3453.0, 1153.0, 52.5], shoonya_7sKR93LB5Q83HI, 5683868]
[folio, [269.0, 3823.0, 697.0, 52.5], EVF7XIBTX2, 5683868]
