[872, 605]
[folio, [34.0, 34.0, 81.0, 18.0], OcLWYsWmwP, 6456714]
[reference, [304.0, 707.0, 263.0, 18.0], yoTFNe2OaC, 6456714]
[reference, [304.0, 725.0, 263.0, 18.0], yoTFNe2OaC, 6456714]
[reference, [304.0, 743.0, 263.0, 18.0], yoTFNe2OaC, 6456714]
[reference, [304.0, 761.0, 263.0, 18.0], yoTFNe2OaC, 6456714]
[reference, [304.0, 779.0, 263.0, 18.0], yoTFNe2OaC, 6456714]
[reference, [304.0, 797.0, 263.0, 18.0], yoTFNe2OaC, 6456714]
[reference, [304.0, 815.0, 263.0, 18.0], yoTFNe2OaC, 6456714]
[paragraph, [53.0, 601.0, 117.0, 18.0], jzWYpF8yqO, 6456714]
[paragraph, [40.0, 619.0, 234.0, 18.0], rYCajIj5G3, 6456714]
[paragraph, [39.0, 639.0, 268.0, 18.0], RgEUuZdQup, 6456714]
[paragraph, [39.0, 657.0, 268.0, 18.0], RgEUuZdQup, 6456714]
[paragraph, [39.0, 675.0, 268.0, 18.0], RgEUuZdQup, 6456714]
[paragraph, [39.0, 693.0, 268.0, 18.0], RgEUuZdQup, 6456714]
[paragraph, [39.0, 711.0, 268.0, 18.0], RgEUuZdQup, 6456714]
[reference, [37.0, 737.0, 272.0, 18.0], MENdPbin1N, 6456714]
[reference, [37.0, 755.0, 272.0, 18.0], MENdPbin1N, 6456714]
[reference, [37.0, 773.0, 272.0, 18.0], MENdPbin1N, 6456714]
[reference, [37.0, 791.0, 272.0, 18.0], MENdPbin1N, 6456714]
[reference, [37.0, 809.0, 272.0, 18.0], MENdPbin1N, 6456714]
