[1806, 1262]
[folio, [829.0, 102.0, 258.0, 36.0], shoonya_0sX35C8CWK83H6, 5681488]
[paragraph, [98.0, 765.0, 506.0, 36.0], shoonya_6s7UZ0PKYFPPMD, 5681488]
[paragraph, [98.0, 801.0, 506.0, 36.0], shoonya_6s7UZ0PKYFPPMD, 5681488]
[paragraph, [98.0, 837.0, 506.0, 36.0], shoonya_6s7UZ0PKYFPPMD, 5681488]
[paragraph, [98.0, 873.0, 506.0, 36.0], shoonya_6s7UZ0PKYFPPMD, 5681488]
[paragraph, [98.0, 909.0, 506.0, 36.0], shoonya_6s7UZ0PKYFPPMD, 5681488]
[paragraph, [98.0, 945.0, 506.0, 36.0], shoonya_6s7UZ0PKYFPPMD, 5681488]
[paragraph, [98.0, 981.0, 506.0, 36.0], shoonya_6s7UZ0PKYFPPMD, 5681488]
[paragraph, [98.0, 1017.0, 506.0, 36.0], shoonya_6s7UZ0PKYFPPMD, 5681488]
[paragraph, [98.0, 1053.0, 506.0, 36.0], shoonya_6s7UZ0PKYFPPMD, 5681488]
[paragraph, [98.0, 1089.0, 506.0, 36.0], shoonya_6s7UZ0PKYFPPMD, 5681488]
[paragraph, [98.0, 1125.0, 506.0, 36.0], shoonya_6s7UZ0PKYFPPMD, 5681488]
[paragraph, [646.0, 1007.0, 509.0, 36.0], JHFPncHW7C, 5681488]
[paragraph, [646.0, 1043.0, 509.0, 36.0], JHFPncHW7C, 5681488]
[paragraph, [646.0, 1079.0, 509.0, 36.0], JHFPncHW7C, 5681488]
[paragraph, [646.0, 1115.0, 509.0, 36.0], JHFPncHW7C, 5681488]
[paragraph, [646.0, 1151.0, 509.0, 36.0], JHFPncHW7C, 5681488]
[paragraph, [646.0, 1187.0, 509.0, 36.0], JHFPncHW7C, 5681488]
[paragraph, [98.0, 1173.0, 503.0, 36.0], shoonya_7sLHVVLJ6P8ING, 5681488]
[paragraph, [98.0, 1209.0, 503.0, 36.0], shoonya_7sLHVVLJ6P8ING, 5681488]
[paragraph, [98.0, 1245.0, 503.0, 36.0], shoonya_7sLHVVLJ6P8ING, 5681488]
[paragraph, [98.0, 1281.0, 503.0, 36.0], shoonya_7sLHVVLJ6P8ING, 5681488]
[paragraph, [98.0, 1317.0, 503.0, 36.0], shoonya_7sLHVVLJ6P8ING, 5681488]
[paragraph, [98.0, 1353.0, 503.0, 36.0], shoonya_7sLHVVLJ6P8ING, 5681488]
[paragraph, [98.0, 1389.0, 503.0, 36.0], shoonya_7sLHVVLJ6P8ING, 5681488]
[paragraph, [98.0, 1425.0, 503.0, 36.0], shoonya_7sLHVVLJ6P8ING, 5681488]
[paragraph, [98.0, 1461.0, 503.0, 36.0], shoonya_7sLHVVLJ6P8ING, 5681488]
[paragraph, [98.0, 1497.0, 503.0, 36.0], shoonya_7sLHVVLJ6P8ING, 5681488]
[paragraph, [98.0, 1533.0, 503.0, 36.0], shoonya_7sLHVVLJ6P8ING, 5681488]
[paragraph, [98.0, 1569.0, 503.0, 36.0], shoonya_7sLHVVLJ6P8ING, 5681488]
[paragraph, [646.0, 1250.0, 512.0, 36.0], Z2P_-BLMLn, 5681488]
[paragraph, [646.0, 1286.0, 512.0, 36.0], Z2P_-BLMLn, 5681488]
[paragraph, [646.0, 1322.0, 512.0, 36.0], Z2P_-BLMLn, 5681488]
[paragraph, [646.0, 1358.0, 512.0, 36.0], Z2P_-BLMLn, 5681488]
[paragraph, [646.0, 1394.0, 512.0, 36.0], Z2P_-BLMLn, 5681488]
[paragraph, [646.0, 1430.0, 512.0, 36.0], Z2P_-BLMLn, 5681488]
[paragraph, [646.0, 1466.0, 512.0, 36.0], Z2P_-BLMLn, 5681488]
[paragraph, [646.0, 1502.0, 512.0, 36.0], Z2P_-BLMLn, 5681488]
[paragraph, [646.0, 1538.0, 512.0, 36.0], Z2P_-BLMLn, 5681488]
[paragraph, [646.0, 1574.0, 512.0, 36.0], Z2P_-BLMLn, 5681488]
[paragraph, [646.0, 1610.0, 512.0, 36.0], Z2P_-BLMLn, 5681488]
[paragraph, [646.0, 1646.0, 512.0, 36.0], Z2P_-BLMLn, 5681488]
[paragraph, [100.0, 1640.0, 496.0, 36.0], shoonya_8s8ZPVD13KFH1Z, 5681488]
