[842, 595]
[ordered-list, [39.0, 42.0, 512.0, 18.0], shoonya_1sJW1UE78ENEMP, 5766262]
[ordered-list, [39.0, 384.0, 512.0, 18.0], shoonya_1sJW1UE78ENEMP, 5766262]
[ordered-list, [39.0, 402.0, 512.0, 18.0], shoonya_1sJW1UE78ENEMP, 5766262]
[ordered-list, [39.0, 420.0, 512.0, 18.0], shoonya_1sJW1UE78ENEMP, 5766262]
[ordered-list, [39.0, 438.0, 512.0, 18.0], shoonya_1sJW1UE78ENEMP, 5766262]
[ordered-list, [39.0, 456.0, 512.0, 18.0], shoonya_1sJW1UE78ENEMP, 5766262]
[ordered-list, [39.0, 474.0, 512.0, 18.0], shoonya_1sJW1UE78ENEMP, 5766262]
[ordered-list, [39.0, 492.0, 512.0, 18.0], shoonya_1sJW1UE78ENEMP, 5766262]
[ordered-list, [39.0, 510.0, 512.0, 18.0], shoonya_1sJW1UE78ENEMP, 5766262]
[ordered-list, [39.0, 528.0, 512.0, 18.0], shoonya_1sJW1UE78ENEMP, 5766262]
[ordered-list, [39.0, 546.0, 512.0, 18.0], shoonya_1sJW1UE78ENEMP, 5766262]
[ordered-list, [39.0, 564.0, 512.0, 18.0], shoonya_1sJW1UE78ENEMP, 5766262]
[ordered-list, [39.0, 582.0, 512.0, 18.0], shoonya_1sJW1UE78ENEMP, 5766262]
[ordered-list, [39.0, 600.0, 512.0, 18.0], shoonya_1sJW1UE78ENEMP, 5766262]
[ordered-list, [39.0, 618.0, 512.0, 18.0], shoonya_1sJW1UE78ENEMP, 5766262]
[ordered-list, [39.0, 636.0, 512.0, 18.0], shoonya_1sJW1UE78ENEMP, 5766262]
[ordered-list, [39.0, 654.0, 512.0, 18.0], shoonya_1sJW1UE78ENEMP, 5766262]
[ordered-list, [39.0, 672.0, 512.0, 18.0], shoonya_1sJW1UE78ENEMP, 5766262]
[ordered-list, [39.0, 690.0, 512.0, 18.0], shoonya_1sJW1UE78ENEMP, 5766262]
[ordered-list, [39.0, 708.0, 512.0, 18.0], shoonya_1sJW1UE78ENEMP, 5766262]
[ordered-list, [39.0, 726.0, 512.0, 18.0], shoonya_1sJW1UE78ENEMP, 5766262]
[ordered-list, [39.0, 744.0, 512.0, 18.0], shoonya_1sJW1UE78ENEMP, 5766262]
[ordered-list, [39.0, 762.0, 512.0, 18.0], shoonya_1sJW1UE78ENEMP, 5766262]
[sub-ordered-list, [45.0, 109.0, 500.0, 18.0], 2bvACdiCpO, 5766262]
[sub-ordered-list, [45.0, 127.0, 500.0, 18.0], 2bvACdiCpO, 5766262]
[sub-ordered-list, [45.0, 145.0, 500.0, 18.0], 2bvACdiCpO, 5766262]
[sub-ordered-list, [45.0, 163.0, 500.0, 18.0], 2bvACdiCpO, 5766262]
[sub-ordered-list, [45.0, 181.0, 500.0, 18.0], 2bvACdiCpO, 5766262]
[sub-ordered-list, [45.0, 199.0, 500.0, 18.0], 2bvACdiCpO, 5766262]
[sub-ordered-list, [45.0, 217.0, 500.0, 18.0], 2bvACdiCpO, 5766262]
[sub-ordered-list, [45.0, 235.0, 500.0, 18.0], 2bvACdiCpO, 5766262]
[sub-ordered-list, [45.0, 253.0, 500.0, 18.0], 2bvACdiCpO, 5766262]
[sub-ordered-list, [45.0, 271.0, 500.0, 18.0], 2bvACdiCpO, 5766262]
[sub-section-title, [52.0, 190.0, 257.0, 25.5], KeXVIL0icM, 5766262]
[section-title, [52.0, 293.0, 322.0, 30.0], 99C7IrKMRw, 5766262]
[section-title, [50.0, 394.0, 416.0, 30.0], VdlX6ArGdy, 5766262]
[section-title, [51.0, 497.0, 457.0, 30.0], EpalGavJGT, 5766262]
[section-title, [53.0, 581.0, 358.0, 30.0], m6q0c0pzKu, 5766262]
[section-title, [49.0, 682.0, 277.0, 30.0], 1tOqI7anPQ, 5766262]
