[2107, 1577]
[headline, [388.0, 104.0, 904.0, 67.5], shoonya_3s70DTPLTKQ2TK, 5712818]
[paragraph, [70.0, 1367.0, 714.0, 36.0], rhk-Y0k950, 5712818]
[paragraph, [787.0, 1208.0, 736.0, 36.0], shoonya_4sWWXXNUQXO0QY, 5712818]
[paragraph, [787.0, 1244.0, 736.0, 36.0], shoonya_4sWWXXNUQXO0QY, 5712818]
[paragraph, [787.0, 1280.0, 736.0, 36.0], shoonya_4sWWXXNUQXO0QY, 5712818]
[paragraph, [787.0, 1316.0, 736.0, 36.0], shoonya_4sWWXXNUQXO0QY, 5712818]
[paragraph, [788.0, 1383.0, 728.0, 36.0], shoonya_2sGIOPAV7ACR6B, 5712818]
[paragraph, [788.0, 1419.0, 728.0, 36.0], shoonya_2sGIOPAV7ACR6B, 5712818]
[paragraph, [788.0, 1455.0, 728.0, 36.0], shoonya_2sGIOPAV7ACR6B, 5712818]
[paragraph, [788.0, 1491.0, 728.0, 36.0], shoonya_2sGIOPAV7ACR6B, 5712818]
[paragraph, [788.0, 1527.0, 728.0, 36.0], shoonya_2sGIOPAV7ACR6B, 5712818]
[paragraph, [788.0, 1563.0, 728.0, 36.0], shoonya_2sGIOPAV7ACR6B, 5712818]
[paragraph, [788.0, 1599.0, 728.0, 36.0], shoonya_2sGIOPAV7ACR6B, 5712818]
[paragraph, [788.0, 1635.0, 728.0, 36.0], shoonya_2sGIOPAV7ACR6B, 5712818]
[paragraph, [788.0, 1671.0, 728.0, 36.0], shoonya_2sGIOPAV7ACR6B, 5712818]
[paragraph, [788.0, 1707.0, 728.0, 36.0], shoonya_2sGIOPAV7ACR6B, 5712818]
[paragraph, [788.0, 1743.0, 728.0, 36.0], shoonya_2sGIOPAV7ACR6B, 5712818]
[paragraph, [788.0, 1779.0, 728.0, 36.0], shoonya_2sGIOPAV7ACR6B, 5712818]
[paragraph, [788.0, 1815.0, 728.0, 36.0], shoonya_2sGIOPAV7ACR6B, 5712818]
[paragraph, [788.0, 1851.0, 728.0, 36.0], shoonya_2sGIOPAV7ACR6B, 5712818]
[paragraph, [788.0, 1887.0, 728.0, 36.0], shoonya_2sGIOPAV7ACR6B, 5712818]
[paragraph, [788.0, 1923.0, 728.0, 36.0], shoonya_2sGIOPAV7ACR6B, 5712818]
[paragraph, [788.0, 1959.0, 728.0, 36.0], shoonya_2sGIOPAV7ACR6B, 5712818]
[paragraph, [78.0, 1423.0, 702.0, 36.0], U7nKJIWOom, 5712818]
[paragraph, [78.0, 1459.0, 702.0, 36.0], U7nKJIWOom, 5712818]
[paragraph, [78.0, 1495.0, 702.0, 36.0], U7nKJIWOom, 5712818]
[paragraph, [78.0, 1531.0, 702.0, 36.0], U7nKJIWOom, 5712818]
[paragraph, [72.0, 1591.0, 710.0, 36.0], I_-MtGcpFk, 5712818]
[paragraph, [80.0, 1661.0, 700.0, 36.0], Cw8299NUkH, 5712818]
[paragraph, [76.0, 1736.0, 706.0, 36.0], SqmhrxhtbQ, 5712818]
[paragraph, [76.0, 1772.0, 706.0, 36.0], SqmhrxhtbQ, 5712818]
[paragraph, [85.0, 1841.0, 699.0, 36.0], shoonya_7sAX88HU9RYR2L, 5712818]
[paragraph, [85.0, 1877.0, 699.0, 36.0], shoonya_7sAX88HU9RYR2L, 5712818]
[paragraph, [85.0, 1913.0, 699.0, 36.0], shoonya_7sAX88HU9RYR2L, 5712818]
[paragraph, [85.0, 1949.0, 699.0, 36.0], shoonya_7sAX88HU9RYR2L, 5712818]
[paragraph, [85.0, 1985.0, 699.0, 36.0], shoonya_7sAX88HU9RYR2L, 5712818]
