[872, 605]
[section-title, [266.0, 33.0, 70.0, 30.0], Fe_b2by5u7, 6457182]
[paragraph, [302.0, 556.0, 250.0, 18.0], TaU75nPTEG, 6457182]
[paragraph, [67.0, 566.0, 228.0, 18.0], u4zuoYhc8y, 6457182]
[paragraph, [67.0, 584.0, 228.0, 18.0], u4zuoYhc8y, 6457182]
[paragraph, [316.0, 577.0, 237.0, 18.0], 5ugSHvrGik, 6457182]
[paragraph, [317.0, 594.0, 187.0, 18.0], PvbmhwC1VG, 6457182]
[paragraph, [54.0, 611.0, 248.0, 18.0], GbTXOm6dOf, 6457182]
[paragraph, [54.0, 629.0, 248.0, 18.0], GbTXOm6dOf, 6457182]
[paragraph, [302.0, 614.0, 242.0, 18.0], EP4s51p8IW, 6457182]
[paragraph, [302.0, 632.0, 242.0, 18.0], EP4s51p8IW, 6457182]
[paragraph, [54.0, 645.0, 246.0, 18.0], 020C8W5YSt, 6457182]
[paragraph, [54.0, 663.0, 246.0, 18.0], 020C8W5YSt, 6457182]
[paragraph, [317.0, 653.0, 231.0, 18.0], 3-345kZqe3, 6457182]
[paragraph, [302.0, 677.0, 247.0, 18.0], Csqo9SQ2Ew, 6457182]
[paragraph, [54.0, 680.0, 239.0, 18.0], TKzrXwV19I, 6457182]
[paragraph, [54.0, 698.0, 239.0, 18.0], TKzrXwV19I, 6457182]
[paragraph, [302.0, 713.0, 238.0, 18.0], FRGpC-awGy, 6457182]
[paragraph, [302.0, 731.0, 238.0, 18.0], FRGpC-awGy, 6457182]
[paragraph, [54.0, 719.0, 195.0, 18.0], mxmhZXq6m0, 6457182]
[reference, [53.0, 742.0, 248.0, 18.0], wp-YQGxFN0, 6457182]
[reference, [53.0, 760.0, 248.0, 18.0], wp-YQGxFN0, 6457182]
[reference, [53.0, 778.0, 248.0, 18.0], wp-YQGxFN0, 6457182]
[reference, [53.0, 796.0, 248.0, 18.0], wp-YQGxFN0, 6457182]
[reference, [53.0, 814.0, 248.0, 18.0], wp-YQGxFN0, 6457182]
[paragraph, [304.0, 750.0, 239.0, 18.0], SvUvNvlcoX, 6457182]
[paragraph, [315.0, 768.0, 231.0, 18.0], eO58Vab_tf, 6457182]
[reference, [303.0, 794.0, 246.0, 18.0], y7hbpOSy-U, 6457182]
[reference, [303.0, 812.0, 246.0, 18.0], y7hbpOSy-U, 6457182]
