[1336, 843]
[paragraph, [31.0, 28.0, 776.0, 18.0], 9PBI07NxAI, 5660190]
[paragraph, [29.0, 850.0, 775.0, 18.0], Oj4zua_QCA, 5660190]
[paragraph, [29.0, 868.0, 775.0, 18.0], Oj4zua_QCA, 5660190]
[paragraph, [29.0, 886.0, 775.0, 18.0], Oj4zua_QCA, 5660190]
[paragraph, [29.0, 904.0, 775.0, 18.0], Oj4zua_QCA, 5660190]
[paragraph, [29.0, 922.0, 775.0, 18.0], Oj4zua_QCA, 5660190]
[paragraph, [29.0, 940.0, 775.0, 18.0], Oj4zua_QCA, 5660190]
[paragraph, [29.0, 958.0, 775.0, 18.0], Oj4zua_QCA, 5660190]
[paragraph, [29.0, 976.0, 775.0, 18.0], Oj4zua_QCA, 5660190]
[paragraph, [29.0, 994.0, 775.0, 18.0], Oj4zua_QCA, 5660190]
[paragraph, [29.0, 1012.0, 775.0, 18.0], Oj4zua_QCA, 5660190]
[paragraph, [29.0, 1030.0, 775.0, 18.0], Oj4zua_QCA, 5660190]
[paragraph, [29.0, 1048.0, 775.0, 18.0], Oj4zua_QCA, 5660190]
[paragraph, [29.0, 1066.0, 775.0, 18.0], Oj4zua_QCA, 5660190]
[paragraph, [29.0, 1084.0, 775.0, 18.0], Oj4zua_QCA, 5660190]
[paragraph, [29.0, 1102.0, 775.0, 18.0], Oj4zua_QCA, 5660190]
[paragraph, [29.0, 1120.0, 775.0, 18.0], Oj4zua_QCA, 5660190]
[paragraph, [29.0, 1138.0, 775.0, 18.0], Oj4zua_QCA, 5660190]
[paragraph, [29.0, 1156.0, 775.0, 18.0], Oj4zua_QCA, 5660190]
[paragraph, [29.0, 1174.0, 775.0, 18.0], Oj4zua_QCA, 5660190]
[author, [31.0, 1207.0, 167.0, 18.0], qYw5oz2JVL, 5660190]
[author, [31.0, 1225.0, 167.0, 18.0], qYw5oz2JVL, 5660190]
[folio, [0.0, 1253.0, 842.0, 18.0], 9kWcHWztUR, 5660190]
[folio, [0.0, 1271.0, 842.0, 18.0], 9kWcHWztUR, 5660190]
[folio, [0.0, 1289.0, 842.0, 18.0], 9kWcHWztUR, 5660190]
[website-link, [146.0, 1293.0, 233.0, 18.0], NGEwaAyi4e, 5660190]
[website-link, [473.0, 1293.0, 216.0, 18.0], LIH2qWXsnm, 5660190]
