[1754, 1241]
[folio, [170.0, 75.0, 901.0, 36.0], shoonya_0sQ2VSINYQVUU7, 6477053]
[ordered-list, [133.0, 1471.0, 997.0, 36.0], shoonya_1s9ZM7AFZ39ENV, 6477053]
[ordered-list, [133.0, 1507.0, 997.0, 36.0], shoonya_1s9ZM7AFZ39ENV, 6477053]
[ordered-list, [133.0, 1543.0, 997.0, 36.0], shoonya_1s9ZM7AFZ39ENV, 6477053]
[sub-ordered-list, [175.0, 311.0, 932.0, 36.0], Pgz8wB87On, 6477053]
[sub-ordered-list, [175.0, 347.0, 932.0, 36.0], Pgz8wB87On, 6477053]
[sub-ordered-list, [175.0, 383.0, 932.0, 36.0], Pgz8wB87On, 6477053]
[sub-ordered-list, [175.0, 419.0, 932.0, 36.0], Pgz8wB87On, 6477053]
[sub-ordered-list, [175.0, 455.0, 932.0, 36.0], Pgz8wB87On, 6477053]
[sub-ordered-list, [175.0, 491.0, 932.0, 36.0], Pgz8wB87On, 6477053]
[sub-ordered-list, [175.0, 527.0, 932.0, 36.0], Pgz8wB87On, 6477053]
[sub-ordered-list, [175.0, 563.0, 932.0, 36.0], Pgz8wB87On, 6477053]
[sub-ordered-list, [175.0, 599.0, 932.0, 36.0], Pgz8wB87On, 6477053]
[sub-ordered-list, [175.0, 635.0, 932.0, 36.0], Pgz8wB87On, 6477053]
[subsub-ordered-list, [221.0, 365.0, 876.0, 18.0], cZi_pHFB0B, 6477053]
[subsub-ordered-list, [221.0, 383.0, 876.0, 18.0], cZi_pHFB0B, 6477053]
[subsub-ordered-list, [221.0, 401.0, 876.0, 18.0], cZi_pHFB0B, 6477053]
[subsub-ordered-list, [221.0, 419.0, 876.0, 18.0], cZi_pHFB0B, 6477053]
[subsub-ordered-list, [221.0, 437.0, 876.0, 18.0], cZi_pHFB0B, 6477053]
[subsub-ordered-list, [221.0, 455.0, 876.0, 18.0], cZi_pHFB0B, 6477053]
[subsub-ordered-list, [221.0, 473.0, 876.0, 18.0], cZi_pHFB0B, 6477053]
[subsub-ordered-list, [218.0, 564.0, 409.0, 18.0], e0bK6IipmT, 6477053]
[subsub-ordered-list, [218.0, 582.0, 409.0, 18.0], e0bK6IipmT, 6477053]
[subsub-ordered-list, [218.0, 600.0, 409.0, 18.0], e0bK6IipmT, 6477053]
[subsub-ordered-list, [218.0, 618.0, 409.0, 18.0], e0bK6IipmT, 6477053]
[sub-ordered-list, [182.0, 740.0, 929.0, 36.0], WqQbqCRO-S, 6477053]
[sub-ordered-list, [182.0, 776.0, 929.0, 36.0], WqQbqCRO-S, 6477053]
[sub-ordered-list, [182.0, 812.0, 929.0, 36.0], WqQbqCRO-S, 6477053]
[sub-ordered-list, [182.0, 848.0, 929.0, 36.0], WqQbqCRO-S, 6477053]
[sub-ordered-list, [182.0, 884.0, 929.0, 36.0], WqQbqCRO-S, 6477053]
[sub-ordered-list, [182.0, 920.0, 929.0, 36.0], WqQbqCRO-S, 6477053]
[sub-ordered-list, [182.0, 956.0, 929.0, 36.0], WqQbqCRO-S, 6477053]
[sub-ordered-list, [182.0, 992.0, 929.0, 36.0], WqQbqCRO-S, 6477053]
[sub-ordered-list, [182.0, 1028.0, 929.0, 36.0], WqQbqCRO-S, 6477053]
[sub-ordered-list, [182.0, 1064.0, 929.0, 36.0], WqQbqCRO-S, 6477053]
[sub-ordered-list, [182.0, 1100.0, 929.0, 36.0], WqQbqCRO-S, 6477053]
[sub-ordered-list, [182.0, 1136.0, 929.0, 36.0], WqQbqCRO-S, 6477053]
[sub-ordered-list, [182.0, 1172.0, 929.0, 36.0], WqQbqCRO-S, 6477053]
[subsub-ordered-list, [220.0, 914.0, 881.0, 18.0], IOB33ET1sd, 6477053]
[subsub-ordered-list, [220.0, 932.0, 881.0, 18.0], IOB33ET1sd, 6477053]
[subsub-ordered-list, [220.0, 950.0, 881.0, 18.0], IOB33ET1sd, 6477053]
[subsub-ordered-list, [220.0, 968.0, 881.0, 18.0], IOB33ET1sd, 6477053]
[subsub-ordered-list, [220.0, 986.0, 881.0, 18.0], IOB33ET1sd, 6477053]
[subsub-ordered-list, [220.0, 1004.0, 881.0, 18.0], IOB33ET1sd, 6477053]
[subsub-ordered-list, [220.0, 1022.0, 881.0, 18.0], IOB33ET1sd, 6477053]
[subsub-ordered-list, [220.0, 1040.0, 881.0, 18.0], IOB33ET1sd, 6477053]
[subsub-ordered-list, [220.0, 1058.0, 881.0, 18.0], IOB33ET1sd, 6477053]
[subsub-ordered-list, [220.0, 1076.0, 881.0, 18.0], IOB33ET1sd, 6477053]
[subsub-ordered-list, [220.0, 1094.0, 881.0, 18.0], IOB33ET1sd, 6477053]
[subsub-ordered-list, [220.0, 1112.0, 881.0, 18.0], IOB33ET1sd, 6477053]
[subsub-ordered-list, [220.0, 1130.0, 881.0, 18.0], IOB33ET1sd, 6477053]
[subsub-ordered-list, [220.0, 1148.0, 881.0, 18.0], IOB33ET1sd, 6477053]
[subsub-ordered-list, [220.0, 1166.0, 881.0, 18.0], IOB33ET1sd, 6477053]
[subsub-ordered-list, [220.0, 1184.0, 881.0, 18.0], IOB33ET1sd, 6477053]
[subsub-ordered-list, [220.0, 1202.0, 881.0, 18.0], IOB33ET1sd, 6477053]
[sub-ordered-list, [171.0, 1287.0, 931.0, 36.0], shoonya_2sWW6B5HCSDQQV, 6477053]
[sub-ordered-list, [171.0, 1323.0, 931.0, 36.0], shoonya_2sWW6B5HCSDQQV, 6477053]
[sub-ordered-list, [171.0, 1359.0, 931.0, 36.0], shoonya_2sWW6B5HCSDQQV, 6477053]
[sub-ordered-list, [171.0, 1395.0, 931.0, 36.0], shoonya_2sWW6B5HCSDQQV, 6477053]
[sub-ordered-list, [171.0, 1431.0, 931.0, 36.0], shoonya_2sWW6B5HCSDQQV, 6477053]
[sub-ordered-list, [171.0, 1467.0, 931.0, 36.0], shoonya_2sWW6B5HCSDQQV, 6477053]
[sub-ordered-list, [171.0, 1503.0, 931.0, 36.0], shoonya_2sWW6B5HCSDQQV, 6477053]
[sub-ordered-list, [171.0, 1539.0, 931.0, 36.0], shoonya_2sWW6B5HCSDQQV, 6477053]
