[1468, 909]
[headline, [336.0, 76.0, 301.0, 25.5], HvLiE_bB5K, 5770444]
[paragraph, [459.0, 260.0, 373.0, 18.0], BcU4n2cyQN, 5770444]
[paragraph, [459.0, 278.0, 373.0, 18.0], BcU4n2cyQN, 5770444]
[paragraph, [459.0, 296.0, 373.0, 18.0], BcU4n2cyQN, 5770444]
[paragraph, [459.0, 314.0, 373.0, 18.0], BcU4n2cyQN, 5770444]
[paragraph, [459.0, 332.0, 373.0, 18.0], BcU4n2cyQN, 5770444]
[paragraph, [459.0, 350.0, 373.0, 18.0], BcU4n2cyQN, 5770444]
[paragraph, [459.0, 368.0, 373.0, 18.0], BcU4n2cyQN, 5770444]
[paragraph, [459.0, 386.0, 373.0, 18.0], BcU4n2cyQN, 5770444]
[paragraph, [459.0, 404.0, 373.0, 18.0], BcU4n2cyQN, 5770444]
[paragraph, [459.0, 422.0, 373.0, 18.0], BcU4n2cyQN, 5770444]
[paragraph, [459.0, 440.0, 373.0, 18.0], BcU4n2cyQN, 5770444]
[paragraph, [459.0, 458.0, 373.0, 18.0], BcU4n2cyQN, 5770444]
[paragraph, [459.0, 476.0, 373.0, 18.0], BcU4n2cyQN, 5770444]
[paragraph, [459.0, 494.0, 373.0, 18.0], BcU4n2cyQN, 5770444]
[paragraph, [459.0, 512.0, 373.0, 18.0], BcU4n2cyQN, 5770444]
[paragraph, [459.0, 530.0, 373.0, 18.0], BcU4n2cyQN, 5770444]
[paragraph, [459.0, 548.0, 373.0, 18.0], BcU4n2cyQN, 5770444]
[paragraph, [459.0, 566.0, 373.0, 18.0], BcU4n2cyQN, 5770444]
[paragraph, [459.0, 584.0, 373.0, 18.0], BcU4n2cyQN, 5770444]
[paragraph, [459.0, 602.0, 373.0, 18.0], BcU4n2cyQN, 5770444]
[paragraph, [459.0, 620.0, 373.0, 18.0], BcU4n2cyQN, 5770444]
[paragraph, [459.0, 638.0, 373.0, 18.0], BcU4n2cyQN, 5770444]
[paragraph, [72.0, 551.0, 377.0, 18.0], jy1WfND-gY, 5770444]
[paragraph, [72.0, 569.0, 377.0, 18.0], jy1WfND-gY, 5770444]
[paragraph, [72.0, 587.0, 377.0, 18.0], jy1WfND-gY, 5770444]
[paragraph, [72.0, 605.0, 377.0, 18.0], jy1WfND-gY, 5770444]
[paragraph, [72.0, 623.0, 377.0, 18.0], jy1WfND-gY, 5770444]
[paragraph, [72.0, 641.0, 377.0, 18.0], jy1WfND-gY, 5770444]
[paragraph, [72.0, 659.0, 377.0, 18.0], jy1WfND-gY, 5770444]
[paragraph, [72.0, 677.0, 377.0, 18.0], jy1WfND-gY, 5770444]
[paragraph, [72.0, 695.0, 377.0, 18.0], jy1WfND-gY, 5770444]
[paragraph, [72.0, 713.0, 377.0, 18.0], jy1WfND-gY, 5770444]
[paragraph, [72.0, 731.0, 377.0, 18.0], jy1WfND-gY, 5770444]
[paragraph, [72.0, 749.0, 377.0, 18.0], jy1WfND-gY, 5770444]
[paragraph, [72.0, 767.0, 377.0, 18.0], jy1WfND-gY, 5770444]
[paragraph, [72.0, 785.0, 377.0, 18.0], jy1WfND-gY, 5770444]
[paragraph, [72.0, 803.0, 377.0, 18.0], jy1WfND-gY, 5770444]
[paragraph, [72.0, 821.0, 377.0, 18.0], jy1WfND-gY, 5770444]
[paragraph, [72.0, 839.0, 377.0, 18.0], jy1WfND-gY, 5770444]
[paragraph, [72.0, 857.0, 377.0, 18.0], jy1WfND-gY, 5770444]
[paragraph, [72.0, 875.0, 377.0, 18.0], jy1WfND-gY, 5770444]
[paragraph, [72.0, 893.0, 377.0, 18.0], jy1WfND-gY, 5770444]
[paragraph, [72.0, 911.0, 377.0, 18.0], jy1WfND-gY, 5770444]
[paragraph, [72.0, 929.0, 377.0, 18.0], jy1WfND-gY, 5770444]
[paragraph, [72.0, 947.0, 377.0, 18.0], jy1WfND-gY, 5770444]
[paragraph, [72.0, 965.0, 377.0, 18.0], jy1WfND-gY, 5770444]
[paragraph, [72.0, 983.0, 377.0, 18.0], jy1WfND-gY, 5770444]
[paragraph, [72.0, 1001.0, 377.0, 18.0], jy1WfND-gY, 5770444]
[paragraph, [72.0, 1019.0, 377.0, 18.0], jy1WfND-gY, 5770444]
[paragraph, [72.0, 1037.0, 377.0, 18.0], jy1WfND-gY, 5770444]
[paragraph, [72.0, 1055.0, 377.0, 18.0], jy1WfND-gY, 5770444]
[paragraph, [72.0, 1073.0, 377.0, 18.0], jy1WfND-gY, 5770444]
[paragraph, [72.0, 1091.0, 377.0, 18.0], jy1WfND-gY, 5770444]
[paragraph, [72.0, 1109.0, 377.0, 18.0], jy1WfND-gY, 5770444]
[paragraph, [72.0, 1127.0, 377.0, 18.0], jy1WfND-gY, 5770444]
[paragraph, [463.0, 661.0, 372.0, 18.0], jgVF1a0VR3, 5770444]
[paragraph, [463.0, 679.0, 372.0, 18.0], jgVF1a0VR3, 5770444]
[paragraph, [463.0, 697.0, 372.0, 18.0], jgVF1a0VR3, 5770444]
[paragraph, [463.0, 715.0, 372.0, 18.0], jgVF1a0VR3, 5770444]
[paragraph, [463.0, 733.0, 372.0, 18.0], jgVF1a0VR3, 5770444]
[paragraph, [463.0, 751.0, 372.0, 18.0], jgVF1a0VR3, 5770444]
[paragraph, [463.0, 769.0, 372.0, 18.0], jgVF1a0VR3, 5770444]
[paragraph, [463.0, 787.0, 372.0, 18.0], jgVF1a0VR3, 5770444]
[paragraph, [463.0, 805.0, 372.0, 18.0], jgVF1a0VR3, 5770444]
[paragraph, [463.0, 823.0, 372.0, 18.0], jgVF1a0VR3, 5770444]
[paragraph, [463.0, 841.0, 372.0, 18.0], jgVF1a0VR3, 5770444]
[paragraph, [463.0, 859.0, 372.0, 18.0], jgVF1a0VR3, 5770444]
[paragraph, [463.0, 877.0, 372.0, 18.0], jgVF1a0VR3, 5770444]
[paragraph, [463.0, 895.0, 372.0, 18.0], jgVF1a0VR3, 5770444]
[paragraph, [463.0, 913.0, 372.0, 18.0], jgVF1a0VR3, 5770444]
[reference, [482.0, 924.0, 329.0, 18.0], 6rmdZthxBr, 5770444]
[section-title, [456.0, 952.0, 121.0, 30.0], 6Ef78PCr_r, 5770444]
[reference, [590.0, 955.0, 237.0, 18.0], 7lAvAyRceu, 5770444]
[reference, [460.0, 984.0, 140.0, 18.0], _z00EXLltk, 5770444]
[paragraph, [456.0, 1011.0, 384.0, 18.0], pw4iltpofU, 5770444]
[paragraph, [456.0, 1029.0, 384.0, 18.0], pw4iltpofU, 5770444]
[paragraph, [456.0, 1047.0, 384.0, 18.0], pw4iltpofU, 5770444]
[paragraph, [456.0, 1065.0, 384.0, 18.0], pw4iltpofU, 5770444]
[paragraph, [456.0, 1083.0, 384.0, 18.0], pw4iltpofU, 5770444]
[paragraph, [456.0, 1101.0, 384.0, 18.0], pw4iltpofU, 5770444]
[paragraph, [456.0, 1119.0, 384.0, 18.0], pw4iltpofU, 5770444]
[paragraph, [456.0, 1137.0, 384.0, 18.0], pw4iltpofU, 5770444]
[paragraph, [70.0, 1149.0, 392.0, 18.0], lWSnhOf0Hm, 5770444]
[paragraph, [70.0, 1167.0, 392.0, 18.0], lWSnhOf0Hm, 5770444]
[paragraph, [70.0, 1185.0, 392.0, 18.0], lWSnhOf0Hm, 5770444]
[paragraph, [70.0, 1203.0, 392.0, 18.0], lWSnhOf0Hm, 5770444]
[paragraph, [70.0, 1221.0, 392.0, 18.0], lWSnhOf0Hm, 5770444]
[paragraph, [70.0, 1239.0, 392.0, 18.0], lWSnhOf0Hm, 5770444]
[paragraph, [70.0, 1257.0, 392.0, 18.0], lWSnhOf0Hm, 5770444]
[paragraph, [70.0, 1275.0, 392.0, 18.0], lWSnhOf0Hm, 5770444]
[paragraph, [70.0, 1293.0, 392.0, 18.0], lWSnhOf0Hm, 5770444]
[paragraph, [70.0, 1311.0, 392.0, 18.0], lWSnhOf0Hm, 5770444]
[paragraph, [70.0, 1329.0, 392.0, 18.0], lWSnhOf0Hm, 5770444]
[paragraph, [70.0, 1347.0, 392.0, 18.0], lWSnhOf0Hm, 5770444]
[paragraph, [70.0, 1365.0, 392.0, 18.0], lWSnhOf0Hm, 5770444]
[paragraph, [464.0, 1158.0, 377.0, 18.0], moE7Kuvl0C, 5770444]
[paragraph, [464.0, 1176.0, 377.0, 18.0], moE7Kuvl0C, 5770444]
[paragraph, [464.0, 1194.0, 377.0, 18.0], moE7Kuvl0C, 5770444]
[paragraph, [464.0, 1212.0, 377.0, 18.0], moE7Kuvl0C, 5770444]
[paragraph, [464.0, 1230.0, 377.0, 18.0], moE7Kuvl0C, 5770444]
[paragraph, [464.0, 1248.0, 377.0, 18.0], moE7Kuvl0C, 5770444]
[paragraph, [476.0, 1270.0, 366.0, 18.0], TYCIfPCn9A, 5770444]
[paragraph, [476.0, 1288.0, 366.0, 18.0], TYCIfPCn9A, 5770444]
[paragraph, [476.0, 1306.0, 366.0, 18.0], TYCIfPCn9A, 5770444]
[paragraph, [476.0, 1324.0, 366.0, 18.0], TYCIfPCn9A, 5770444]
[paragraph, [476.0, 1342.0, 366.0, 18.0], TYCIfPCn9A, 5770444]
[paragraph, [476.0, 1360.0, 366.0, 18.0], TYCIfPCn9A, 5770444]
[paragraph, [476.0, 1378.0, 366.0, 18.0], TYCIfPCn9A, 5770444]
