[792, 612]
[paragraph, [74.0, 3.0, 152.0, 18.0], 2Ol34EZDdX, 6515847]
[paragraph, [230.0, 469.0, 154.0, 18.0], rPLJ2Bf6NY, 6515847]
[paragraph, [230.0, 487.0, 154.0, 18.0], rPLJ2Bf6NY, 6515847]
[paragraph, [230.0, 505.0, 154.0, 18.0], rPLJ2Bf6NY, 6515847]
[paragraph, [230.0, 523.0, 154.0, 18.0], rPLJ2Bf6NY, 6515847]
[paragraph, [230.0, 541.0, 154.0, 18.0], rPLJ2Bf6NY, 6515847]
[paragraph, [230.0, 559.0, 154.0, 18.0], rPLJ2Bf6NY, 6515847]
[paragraph, [230.0, 577.0, 154.0, 18.0], rPLJ2Bf6NY, 6515847]
[paragraph, [230.0, 595.0, 154.0, 18.0], rPLJ2Bf6NY, 6515847]
[paragraph, [74.0, 334.0, 152.0, 18.0], I8culbQJxl, 6515847]
[paragraph, [74.0, 352.0, 152.0, 18.0], I8culbQJxl, 6515847]
[paragraph, [74.0, 370.0, 152.0, 18.0], I8culbQJxl, 6515847]
[paragraph, [74.0, 406.0, 149.0, 18.0], TpuWguYpmb, 6515847]
[paragraph, [73.0, 436.0, 150.0, 18.0], ZNW4CmL-qS, 6515847]
[paragraph, [79.0, 465.0, 147.0, 18.0], FiBZkYQoaZ, 6515847]
[paragraph, [79.0, 483.0, 147.0, 18.0], FiBZkYQoaZ, 6515847]
[paragraph, [79.0, 501.0, 147.0, 18.0], FiBZkYQoaZ, 6515847]
[paragraph, [79.0, 519.0, 147.0, 18.0], FiBZkYQoaZ, 6515847]
[paragraph, [79.0, 537.0, 147.0, 18.0], FiBZkYQoaZ, 6515847]
[paragraph, [79.0, 555.0, 147.0, 18.0], FiBZkYQoaZ, 6515847]
[paragraph, [79.0, 573.0, 147.0, 18.0], FiBZkYQoaZ, 6515847]
[paragraph, [79.0, 591.0, 147.0, 18.0], FiBZkYQoaZ, 6515847]
[paragraph, [389.0, 484.0, 147.0, 18.0], op7xDVSxeI, 6515847]
[paragraph, [389.0, 502.0, 147.0, 18.0], op7xDVSxeI, 6515847]
[paragraph, [389.0, 520.0, 147.0, 18.0], op7xDVSxeI, 6515847]
[paragraph, [389.0, 538.0, 147.0, 18.0], op7xDVSxeI, 6515847]
[contact-info, [453.0, 556.0, 92.0, 18.0], VJ6-bfK_RE, 6515847]
[contact-info, [453.0, 574.0, 92.0, 18.0], VJ6-bfK_RE, 6515847]
[contact-info, [453.0, 592.0, 92.0, 18.0], VJ6-bfK_RE, 6515847]
[contact-info, [453.0, 610.0, 92.0, 18.0], VJ6-bfK_RE, 6515847]
