[1288, 732]
[folio, [562.0, 41.0, 110.0, 18.0], QcmauOavGv, 5782332]
[ordered-list, [13.0, 981.0, 670.0, 18.0], shoonya_0sP7QW6F9CMCBP, 5782332]
[ordered-list, [13.0, 999.0, 670.0, 18.0], shoonya_0sP7QW6F9CMCBP, 5782332]
[sub-ordered-list, [17.0, 217.0, 662.0, 18.0], t_gikqdM78, 5782332]
[sub-ordered-list, [17.0, 235.0, 662.0, 18.0], t_gikqdM78, 5782332]
[sub-ordered-list, [17.0, 253.0, 662.0, 18.0], t_gikqdM78, 5782332]
[sub-ordered-list, [17.0, 271.0, 662.0, 18.0], t_gikqdM78, 5782332]
[sub-ordered-list, [17.0, 289.0, 662.0, 18.0], t_gikqdM78, 5782332]
[sub-ordered-list, [17.0, 307.0, 662.0, 18.0], t_gikqdM78, 5782332]
[sub-ordered-list, [17.0, 325.0, 662.0, 18.0], t_gikqdM78, 5782332]
[sub-ordered-list, [17.0, 343.0, 662.0, 18.0], t_gikqdM78, 5782332]
[sub-ordered-list, [17.0, 361.0, 662.0, 18.0], t_gikqdM78, 5782332]
[sub-ordered-list, [17.0, 379.0, 662.0, 18.0], t_gikqdM78, 5782332]
[sub-ordered-list, [17.0, 397.0, 662.0, 18.0], t_gikqdM78, 5782332]
[sub-ordered-list, [17.0, 415.0, 662.0, 18.0], t_gikqdM78, 5782332]
[sub-ordered-list, [17.0, 433.0, 662.0, 18.0], t_gikqdM78, 5782332]
[sub-ordered-list, [17.0, 451.0, 662.0, 18.0], t_gikqdM78, 5782332]
[sub-ordered-list, [17.0, 469.0, 662.0, 18.0], t_gikqdM78, 5782332]
[sub-ordered-list, [17.0, 487.0, 662.0, 18.0], t_gikqdM78, 5782332]
[sub-ordered-list, [17.0, 505.0, 662.0, 18.0], t_gikqdM78, 5782332]
[sub-ordered-list, [17.0, 523.0, 662.0, 18.0], t_gikqdM78, 5782332]
[sub-ordered-list, [17.0, 541.0, 662.0, 18.0], t_gikqdM78, 5782332]
[sub-ordered-list, [17.0, 559.0, 662.0, 18.0], t_gikqdM78, 5782332]
[sub-ordered-list, [17.0, 577.0, 662.0, 18.0], t_gikqdM78, 5782332]
[sub-ordered-list, [17.0, 595.0, 662.0, 18.0], t_gikqdM78, 5782332]
[sub-ordered-list, [17.0, 613.0, 662.0, 18.0], t_gikqdM78, 5782332]
[sub-ordered-list, [17.0, 631.0, 662.0, 18.0], t_gikqdM78, 5782332]
[sub-ordered-list, [17.0, 649.0, 662.0, 18.0], t_gikqdM78, 5782332]
[sub-ordered-list, [17.0, 667.0, 662.0, 18.0], t_gikqdM78, 5782332]
[sub-ordered-list, [17.0, 685.0, 662.0, 18.0], t_gikqdM78, 5782332]
[sub-ordered-list, [17.0, 703.0, 662.0, 18.0], t_gikqdM78, 5782332]
[sub-ordered-list, [17.0, 721.0, 662.0, 18.0], t_gikqdM78, 5782332]
[sub-ordered-list, [17.0, 739.0, 662.0, 18.0], t_gikqdM78, 5782332]
[sub-ordered-list, [17.0, 757.0, 662.0, 18.0], t_gikqdM78, 5782332]
[sub-ordered-list, [17.0, 775.0, 662.0, 18.0], t_gikqdM78, 5782332]
[sub-ordered-list, [17.0, 793.0, 662.0, 18.0], t_gikqdM78, 5782332]
[sub-ordered-list, [17.0, 811.0, 662.0, 18.0], t_gikqdM78, 5782332]
[sub-ordered-list, [17.0, 829.0, 662.0, 18.0], t_gikqdM78, 5782332]
[sub-ordered-list, [17.0, 847.0, 662.0, 18.0], t_gikqdM78, 5782332]
[sub-ordered-list, [17.0, 865.0, 662.0, 18.0], t_gikqdM78, 5782332]
[sub-ordered-list, [17.0, 883.0, 662.0, 18.0], t_gikqdM78, 5782332]
[sub-ordered-list, [17.0, 901.0, 662.0, 18.0], t_gikqdM78, 5782332]
[sub-ordered-list, [17.0, 919.0, 662.0, 18.0], t_gikqdM78, 5782332]
[sub-ordered-list, [17.0, 937.0, 662.0, 18.0], t_gikqdM78, 5782332]
[sub-ordered-list, [17.0, 955.0, 662.0, 18.0], t_gikqdM78, 5782332]
[sub-ordered-list, [17.0, 973.0, 662.0, 18.0], t_gikqdM78, 5782332]
[sub-ordered-list, [17.0, 991.0, 662.0, 18.0], t_gikqdM78, 5782332]
[ordered-list, [13.0, 1029.0, 675.0, 18.0], sD90JyL0Zg, 5782332]
[ordered-list, [13.0, 1047.0, 675.0, 18.0], sD90JyL0Zg, 5782332]
[ordered-list, [13.0, 1065.0, 675.0, 18.0], sD90JyL0Zg, 5782332]
[ordered-list, [13.0, 1083.0, 675.0, 18.0], sD90JyL0Zg, 5782332]
[ordered-list, [13.0, 1101.0, 675.0, 18.0], sD90JyL0Zg, 5782332]
[ordered-list, [13.0, 1119.0, 675.0, 18.0], sD90JyL0Zg, 5782332]
[ordered-list, [13.0, 1137.0, 675.0, 18.0], sD90JyL0Zg, 5782332]
[ordered-list, [13.0, 1155.0, 675.0, 18.0], sD90JyL0Zg, 5782332]
[ordered-list, [13.0, 1173.0, 675.0, 18.0], sD90JyL0Zg, 5782332]
[ordered-list, [13.0, 1191.0, 675.0, 18.0], sD90JyL0Zg, 5782332]
[sub-ordered-list, [19.0, 1070.0, 660.0, 18.0], rLeUGvas48, 5782332]
[sub-ordered-list, [19.0, 1088.0, 660.0, 18.0], rLeUGvas48, 5782332]
[sub-ordered-list, [19.0, 1106.0, 660.0, 18.0], rLeUGvas48, 5782332]
[sub-ordered-list, [19.0, 1124.0, 660.0, 18.0], rLeUGvas48, 5782332]
[sub-ordered-list, [19.0, 1142.0, 660.0, 18.0], rLeUGvas48, 5782332]
[sub-ordered-list, [19.0, 1160.0, 660.0, 18.0], rLeUGvas48, 5782332]
[sub-ordered-list, [19.0, 1178.0, 660.0, 18.0], rLeUGvas48, 5782332]
[sub-ordered-list, [19.0, 1196.0, 660.0, 18.0], rLeUGvas48, 5782332]
[subsub-ordered-list, [21.0, 1167.0, 652.0, 18.0], Nr2mevwnzb, 5782332]
[subsub-ordered-list, [21.0, 1185.0, 652.0, 18.0], Nr2mevwnzb, 5782332]
