[1447, 1063]
[folio, [426.0, 54.0, 211.0, 18.0], shoonya_8s58Y9DAAG2TQO, 5762604]
[paragraph, [535.0, 757.0, 435.0, 18.0], shoonya_4sV1Q5X6YKTHJP, 5762604]
[paragraph, [535.0, 775.0, 435.0, 18.0], shoonya_4sV1Q5X6YKTHJP, 5762604]
[paragraph, [535.0, 793.0, 435.0, 18.0], shoonya_4sV1Q5X6YKTHJP, 5762604]
[paragraph, [535.0, 811.0, 435.0, 18.0], shoonya_4sV1Q5X6YKTHJP, 5762604]
[paragraph, [535.0, 829.0, 435.0, 18.0], shoonya_4sV1Q5X6YKTHJP, 5762604]
[paragraph, [535.0, 847.0, 435.0, 18.0], shoonya_4sV1Q5X6YKTHJP, 5762604]
[paragraph, [535.0, 865.0, 435.0, 18.0], shoonya_4sV1Q5X6YKTHJP, 5762604]
[paragraph, [535.0, 883.0, 435.0, 18.0], shoonya_4sV1Q5X6YKTHJP, 5762604]
[paragraph, [535.0, 901.0, 435.0, 18.0], shoonya_4sV1Q5X6YKTHJP, 5762604]
[paragraph, [96.0, 904.0, 428.0, 18.0], 5IimkBLMmg, 5762604]
