[872, 605]
[chapter-title, [277.0, 36.0, 75.0, 30.0], N2mJpkaKbZ, 6456806]
[ordered-list, [302.0, 708.0, 265.0, 18.0], shoonya_3sXGJAXMZLZDA6, 6456806]
[ordered-list, [302.0, 726.0, 265.0, 18.0], shoonya_3sXGJAXMZLZDA6, 6456806]
[ordered-list, [302.0, 744.0, 265.0, 18.0], shoonya_3sXGJAXMZLZDA6, 6456806]
[ordered-list, [302.0, 762.0, 265.0, 18.0], shoonya_3sXGJAXMZLZDA6, 6456806]
[ordered-list, [302.0, 780.0, 265.0, 18.0], shoonya_3sXGJAXMZLZDA6, 6456806]
[ordered-list, [302.0, 798.0, 265.0, 18.0], shoonya_3sXGJAXMZLZDA6, 6456806]
[ordered-list, [302.0, 816.0, 265.0, 18.0], shoonya_3sXGJAXMZLZDA6, 6456806]
[ordered-list, [30.0, 686.0, 268.0, 18.0], et4Y3_tFgq, 6456806]
[ordered-list, [30.0, 704.0, 268.0, 18.0], et4Y3_tFgq, 6456806]
[ordered-list, [30.0, 722.0, 268.0, 18.0], et4Y3_tFgq, 6456806]
[ordered-list, [30.0, 740.0, 268.0, 18.0], et4Y3_tFgq, 6456806]
[ordered-list, [30.0, 758.0, 268.0, 18.0], et4Y3_tFgq, 6456806]
[ordered-list, [30.0, 776.0, 268.0, 18.0], et4Y3_tFgq, 6456806]
[ordered-list, [30.0, 794.0, 268.0, 18.0], et4Y3_tFgq, 6456806]
[ordered-list, [30.0, 812.0, 268.0, 18.0], et4Y3_tFgq, 6456806]
