[2339, 1656]
[paragraph, [97.0, 63.0, 715.0, 36.0], shoonya_1sEQT29EYI18XZ, 5750009]
[paragraph, [97.0, 1215.0, 715.0, 36.0], shoonya_1sEQT29EYI18XZ, 5750009]
[paragraph, [97.0, 1251.0, 715.0, 36.0], shoonya_1sEQT29EYI18XZ, 5750009]
[paragraph, [97.0, 1287.0, 715.0, 36.0], shoonya_1sEQT29EYI18XZ, 5750009]
[paragraph, [97.0, 1323.0, 715.0, 36.0], shoonya_1sEQT29EYI18XZ, 5750009]
[paragraph, [97.0, 1359.0, 715.0, 36.0], shoonya_1sEQT29EYI18XZ, 5750009]
[paragraph, [861.0, 70.0, 661.0, 36.0], shoonya_3sIOJRZFIWNQ71, 5750009]
[paragraph, [861.0, 106.0, 661.0, 36.0], shoonya_3sIOJRZFIWNQ71, 5750009]
[paragraph, [861.0, 142.0, 661.0, 36.0], shoonya_3sIOJRZFIWNQ71, 5750009]
[paragraph, [861.0, 178.0, 661.0, 36.0], shoonya_3sIOJRZFIWNQ71, 5750009]
[paragraph, [835.0, 256.0, 712.0, 36.0], shoonya_8sD6MULMEG4514, 5750009]
[paragraph, [835.0, 292.0, 712.0, 36.0], shoonya_8sD6MULMEG4514, 5750009]
[paragraph, [835.0, 328.0, 712.0, 36.0], shoonya_8sD6MULMEG4514, 5750009]
[paragraph, [835.0, 364.0, 712.0, 36.0], shoonya_8sD6MULMEG4514, 5750009]
[paragraph, [835.0, 400.0, 712.0, 36.0], shoonya_8sD6MULMEG4514, 5750009]
[paragraph, [835.0, 436.0, 712.0, 36.0], shoonya_8sD6MULMEG4514, 5750009]
[paragraph, [835.0, 472.0, 712.0, 36.0], shoonya_8sD6MULMEG4514, 5750009]
[paragraph, [835.0, 508.0, 712.0, 36.0], shoonya_8sD6MULMEG4514, 5750009]
[paragraph, [832.0, 573.0, 714.0, 36.0], shoonya_9sL20UGUDNUJA6, 5750009]
[paragraph, [832.0, 609.0, 714.0, 36.0], shoonya_9sL20UGUDNUJA6, 5750009]
[paragraph, [832.0, 645.0, 714.0, 36.0], shoonya_9sL20UGUDNUJA6, 5750009]
[paragraph, [832.0, 681.0, 714.0, 36.0], shoonya_9sL20UGUDNUJA6, 5750009]
[paragraph, [832.0, 717.0, 714.0, 36.0], shoonya_9sL20UGUDNUJA6, 5750009]
[paragraph, [832.0, 753.0, 714.0, 36.0], shoonya_9sL20UGUDNUJA6, 5750009]
[paragraph, [832.0, 789.0, 714.0, 36.0], shoonya_9sL20UGUDNUJA6, 5750009]
[paragraph, [832.0, 825.0, 714.0, 36.0], shoonya_9sL20UGUDNUJA6, 5750009]
[paragraph, [834.0, 887.0, 686.0, 36.0], shoonya_2sV6CVXXXIQTFR, 5750009]
[paragraph, [834.0, 923.0, 686.0, 36.0], shoonya_2sV6CVXXXIQTFR, 5750009]
[paragraph, [834.0, 959.0, 686.0, 36.0], shoonya_2sV6CVXXXIQTFR, 5750009]
[paragraph, [834.0, 995.0, 686.0, 36.0], shoonya_2sV6CVXXXIQTFR, 5750009]
[paragraph, [834.0, 1031.0, 686.0, 36.0], shoonya_2sV6CVXXXIQTFR, 5750009]
[paragraph, [834.0, 1067.0, 686.0, 36.0], shoonya_2sV6CVXXXIQTFR, 5750009]
[paragraph, [836.0, 1134.0, 713.0, 36.0], shoonya_7s1LB2S1KSB1HO, 5750009]
[paragraph, [836.0, 1170.0, 713.0, 36.0], shoonya_7s1LB2S1KSB1HO, 5750009]
[paragraph, [836.0, 1206.0, 713.0, 36.0], shoonya_7s1LB2S1KSB1HO, 5750009]
[paragraph, [836.0, 1242.0, 713.0, 36.0], shoonya_7s1LB2S1KSB1HO, 5750009]
[paragraph, [836.0, 1278.0, 713.0, 36.0], shoonya_7s1LB2S1KSB1HO, 5750009]
[paragraph, [836.0, 1314.0, 713.0, 36.0], shoonya_7s1LB2S1KSB1HO, 5750009]
[paragraph, [836.0, 1350.0, 713.0, 36.0], shoonya_7s1LB2S1KSB1HO, 5750009]
[paragraph, [836.0, 1386.0, 713.0, 36.0], shoonya_7s1LB2S1KSB1HO, 5750009]
[paragraph, [78.0, 1409.0, 722.0, 36.0], A9WjVX5vB9, 5750009]
[paragraph, [78.0, 1445.0, 722.0, 36.0], A9WjVX5vB9, 5750009]
[paragraph, [78.0, 1481.0, 722.0, 36.0], A9WjVX5vB9, 5750009]
[paragraph, [78.0, 1517.0, 722.0, 36.0], A9WjVX5vB9, 5750009]
[paragraph, [78.0, 1553.0, 722.0, 36.0], A9WjVX5vB9, 5750009]
[paragraph, [78.0, 1589.0, 722.0, 36.0], A9WjVX5vB9, 5750009]
[paragraph, [78.0, 1625.0, 722.0, 36.0], A9WjVX5vB9, 5750009]
[paragraph, [78.0, 1661.0, 722.0, 36.0], A9WjVX5vB9, 5750009]
[paragraph, [833.0, 1448.0, 709.0, 36.0], shoonya_0s1R6R768ZHF3B, 5750009]
[paragraph, [833.0, 1484.0, 709.0, 36.0], shoonya_0s1R6R768ZHF3B, 5750009]
[paragraph, [833.0, 1520.0, 709.0, 36.0], shoonya_0s1R6R768ZHF3B, 5750009]
[paragraph, [833.0, 1556.0, 709.0, 36.0], shoonya_0s1R6R768ZHF3B, 5750009]
[paragraph, [833.0, 1592.0, 709.0, 36.0], shoonya_0s1R6R768ZHF3B, 5750009]
[paragraph, [833.0, 1628.0, 709.0, 36.0], shoonya_0s1R6R768ZHF3B, 5750009]
[paragraph, [833.0, 1664.0, 709.0, 36.0], shoonya_0s1R6R768ZHF3B, 5750009]
[paragraph, [833.0, 1700.0, 709.0, 36.0], shoonya_0s1R6R768ZHF3B, 5750009]
[paragraph, [833.0, 1736.0, 709.0, 36.0], shoonya_0s1R6R768ZHF3B, 5750009]
[paragraph, [833.0, 1772.0, 709.0, 36.0], shoonya_0s1R6R768ZHF3B, 5750009]
[paragraph, [833.0, 1808.0, 709.0, 36.0], shoonya_0s1R6R768ZHF3B, 5750009]
[paragraph, [833.0, 1844.0, 709.0, 36.0], shoonya_0s1R6R768ZHF3B, 5750009]
[paragraph, [833.0, 1880.0, 709.0, 36.0], shoonya_0s1R6R768ZHF3B, 5750009]
[paragraph, [833.0, 1916.0, 709.0, 36.0], shoonya_0s1R6R768ZHF3B, 5750009]
[paragraph, [833.0, 1952.0, 709.0, 36.0], shoonya_0s1R6R768ZHF3B, 5750009]
[paragraph, [833.0, 1988.0, 709.0, 36.0], shoonya_0s1R6R768ZHF3B, 5750009]
[paragraph, [833.0, 2024.0, 709.0, 36.0], shoonya_0s1R6R768ZHF3B, 5750009]
[paragraph, [96.0, 1729.0, 705.0, 36.0], shoonya_4s7F1A7YCSG3F6, 5750009]
[paragraph, [96.0, 1765.0, 705.0, 36.0], shoonya_4s7F1A7YCSG3F6, 5750009]
[paragraph, [96.0, 1801.0, 705.0, 36.0], shoonya_4s7F1A7YCSG3F6, 5750009]
[paragraph, [96.0, 1837.0, 705.0, 36.0], shoonya_4s7F1A7YCSG3F6, 5750009]
[paragraph, [96.0, 1873.0, 705.0, 36.0], shoonya_4s7F1A7YCSG3F6, 5750009]
[paragraph, [96.0, 1909.0, 705.0, 36.0], shoonya_4s7F1A7YCSG3F6, 5750009]
[paragraph, [96.0, 1945.0, 705.0, 36.0], shoonya_4s7F1A7YCSG3F6, 5750009]
[paragraph, [97.0, 1993.0, 701.0, 36.0], shoonya_5s2KIQY35APFQY, 5750009]
[paragraph, [97.0, 2029.0, 701.0, 36.0], shoonya_5s2KIQY35APFQY, 5750009]
[paragraph, [97.0, 2065.0, 701.0, 36.0], shoonya_5s2KIQY35APFQY, 5750009]
