[1387, 987]
[paragraph, [65.0, 96.0, 845.0, 18.0], shoonya_0s0UBRYHALJFL6, 5651933]
[paragraph, [66.0, 1037.0, 824.0, 18.0], Kwk9frcgZ6, 5651933]
[paragraph, [66.0, 1055.0, 824.0, 18.0], Kwk9frcgZ6, 5651933]
[paragraph, [66.0, 1073.0, 824.0, 18.0], Kwk9frcgZ6, 5651933]
[paragraph, [66.0, 1091.0, 824.0, 18.0], Kwk9frcgZ6, 5651933]
[paragraph, [66.0, 1109.0, 824.0, 18.0], Kwk9frcgZ6, 5651933]
[paragraph, [66.0, 1127.0, 824.0, 18.0], Kwk9frcgZ6, 5651933]
[paragraph, [66.0, 1145.0, 824.0, 18.0], Kwk9frcgZ6, 5651933]
[paragraph, [75.0, 1173.0, 823.0, 18.0], hkjUAuhrxA, 5651933]
[paragraph, [75.0, 1191.0, 823.0, 18.0], hkjUAuhrxA, 5651933]
[paragraph, [75.0, 1209.0, 823.0, 18.0], hkjUAuhrxA, 5651933]
[paragraph, [75.0, 1227.0, 823.0, 18.0], hkjUAuhrxA, 5651933]
