[1388, 886]
[folio, [372.0, 64.0, 229.0, 18.0], K5uyY3v0Z8, 5742143]
[paragraph, [14.0, 455.0, 413.0, 18.0], shoonya_2sYEWVBBG5A9XU, 5742143]
[paragraph, [14.0, 473.0, 413.0, 18.0], shoonya_2sYEWVBBG5A9XU, 5742143]
[paragraph, [14.0, 491.0, 413.0, 18.0], shoonya_2sYEWVBBG5A9XU, 5742143]
[paragraph, [14.0, 509.0, 413.0, 18.0], shoonya_2sYEWVBBG5A9XU, 5742143]
[paragraph, [14.0, 527.0, 413.0, 18.0], shoonya_2sYEWVBBG5A9XU, 5742143]
[paragraph, [14.0, 545.0, 413.0, 18.0], shoonya_2sYEWVBBG5A9XU, 5742143]
[paragraph, [14.0, 563.0, 413.0, 18.0], shoonya_2sYEWVBBG5A9XU, 5742143]
[paragraph, [14.0, 581.0, 413.0, 18.0], shoonya_2sYEWVBBG5A9XU, 5742143]
[paragraph, [14.0, 599.0, 413.0, 18.0], shoonya_2sYEWVBBG5A9XU, 5742143]
[paragraph, [14.0, 617.0, 413.0, 18.0], shoonya_2sYEWVBBG5A9XU, 5742143]
[paragraph, [14.0, 635.0, 413.0, 18.0], shoonya_2sYEWVBBG5A9XU, 5742143]
[paragraph, [14.0, 653.0, 413.0, 18.0], shoonya_2sYEWVBBG5A9XU, 5742143]
[paragraph, [446.0, 493.0, 419.0, 18.0], qzuB-jw_Vy, 5742143]
[paragraph, [446.0, 511.0, 419.0, 18.0], qzuB-jw_Vy, 5742143]
[paragraph, [446.0, 529.0, 419.0, 18.0], qzuB-jw_Vy, 5742143]
[paragraph, [446.0, 547.0, 419.0, 18.0], qzuB-jw_Vy, 5742143]
[paragraph, [446.0, 565.0, 419.0, 18.0], qzuB-jw_Vy, 5742143]
[paragraph, [446.0, 583.0, 419.0, 18.0], qzuB-jw_Vy, 5742143]
[paragraph, [446.0, 601.0, 419.0, 18.0], qzuB-jw_Vy, 5742143]
[paragraph, [446.0, 619.0, 419.0, 18.0], qzuB-jw_Vy, 5742143]
[paragraph, [446.0, 637.0, 419.0, 18.0], qzuB-jw_Vy, 5742143]
[paragraph, [446.0, 655.0, 419.0, 18.0], qzuB-jw_Vy, 5742143]
[paragraph, [446.0, 673.0, 419.0, 18.0], qzuB-jw_Vy, 5742143]
[paragraph, [446.0, 691.0, 419.0, 18.0], qzuB-jw_Vy, 5742143]
[paragraph, [446.0, 709.0, 419.0, 18.0], qzuB-jw_Vy, 5742143]
[paragraph, [446.0, 727.0, 419.0, 18.0], qzuB-jw_Vy, 5742143]
[paragraph, [446.0, 745.0, 419.0, 18.0], qzuB-jw_Vy, 5742143]
[paragraph, [446.0, 763.0, 419.0, 18.0], qzuB-jw_Vy, 5742143]
[paragraph, [446.0, 781.0, 419.0, 18.0], qzuB-jw_Vy, 5742143]
[paragraph, [446.0, 799.0, 419.0, 18.0], qzuB-jw_Vy, 5742143]
[paragraph, [446.0, 817.0, 419.0, 18.0], qzuB-jw_Vy, 5742143]
[paragraph, [23.0, 669.0, 418.0, 18.0], nt1dl9hi96, 5742143]
[paragraph, [23.0, 687.0, 418.0, 18.0], nt1dl9hi96, 5742143]
[paragraph, [23.0, 705.0, 418.0, 18.0], nt1dl9hi96, 5742143]
[paragraph, [23.0, 723.0, 418.0, 18.0], nt1dl9hi96, 5742143]
[paragraph, [23.0, 741.0, 418.0, 18.0], nt1dl9hi96, 5742143]
[paragraph, [23.0, 759.0, 418.0, 18.0], nt1dl9hi96, 5742143]
[paragraph, [23.0, 777.0, 418.0, 18.0], nt1dl9hi96, 5742143]
[paragraph, [23.0, 795.0, 418.0, 18.0], nt1dl9hi96, 5742143]
[paragraph, [23.0, 813.0, 418.0, 18.0], nt1dl9hi96, 5742143]
[paragraph, [23.0, 831.0, 418.0, 18.0], nt1dl9hi96, 5742143]
[paragraph, [23.0, 849.0, 418.0, 18.0], nt1dl9hi96, 5742143]
[paragraph, [23.0, 867.0, 418.0, 18.0], nt1dl9hi96, 5742143]
[paragraph, [23.0, 885.0, 418.0, 18.0], nt1dl9hi96, 5742143]
[paragraph, [23.0, 903.0, 418.0, 18.0], nt1dl9hi96, 5742143]
[paragraph, [23.0, 921.0, 418.0, 18.0], nt1dl9hi96, 5742143]
[paragraph, [23.0, 939.0, 418.0, 18.0], nt1dl9hi96, 5742143]
[paragraph, [23.0, 957.0, 418.0, 18.0], nt1dl9hi96, 5742143]
[paragraph, [23.0, 975.0, 418.0, 18.0], nt1dl9hi96, 5742143]
[paragraph, [23.0, 993.0, 418.0, 18.0], nt1dl9hi96, 5742143]
[paragraph, [23.0, 1011.0, 418.0, 18.0], nt1dl9hi96, 5742143]
[paragraph, [23.0, 1029.0, 418.0, 18.0], nt1dl9hi96, 5742143]
[paragraph, [23.0, 1047.0, 418.0, 18.0], nt1dl9hi96, 5742143]
[paragraph, [23.0, 1065.0, 418.0, 18.0], nt1dl9hi96, 5742143]
[paragraph, [23.0, 1083.0, 418.0, 18.0], nt1dl9hi96, 5742143]
[paragraph, [23.0, 1101.0, 418.0, 18.0], nt1dl9hi96, 5742143]
[paragraph, [23.0, 1119.0, 418.0, 18.0], nt1dl9hi96, 5742143]
[paragraph, [23.0, 1137.0, 418.0, 18.0], nt1dl9hi96, 5742143]
[paragraph, [23.0, 1155.0, 418.0, 18.0], nt1dl9hi96, 5742143]
[paragraph, [23.0, 1173.0, 418.0, 18.0], nt1dl9hi96, 5742143]
[paragraph, [23.0, 1191.0, 418.0, 18.0], nt1dl9hi96, 5742143]
[paragraph, [23.0, 1209.0, 418.0, 18.0], nt1dl9hi96, 5742143]
[paragraph, [23.0, 1227.0, 418.0, 18.0], nt1dl9hi96, 5742143]
[paragraph, [23.0, 1245.0, 418.0, 18.0], nt1dl9hi96, 5742143]
[paragraph, [23.0, 1263.0, 418.0, 18.0], nt1dl9hi96, 5742143]
[paragraph, [23.0, 1281.0, 418.0, 18.0], nt1dl9hi96, 5742143]
[paragraph, [23.0, 1299.0, 418.0, 18.0], nt1dl9hi96, 5742143]
[paragraph, [450.0, 849.0, 419.0, 18.0], ImdC0tTM5P, 5742143]
[paragraph, [450.0, 867.0, 419.0, 18.0], ImdC0tTM5P, 5742143]
[paragraph, [450.0, 885.0, 419.0, 18.0], ImdC0tTM5P, 5742143]
[paragraph, [450.0, 903.0, 419.0, 18.0], ImdC0tTM5P, 5742143]
[paragraph, [450.0, 921.0, 419.0, 18.0], ImdC0tTM5P, 5742143]
[paragraph, [450.0, 939.0, 419.0, 18.0], ImdC0tTM5P, 5742143]
[paragraph, [450.0, 957.0, 419.0, 18.0], ImdC0tTM5P, 5742143]
[paragraph, [450.0, 975.0, 419.0, 18.0], ImdC0tTM5P, 5742143]
[paragraph, [450.0, 993.0, 419.0, 18.0], ImdC0tTM5P, 5742143]
[paragraph, [450.0, 1011.0, 419.0, 18.0], ImdC0tTM5P, 5742143]
[paragraph, [450.0, 1029.0, 419.0, 18.0], ImdC0tTM5P, 5742143]
[paragraph, [450.0, 1047.0, 419.0, 18.0], ImdC0tTM5P, 5742143]
[paragraph, [450.0, 1065.0, 419.0, 18.0], ImdC0tTM5P, 5742143]
[paragraph, [450.0, 1083.0, 419.0, 18.0], ImdC0tTM5P, 5742143]
[paragraph, [450.0, 1101.0, 419.0, 18.0], ImdC0tTM5P, 5742143]
[paragraph, [450.0, 1119.0, 419.0, 18.0], ImdC0tTM5P, 5742143]
[paragraph, [450.0, 1137.0, 419.0, 18.0], ImdC0tTM5P, 5742143]
[paragraph, [450.0, 1155.0, 419.0, 18.0], ImdC0tTM5P, 5742143]
[paragraph, [450.0, 1173.0, 419.0, 18.0], ImdC0tTM5P, 5742143]
[paragraph, [450.0, 1191.0, 419.0, 18.0], ImdC0tTM5P, 5742143]
[paragraph, [450.0, 1209.0, 419.0, 18.0], ImdC0tTM5P, 5742143]
[paragraph, [450.0, 1227.0, 419.0, 18.0], ImdC0tTM5P, 5742143]
[paragraph, [450.0, 1245.0, 419.0, 18.0], ImdC0tTM5P, 5742143]
[author, [647.0, 1277.0, 209.0, 18.0], shoonya_0sNJDA0MQH2KBK, 5742143]
[footnote, [574.0, 1352.0, 259.0, 18.0], ZBWxxIscrJ, 5742143]
