[1818, 1374]
[folio, [479.0, 132.0, 410.0, 36.0], J9bqtaIUw1, 5683128]
[paragraph, [112.0, 1476.0, 565.0, 36.0], shoonya_0s1ZG4QNRLTGXE, 5683128]
[paragraph, [112.0, 1512.0, 565.0, 36.0], shoonya_0s1ZG4QNRLTGXE, 5683128]
[paragraph, [112.0, 1548.0, 565.0, 36.0], shoonya_0s1ZG4QNRLTGXE, 5683128]
[paragraph, [112.0, 1584.0, 565.0, 36.0], shoonya_0s1ZG4QNRLTGXE, 5683128]
[paragraph, [706.0, 756.0, 559.0, 36.0], shoonya_2sOVFR4N8W83JO, 5683128]
[paragraph, [706.0, 792.0, 559.0, 36.0], shoonya_2sOVFR4N8W83JO, 5683128]
[paragraph, [700.0, 840.0, 558.0, 36.0], shoonya_3s5XZIETX934WZ, 5683128]
[paragraph, [700.0, 876.0, 558.0, 36.0], shoonya_3s5XZIETX934WZ, 5683128]
[paragraph, [700.0, 912.0, 558.0, 36.0], shoonya_3s5XZIETX934WZ, 5683128]
[paragraph, [700.0, 948.0, 558.0, 36.0], shoonya_3s5XZIETX934WZ, 5683128]
[paragraph, [702.0, 1009.0, 558.0, 36.0], 7QI0hWeB0F, 5683128]
[paragraph, [702.0, 1045.0, 558.0, 36.0], 7QI0hWeB0F, 5683128]
[paragraph, [704.0, 1092.0, 558.0, 36.0], ZTfkVetNzO, 5683128]
[paragraph, [704.0, 1128.0, 558.0, 36.0], ZTfkVetNzO, 5683128]
[paragraph, [702.0, 1177.0, 560.0, 36.0], shoonya_1sX4LAE5W89DS0, 5683128]
[paragraph, [702.0, 1213.0, 560.0, 36.0], shoonya_1sX4LAE5W89DS0, 5683128]
[paragraph, [702.0, 1249.0, 560.0, 36.0], shoonya_1sX4LAE5W89DS0, 5683128]
[paragraph, [702.0, 1285.0, 560.0, 36.0], shoonya_1sX4LAE5W89DS0, 5683128]
[paragraph, [702.0, 1321.0, 560.0, 36.0], shoonya_1sX4LAE5W89DS0, 5683128]
[paragraph, [702.0, 1357.0, 560.0, 36.0], shoonya_1sX4LAE5W89DS0, 5683128]
[paragraph, [702.0, 1393.0, 560.0, 36.0], shoonya_1sX4LAE5W89DS0, 5683128]
[paragraph, [702.0, 1429.0, 560.0, 36.0], shoonya_1sX4LAE5W89DS0, 5683128]
[paragraph, [702.0, 1465.0, 560.0, 36.0], shoonya_1sX4LAE5W89DS0, 5683128]
[paragraph, [702.0, 1501.0, 560.0, 36.0], shoonya_1sX4LAE5W89DS0, 5683128]
[paragraph, [702.0, 1537.0, 560.0, 36.0], shoonya_1sX4LAE5W89DS0, 5683128]
[paragraph, [735.0, 1595.0, 458.0, 36.0], HZn604hAtK, 5683128]
[paragraph, [114.0, 1635.0, 560.0, 36.0], shoonya_4sZME854CR3Y6H, 5683128]
[paragraph, [114.0, 1671.0, 560.0, 36.0], shoonya_4sZME854CR3Y6H, 5683128]
[paragraph, [738.0, 1680.0, 264.0, 36.0], IJmCp9Qk6R, 5683128]
