[1363, 853]
[folio, [620.0, 79.0, 122.0, 18.0], 7Gne5VQvyK, 5781688]
[ordered-list, [47.0, 958.0, 697.0, 18.0], shoonya_7s6BVQBXWCV6VT, 5781688]
[ordered-list, [47.0, 976.0, 697.0, 18.0], shoonya_7s6BVQBXWCV6VT, 5781688]
[ordered-list, [47.0, 994.0, 697.0, 18.0], shoonya_7s6BVQBXWCV6VT, 5781688]
[ordered-list, [47.0, 1012.0, 697.0, 18.0], shoonya_7s6BVQBXWCV6VT, 5781688]
[ordered-list, [47.0, 1030.0, 697.0, 18.0], shoonya_7s6BVQBXWCV6VT, 5781688]
[ordered-list, [47.0, 1048.0, 697.0, 18.0], shoonya_7s6BVQBXWCV6VT, 5781688]
[ordered-list, [47.0, 1066.0, 697.0, 18.0], shoonya_7s6BVQBXWCV6VT, 5781688]
[ordered-list, [47.0, 1084.0, 697.0, 18.0], shoonya_7s6BVQBXWCV6VT, 5781688]
[sub-ordered-list, [53.0, 498.0, 685.0, 18.0], wzqEnTBz1Z, 5781688]
[sub-ordered-list, [53.0, 516.0, 685.0, 18.0], wzqEnTBz1Z, 5781688]
[sub-ordered-list, [53.0, 534.0, 685.0, 18.0], wzqEnTBz1Z, 5781688]
[sub-ordered-list, [53.0, 552.0, 685.0, 18.0], wzqEnTBz1Z, 5781688]
[sub-ordered-list, [53.0, 570.0, 685.0, 18.0], wzqEnTBz1Z, 5781688]
[sub-ordered-list, [53.0, 588.0, 685.0, 18.0], wzqEnTBz1Z, 5781688]
[sub-ordered-list, [53.0, 606.0, 685.0, 18.0], wzqEnTBz1Z, 5781688]
[sub-ordered-list, [53.0, 624.0, 685.0, 18.0], wzqEnTBz1Z, 5781688]
[sub-ordered-list, [53.0, 642.0, 685.0, 18.0], wzqEnTBz1Z, 5781688]
[sub-ordered-list, [53.0, 660.0, 685.0, 18.0], wzqEnTBz1Z, 5781688]
[sub-ordered-list, [53.0, 678.0, 685.0, 18.0], wzqEnTBz1Z, 5781688]
[sub-ordered-list, [53.0, 696.0, 685.0, 18.0], wzqEnTBz1Z, 5781688]
[sub-ordered-list, [53.0, 714.0, 685.0, 18.0], wzqEnTBz1Z, 5781688]
[sub-ordered-list, [53.0, 732.0, 685.0, 18.0], wzqEnTBz1Z, 5781688]
[sub-ordered-list, [53.0, 750.0, 685.0, 18.0], wzqEnTBz1Z, 5781688]
[sub-ordered-list, [53.0, 768.0, 685.0, 18.0], wzqEnTBz1Z, 5781688]
[sub-ordered-list, [53.0, 786.0, 685.0, 18.0], wzqEnTBz1Z, 5781688]
[sub-ordered-list, [53.0, 804.0, 685.0, 18.0], wzqEnTBz1Z, 5781688]
[sub-ordered-list, [53.0, 822.0, 685.0, 18.0], wzqEnTBz1Z, 5781688]
[sub-ordered-list, [53.0, 840.0, 685.0, 18.0], wzqEnTBz1Z, 5781688]
[sub-ordered-list, [53.0, 858.0, 685.0, 18.0], wzqEnTBz1Z, 5781688]
[sub-ordered-list, [53.0, 876.0, 685.0, 18.0], wzqEnTBz1Z, 5781688]
[subsub-ordered-list, [97.0, 689.0, 636.0, 18.0], gFa8pKTwCV, 5781688]
[subsub-ordered-list, [97.0, 707.0, 636.0, 18.0], gFa8pKTwCV, 5781688]
[subsub-ordered-list, [97.0, 725.0, 636.0, 18.0], gFa8pKTwCV, 5781688]
[subsub-ordered-list, [97.0, 743.0, 636.0, 18.0], gFa8pKTwCV, 5781688]
[subsub-ordered-list, [97.0, 761.0, 636.0, 18.0], gFa8pKTwCV, 5781688]
[subsub-ordered-list, [97.0, 779.0, 636.0, 18.0], gFa8pKTwCV, 5781688]
[subsub-ordered-list, [97.0, 797.0, 636.0, 18.0], gFa8pKTwCV, 5781688]
[subsub-ordered-list, [97.0, 815.0, 636.0, 18.0], gFa8pKTwCV, 5781688]
[subsub-ordered-list, [97.0, 833.0, 636.0, 18.0], gFa8pKTwCV, 5781688]
[subsub-ordered-list, [97.0, 851.0, 636.0, 18.0], gFa8pKTwCV, 5781688]
[subsub-ordered-list, [97.0, 869.0, 636.0, 18.0], gFa8pKTwCV, 5781688]
[sub-ordered-list, [54.0, 981.0, 679.0, 18.0], cmL4-2Hrcw, 5781688]
[sub-ordered-list, [54.0, 999.0, 679.0, 18.0], cmL4-2Hrcw, 5781688]
[sub-ordered-list, [54.0, 1017.0, 679.0, 18.0], cmL4-2Hrcw, 5781688]
[sub-ordered-list, [54.0, 1035.0, 679.0, 18.0], cmL4-2Hrcw, 5781688]
[sub-ordered-list, [54.0, 1053.0, 679.0, 18.0], cmL4-2Hrcw, 5781688]
[sub-ordered-list, [54.0, 1071.0, 679.0, 18.0], cmL4-2Hrcw, 5781688]
[sub-ordered-list, [54.0, 1089.0, 679.0, 18.0], cmL4-2Hrcw, 5781688]
[footnote, [54.0, 1123.0, 681.0, 18.0], shoonya_0sHNJA34AQHCMB, 5781688]
[footnote, [54.0, 1141.0, 681.0, 18.0], shoonya_0sHNJA34AQHCMB, 5781688]
[footnote, [54.0, 1159.0, 681.0, 18.0], shoonya_0sHNJA34AQHCMB, 5781688]
[footnote, [54.0, 1177.0, 681.0, 18.0], shoonya_0sHNJA34AQHCMB, 5781688]
