[1267, 753]
[folio, [331.0, 77.0, 105.0, 18.0], shoonya_3sZNA3CXXUOAW6, 5699747]
[paragraph, [85.0, 1012.0, 583.0, 18.0], shoonya_1sMQFZ0H5C708I, 5699747]
[paragraph, [85.0, 1030.0, 583.0, 18.0], shoonya_1sMQFZ0H5C708I, 5699747]
[paragraph, [85.0, 1048.0, 583.0, 18.0], shoonya_1sMQFZ0H5C708I, 5699747]
[paragraph, [85.0, 1066.0, 583.0, 18.0], shoonya_1sMQFZ0H5C708I, 5699747]
[paragraph, [85.0, 1084.0, 583.0, 18.0], shoonya_1sMQFZ0H5C708I, 5699747]
[paragraph, [85.0, 1102.0, 583.0, 18.0], shoonya_1sMQFZ0H5C708I, 5699747]
[paragraph, [85.0, 1120.0, 583.0, 18.0], shoonya_1sMQFZ0H5C708I, 5699747]
[paragraph, [85.0, 1138.0, 583.0, 18.0], shoonya_1sMQFZ0H5C708I, 5699747]
[paragraph, [85.0, 1156.0, 583.0, 18.0], shoonya_1sMQFZ0H5C708I, 5699747]
[paragraph, [85.0, 1174.0, 583.0, 18.0], shoonya_1sMQFZ0H5C708I, 5699747]
