[4767, 3325]
[paragraph, [231.0, 535.0, 2425.0, 52.5], shoonya_0s8TQAO0W5F8CS, 5709799]
[paragraph, [231.0, 1900.0, 2425.0, 52.5], shoonya_0s8TQAO0W5F8CS, 5709799]
[paragraph, [231.0, 1952.5, 2425.0, 52.5], shoonya_0s8TQAO0W5F8CS, 5709799]
[paragraph, [231.0, 2005.0, 2425.0, 52.5], shoonya_0s8TQAO0W5F8CS, 5709799]
[paragraph, [231.0, 2057.5, 2425.0, 52.5], shoonya_0s8TQAO0W5F8CS, 5709799]
[paragraph, [231.0, 2110.0, 2425.0, 52.5], shoonya_0s8TQAO0W5F8CS, 5709799]
[paragraph, [231.0, 2162.5, 2425.0, 52.5], shoonya_0s8TQAO0W5F8CS, 5709799]
[paragraph, [231.0, 2215.0, 2425.0, 52.5], shoonya_0s8TQAO0W5F8CS, 5709799]
[paragraph, [231.0, 2267.5, 2425.0, 52.5], shoonya_0s8TQAO0W5F8CS, 5709799]
[paragraph, [231.0, 2320.0, 2425.0, 52.5], shoonya_0s8TQAO0W5F8CS, 5709799]
[paragraph, [231.0, 2372.5, 2425.0, 52.5], shoonya_0s8TQAO0W5F8CS, 5709799]
[paragraph, [231.0, 2425.0, 2425.0, 52.5], shoonya_0s8TQAO0W5F8CS, 5709799]
[paragraph, [231.0, 2477.5, 2425.0, 52.5], shoonya_0s8TQAO0W5F8CS, 5709799]
[paragraph, [231.0, 2530.0, 2425.0, 52.5], shoonya_0s8TQAO0W5F8CS, 5709799]
[paragraph, [231.0, 2582.5, 2425.0, 52.5], shoonya_0s8TQAO0W5F8CS, 5709799]
[paragraph, [231.0, 2635.0, 2425.0, 52.5], shoonya_0s8TQAO0W5F8CS, 5709799]
[paragraph, [231.0, 2687.5, 2425.0, 52.5], shoonya_0s8TQAO0W5F8CS, 5709799]
[paragraph, [231.0, 2740.0, 2425.0, 52.5], shoonya_0s8TQAO0W5F8CS, 5709799]
[paragraph, [231.0, 2792.5, 2425.0, 52.5], shoonya_0s8TQAO0W5F8CS, 5709799]
[paragraph, [231.0, 2845.0, 2425.0, 52.5], shoonya_0s8TQAO0W5F8CS, 5709799]
[paragraph, [231.0, 2897.5, 2425.0, 52.5], shoonya_0s8TQAO0W5F8CS, 5709799]
[paragraph, [231.0, 2950.0, 2425.0, 52.5], shoonya_0s8TQAO0W5F8CS, 5709799]
[paragraph, [231.0, 3002.5, 2425.0, 52.5], shoonya_0s8TQAO0W5F8CS, 5709799]
[paragraph, [231.0, 3055.0, 2425.0, 52.5], shoonya_0s8TQAO0W5F8CS, 5709799]
[paragraph, [231.0, 3107.5, 2425.0, 52.5], shoonya_0s8TQAO0W5F8CS, 5709799]
[paragraph, [231.0, 3160.0, 2425.0, 52.5], shoonya_0s8TQAO0W5F8CS, 5709799]
[paragraph, [231.0, 3212.5, 2425.0, 52.5], shoonya_0s8TQAO0W5F8CS, 5709799]
[paragraph, [231.0, 3265.0, 2425.0, 52.5], shoonya_0s8TQAO0W5F8CS, 5709799]
[paragraph, [231.0, 3317.5, 2425.0, 52.5], shoonya_0s8TQAO0W5F8CS, 5709799]
[paragraph, [231.0, 3370.0, 2425.0, 52.5], shoonya_0s8TQAO0W5F8CS, 5709799]
[paragraph, [231.0, 3422.5, 2425.0, 52.5], shoonya_0s8TQAO0W5F8CS, 5709799]
[paragraph, [231.0, 3475.0, 2425.0, 52.5], shoonya_0s8TQAO0W5F8CS, 5709799]
[paragraph, [231.0, 3527.5, 2425.0, 52.5], shoonya_0s8TQAO0W5F8CS, 5709799]
[paragraph, [231.0, 3580.0, 2425.0, 52.5], shoonya_0s8TQAO0W5F8CS, 5709799]
[paragraph, [231.0, 3632.5, 2425.0, 52.5], shoonya_0s8TQAO0W5F8CS, 5709799]
[paragraph, [264.0, 3692.0, 2360.0, 52.5], jViNX4mC9-, 5709799]
[paragraph, [264.0, 3744.5, 2360.0, 52.5], jViNX4mC9-, 5709799]
[paragraph, [264.0, 3797.0, 2360.0, 52.5], jViNX4mC9-, 5709799]
[paragraph, [264.0, 3849.5, 2360.0, 52.5], jViNX4mC9-, 5709799]
[paragraph, [264.0, 3902.0, 2360.0, 52.5], jViNX4mC9-, 5709799]
[paragraph, [264.0, 3954.5, 2360.0, 52.5], jViNX4mC9-, 5709799]
[paragraph, [264.0, 4007.0, 2360.0, 52.5], jViNX4mC9-, 5709799]
[paragraph, [264.0, 4059.5, 2360.0, 52.5], jViNX4mC9-, 5709799]
[paragraph, [264.0, 4112.0, 2360.0, 52.5], jViNX4mC9-, 5709799]
[paragraph, [264.0, 4164.5, 2360.0, 52.5], jViNX4mC9-, 5709799]
