[1275, 750]
[folio, [243.0, 79.0, 292.0, 18.0], LYgBGcvfnt, 5767340]
[paragraph, [57.0, 769.0, 631.0, 18.0], shoonya_1sP8W6C7VZAHAJ, 5767340]
[paragraph, [57.0, 787.0, 631.0, 18.0], shoonya_1sP8W6C7VZAHAJ, 5767340]
[paragraph, [57.0, 805.0, 631.0, 18.0], shoonya_1sP8W6C7VZAHAJ, 5767340]
[paragraph, [57.0, 823.0, 631.0, 18.0], shoonya_1sP8W6C7VZAHAJ, 5767340]
[paragraph, [57.0, 841.0, 631.0, 18.0], shoonya_1sP8W6C7VZAHAJ, 5767340]
[section-title, [152.0, 889.0, 432.0, 30.0], shoonya_0sOPJC7LMPSHQL, 5767340]
[paragraph, [63.0, 954.0, 604.0, 18.0], 1Bbwh0KChm, 5767340]
[paragraph, [63.0, 972.0, 604.0, 18.0], 1Bbwh0KChm, 5767340]
[paragraph, [63.0, 990.0, 604.0, 18.0], 1Bbwh0KChm, 5767340]
[paragraph, [63.0, 1008.0, 604.0, 18.0], 1Bbwh0KChm, 5767340]
[paragraph, [63.0, 1026.0, 604.0, 18.0], 1Bbwh0KChm, 5767340]
[paragraph, [63.0, 1044.0, 604.0, 18.0], 1Bbwh0KChm, 5767340]
[paragraph, [63.0, 1062.0, 604.0, 18.0], 1Bbwh0KChm, 5767340]
[paragraph, [63.0, 1080.0, 604.0, 18.0], 1Bbwh0KChm, 5767340]
[paragraph, [63.0, 1098.0, 604.0, 18.0], 1Bbwh0KChm, 5767340]
[paragraph, [63.0, 1116.0, 604.0, 18.0], 1Bbwh0KChm, 5767340]
[paragraph, [63.0, 1134.0, 604.0, 18.0], 1Bbwh0KChm, 5767340]
[paragraph, [63.0, 1152.0, 604.0, 18.0], 1Bbwh0KChm, 5767340]
[paragraph, [63.0, 1170.0, 604.0, 18.0], 1Bbwh0KChm, 5767340]
[paragraph, [63.0, 1188.0, 604.0, 18.0], 1Bbwh0KChm, 5767340]
