[1725, 1275]
[folio, [862.0, 62.0, 343.0, 36.0], hv-JyygADh, 5712464]
[paragraph, [49.0, 1207.0, 582.0, 36.0], h-GqZE0yUK, 5712464]
[paragraph, [49.0, 1243.0, 582.0, 36.0], h-GqZE0yUK, 5712464]
[paragraph, [49.0, 1279.0, 582.0, 36.0], h-GqZE0yUK, 5712464]
[paragraph, [49.0, 1315.0, 582.0, 36.0], h-GqZE0yUK, 5712464]
[paragraph, [58.0, 1361.0, 574.0, 36.0], mJ9-E3x0o3, 5712464]
[paragraph, [58.0, 1397.0, 574.0, 36.0], mJ9-E3x0o3, 5712464]
[paragraph, [58.0, 1433.0, 574.0, 36.0], mJ9-E3x0o3, 5712464]
[paragraph, [58.0, 1469.0, 574.0, 36.0], mJ9-E3x0o3, 5712464]
[paragraph, [58.0, 1505.0, 574.0, 36.0], mJ9-E3x0o3, 5712464]
[paragraph, [639.0, 1363.0, 571.0, 36.0], tMUA11fDFz, 5712464]
[paragraph, [639.0, 1399.0, 571.0, 36.0], tMUA11fDFz, 5712464]
[paragraph, [639.0, 1435.0, 571.0, 36.0], tMUA11fDFz, 5712464]
[paragraph, [639.0, 1471.0, 571.0, 36.0], tMUA11fDFz, 5712464]
[paragraph, [711.0, 1532.0, 505.0, 36.0], shoonya_11sL21MWK0GWYX, 5712464]
[paragraph, [711.0, 1568.0, 505.0, 36.0], shoonya_11sL21MWK0GWYX, 5712464]
[paragraph, [67.0, 1606.0, 568.0, 36.0], shoonya_9sP1W2AAWBI15T, 5712464]
