[1347, 847]
[paragraph, [27.0, 27.0, 789.0, 18.0], vE30xFx2ll, 5660734]
[paragraph, [19.0, 861.0, 802.0, 18.0], ZBMEkyLu5q, 5660734]
[paragraph, [19.0, 879.0, 802.0, 18.0], ZBMEkyLu5q, 5660734]
[paragraph, [19.0, 897.0, 802.0, 18.0], ZBMEkyLu5q, 5660734]
[paragraph, [19.0, 915.0, 802.0, 18.0], ZBMEkyLu5q, 5660734]
[paragraph, [19.0, 933.0, 802.0, 18.0], ZBMEkyLu5q, 5660734]
[paragraph, [19.0, 951.0, 802.0, 18.0], ZBMEkyLu5q, 5660734]
[paragraph, [19.0, 969.0, 802.0, 18.0], ZBMEkyLu5q, 5660734]
[paragraph, [19.0, 987.0, 802.0, 18.0], ZBMEkyLu5q, 5660734]
[paragraph, [19.0, 1005.0, 802.0, 18.0], ZBMEkyLu5q, 5660734]
[paragraph, [19.0, 1023.0, 802.0, 18.0], ZBMEkyLu5q, 5660734]
[paragraph, [19.0, 1041.0, 802.0, 18.0], ZBMEkyLu5q, 5660734]
[paragraph, [19.0, 1059.0, 802.0, 18.0], ZBMEkyLu5q, 5660734]
[paragraph, [19.0, 1077.0, 802.0, 18.0], ZBMEkyLu5q, 5660734]
[paragraph, [19.0, 1095.0, 802.0, 18.0], ZBMEkyLu5q, 5660734]
[paragraph, [19.0, 1113.0, 802.0, 18.0], ZBMEkyLu5q, 5660734]
[paragraph, [19.0, 1131.0, 802.0, 18.0], ZBMEkyLu5q, 5660734]
[paragraph, [19.0, 1149.0, 802.0, 18.0], ZBMEkyLu5q, 5660734]
[paragraph, [19.0, 1167.0, 802.0, 18.0], ZBMEkyLu5q, 5660734]
[paragraph, [19.0, 1185.0, 802.0, 18.0], ZBMEkyLu5q, 5660734]
[folio, [43.0, 1210.0, 213.0, 18.0], shoonya_0sXJWPV5QYFT3E, 5660734]
[folio, [43.0, 1228.0, 213.0, 18.0], shoonya_0sXJWPV5QYFT3E, 5660734]
[folio, [3.0, 1262.0, 835.0, 18.0], shMojR2222, 5660734]
[folio, [3.0, 1280.0, 835.0, 18.0], shMojR2222, 5660734]
[website-link, [152.0, 1300.0, 229.0, 18.0], Zes6U-PmNe, 5660734]
[website-link, [484.0, 1300.0, 203.0, 18.0], nZSc982uaf, 5660734]
